gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
MCM6	469154	395	29	2883806	777466	0	2	0	0	50	8	30573742	3.114513e-01	1
PSG4	310387	125	-33	1443108	410664	0	2	0	0	50	17	27973352	3.115237e-01	1
ERP27	341752	426	8	973158	253050	0	1	0	0	50	8	26065596	3.115949e-01	1
SERPINB3	174293	370	-5	1390088	346558	0	1	0	0	50	7	30153920	3.119216e-01	1
GJA3	405200	472	50	1433468	463684	0	1	0	0	50	7	34495294	3.120103e-01	1
IFT46	1359480	167	47	1292724	315228	0	1	0	0	50	7	31059598	3.124902e-01	1
MYH10	646488	488	10	7002496	1805090	0	6	0	0	16	1	8006984	3.125075e-01	1
ZNF410	502038	155	50	1675432	460310	0	1	0	0	50	4	26823300	3.125886e-01	1
IL22	383435	623	12	634794	172074	0	1	0	0	50	14	27084062	3.126678e-01	1
STK35	505026	539	32	1762674	575508	0	2	0	0	50	14	28898792	3.127300e-01	1
PRPSAP2	792064	224	1	1310558	352342	0	1	0	0	50	6	27945878	3.128191e-01	1
TAS2R42	311688	617	7	1064738	301732	0	1	0	0	50	8	28373412	3.129425e-01	1
HTR1E	169399	752	-17	1221870	365838	0	6	2	0	6	2	1741948	3.129588e-01	1
PIK3C3	38836	1300	13	3200480	793372	0	1	1	0	50	7	30265744	3.129663e-01	1
TAF15	620019	235	8	2100074	562012	0	1	0	0	8	1	8153994	3.130435e-01	1
NYNRIN	897133	265	40	6285280	1998854	0	6	0	0	6	2	9429366	3.131349e-01	1
DDX19B	1317982	139	47	1704352	441512	0	1	0	0	50	5	31762354	3.132180e-01	1
WWC3	169744	NaN	34	3751888	1116794	0	2	0	0	50	7	28456316	3.133361e-01	1
MBD3	2122824	221	35	1021840	276668	0	1	0	0	50	8	24670688	3.134000e-01	1
SLC22A7	1293543	363	51	1808946	627564	0	2	1	0	50	16	33111954	3.134015e-01	1
SCD	1162653	171	42	1245488	345112	0	1	0	0	50	7	29808808	3.134096e-01	1
ACTL6A	399933	477	11	1553486	392830	0	1	0	0	50	5	28918072	3.134469e-01	1
ACTB	1906749	195	34	1287904	372104	0	1	1	0	50	7	30806548	3.135838e-01	1
FANCG	782447	350	42	2115498	662268	0	1	0	0	50	4	33653240	3.141649e-01	1
WDR33	605495	187	43	5074978	1434914	0	3	0	0	50	6	29843994	3.141781e-01	1
RBM22	1107515	211	54	1479258	404880	0	1	0	0	50	7	35297824	3.141911e-01	1
YJEFN3	868278	284	7	1009308	332580	0	1	0	0	50	8	25936420	3.142437e-01	1
HNRNPAB	672705	448	46	1188612	302214	0	1	0	0	50	9	34450468	3.144142e-01	1
LAMC1	767936	374	17	5652896	1487452	0	5	0	0	18	3	12669852	3.145302e-01	1
SMC2	114849	953	-33	4269556	1066184	0	5	0	0	46	10	21001222	3.146554e-01	1
NPTX1	755391	222	23	1456122	445368	0	1	0	0	50	6	30750636	3.152713e-01	1
FTSJ3	1353057	346	20	2988400	805904	0	1	0	0	45	9	33524546	3.154979e-01	1
TCERG1	377370	463	14	3846842	1044976	0	2	0	0	22	1	8165080	3.155938e-01	1
NSUN6	74263	512	-4	1646512	450188	0	1	0	0	50	6	32660320	3.156394e-01	1
CAPNS1	978272	326	6	969784	259316	0	1	0	0	50	6	20448850	3.157020e-01	1
ARID1B	143122	621	27	7667174	2203222	0	4	2	0	50	5	28223028	3.159008e-01	1
ZNF649	444002	817	-53	1770868	441512	0	1	0	0	50	11	22180194	3.159059e-01	1
SLCO1B1	518292	799	-25	2438920	643952	0	2	1	0	50	7	23012608	3.159494e-01	1
GPR55	1020678	519	45	1077752	310408	0	1	0	0	50	11	36886496	3.160658e-01	1
CDCA7L	687019	581	-1	1607470	418376	0	2	0	0	50	18	32316172	3.160928e-01	1
GAPVD1	954577	218	46	5191140	1414188	0	2	0	0	22	4	13662290	3.163372e-01	1
KDR	175189	706	3	4783850	1270552	0	4	0	0	12	2	8353060	3.165264e-01	1
HDAC5	923807	171	32	3870460	1150052	0	3	0	0	12	1	8194964	3.166440e-01	1
APBB1IP	236125	536	19	2313600	652146	0	2	1	0	50	9	26366364	3.167971e-01	1
COL1A1	1277832	210	26	4964118	1680252	0	3	1	0	50	7	32307014	3.168414e-01	1
EMILIN2	564910	468	37	3566800	1045940	0	3	0	0	43	9	27299998	3.169921e-01	1
ZSCAN29	823006	415	50	2936826	786624	0	2	0	0	50	14	33291740	3.170072e-01	1
NOX4	30048	1071	-25	2076938	533092	0	2	1	0	50	37	41731078	3.170695e-01	1
LAPTM4B	609859	175	39	1080644	333544	0	1	0	0	50	8	28332442	3.170959e-01	1
MOXD1	188578	673	1	2155504	574544	0	4	2	0	28	11	15716092	3.171238e-01	1
GLE1	1917147	160	39	2479890	659376	0	1	0	0	50	13	36049262	3.172595e-01	1
TOR2A	1098647	172	32	1332248	332098	0	1	0	0	50	5	24421494	3.173823e-01	1
ENAM	262250	609	16	3945652	1058954	0	1	1	0	50	5	29784708	3.174882e-01	1
ZNF638	328513	459	19	6922002	1813284	0	2	0	0	44	4	26248274	3.175040e-01	1
RSBN1	318105	406	18	2734868	786142	0	2	1	0	50	9	31105870	3.177053e-01	1
OR6M1	92984	637	-1	1034854	325832	0	1	0	0	50	9	29775068	3.177080e-01	1
NPY1R	74427	1197	-18	1320680	355234	0	2	0	0	47	18	26435772	3.177441e-01	1
LIPI	95960	991	-18	1725560	420304	0	1	0	0	50	16	28439446	3.177561e-01	1
TFB1M	116637	428	26	1207410	335472	0	1	0	0	50	7	28407634	3.177808e-01	1
CDR2	483001	235	50	1573730	423196	0	1	0	0	50	4	24688040	3.178000e-01	1
FLT1	198131	693	41	5023404	1324536	0	2	1	0	50	7	27024294	3.180056e-01	1
CRYAA	687433	279	59	589486	179786	0	1	0	0	50	15	25729160	3.180815e-01	1
KCTD17	699535	379	44	1042566	292092	0	1	0	0	50	12	36010220	3.184606e-01	1
ADARB2	284080	633	8	2450970	811206	0	2	0	0	50	9	27800796	3.187646e-01	1
IFFO1	2764720	179	42	1926072	575508	0	1	0	0	50	5	35116110	3.188837e-01	1
OSBPL3	254504	312	28	3166740	806868	0	2	0	0	50	6	26834386	3.189996e-01	1
RFFL	439420	504	19	1265732	348004	0	1	0	0	50	6	26336480	3.191138e-01	1
HKDC1	726042	168	42	3180236	900376	0	3	0	0	29	7	19992878	3.192125e-01	1
MFN2	518052	207	39	2665460	721072	0	3	1	0	50	12	21732416	3.192717e-01	1
CHD3	1971623	337	29	7311458	2000782	0	5	1	0	29	11	17614690	3.194238e-01	1
LDLRAP1	562107	424	19	1085946	300768	0	1	0	0	50	8	28205194	3.195292e-01	1
IL12B	129528	415	27	1165958	295948	0	1	0	0	50	7	27260474	3.195406e-01	1
CCDC70	353099	349	69	829522	191354	0	1	0	0	50	11	28000826	3.196438e-01	1
C17orf80	205112	251	-15	2118872	586594	0	2	1	0	50	13	32054446	3.197280e-01	1
PPP1R16A	1755818	291	7	1786774	560084	0	1	1	0	24	6	14669670	3.197746e-01	1
GLT6D1	362222	524	29	969784	254978	0	1	0	0	50	11	32678636	3.200263e-01	1
AIFM3	577297	192	58	2153576	611176	0	2	0	0	50	11	28438964	3.200788e-01	1
SMTNL2	1239739	318	24	1554932	492604	0	1	0	0	50	4	24163142	3.202840e-01	1
CLP1	923511	354	15	1414670	444886	0	1	0	0	50	5	25641436	3.203488e-01	1
PRG2	923815	191	-3	782768	213526	0	1	0	0	50	10	24317864	3.203936e-01	1
DOCK4	133354	718	-18	7009726	1818104	0	3	0	0	21	3	15846232	3.205991e-01	1
FRMD6	238905	442	22	2183942	553336	0	1	0	0	50	3	28239416	3.206459e-01	1
KCTD16	38690	643	-2	1462870	403916	0	2	0	0	50	17	27625348	3.210004e-01	1
OCRL	330789	NaN	22	3239522	806386	0	2	0	0	50	8	33430556	3.210493e-01	1
PYCARD	1203752	478	17	656484	208224	0	1	1	0	24	4	10171164	3.210649e-01	1
FES	833957	291	42	2851030	823256	0	2	0	0	50	8	29396216	3.213263e-01	1
EDA	135563	NaN	-2	1476366	455490	0	1	0	0	50	7	34238388	3.216253e-01	1
CCDC39	182757	1031	2	3406776	789516	0	3	1	0	50	17	26480598	3.217163e-01	1
WSCD1	283312	593	-11	1946316	592860	0	1	0	0	50	11	23674394	3.217349e-01	1
ZNF678	606105	575	-6	2052356	485374	0	2	0	0	50	18	29495026	3.217350e-01	1
OR4D10	430021	507	-1	1026178	327278	0	1	0	0	50	9	28759012	3.217544e-01	1
MRVI1	755456	391	21	3122878	911462	0	3	0	0	50	19	41887728	3.218119e-01	1
DPP4	153730	528	9	2800420	671426	0	1	0	0	50	12	34243208	3.218932e-01	1
C15orf40	452169	683	19	1177044	321012	0	1	0	0	50	9	33324516	3.219342e-01	1
TMEM59L	1397040	222	33	1176562	354752	0	1	0	0	50	8	30259478	3.220922e-01	1
PPP2R5A	485902	298	16	1752070	429944	0	1	0	0	50	4	27039718	3.221104e-01	1
RBM34	592746	168	26	1559752	398132	0	1	0	0	50	4	24059512	3.222332e-01	1
DHRS7	277355	547	4	1174152	335472	0	1	0	0	50	8	30175610	3.223560e-01	1
BCL2L11	NaN	NaN	NaN	839644	227504	0	1	0	0	50	23	53904952	3.225515e-01	1
AMZ2	764688	237	11	1273444	324386	0	1	0	0	50	7	29422244	3.226548e-01	1
TAPBPL	2702142	198	50	1574694	497424	0	1	0	0	50	7	36388590	3.226619e-01	1
P2RY1	224331	861	8	1247416	374996	0	1	0	0	50	6	25613480	3.226730e-01	1
SOX11	10248	1198	-17	1481668	438620	0	2	0	0	37	12	20826256	3.227809e-01	1
TNFSF12	NaN	NaN	NaN	841572	283416	0	1	0	0	50	23	53960864	3.228238e-01	1
DNASE2	1937827	226	32	1237776	357162	0	1	0	0	50	7	28557054	3.229467e-01	1
TMEM119	437636	399	40	922066	315710	0	1	0	0	50	12	33067610	3.231958e-01	1
PTPN1	621979	153	51	1555414	388010	0	1	0	0	50	4	23898042	3.233094e-01	1
SLC38A1	752720	334	9	1744840	458864	0	2	0	0	50	16	31082734	3.234726e-01	1
SLC25A6	NaN	NaN	NaN	1051724	316192	0	1	1	0	30	6	21518408	3.236065e-01	1
DNAJC21	241905	675	21	2103930	468504	0	2	0	0	41	9	23537506	3.236584e-01	1
LRIG1	82885	629	14	3740320	1112456	0	2	1	0	50	9	23939012	3.236650e-01	1
HERPUD1	820472	125	47	1361168	379816	0	1	0	0	50	8	34784494	3.238474e-01	1
TUBB2B	451139	453	37	1530350	421750	0	1	0	0	50	4	23454120	3.239345e-01	1
DCP2	274112	439	25	1525530	358608	0	1	0	0	50	5	27278308	3.239470e-01	1
MORN4	564805	169	40	519596	141226	0	3	1	0	3	1	1081608	3.240008e-01	1
SRP54	629868	171	32	1854254	423196	0	1	0	0	50	4	28397994	3.241237e-01	1
AURKB	870950	218	18	1200662	342220	0	1	0	0	50	7	25177270	3.241426e-01	1
AVEN	409752	499	0	1233920	372586	0	1	0	0	40	6	25190766	3.242081e-01	1
QRICH1	1848854	185	39	2657266	765416	0	2	0	0	50	10	32120962	3.242321e-01	1
OR2AT4	752176	556	48	1052206	338846	0	1	0	0	50	10	31681378	3.242760e-01	1
MAGEA12	NaN	NaN	NaN	1054616	317638	0	1	1	0	30	6	21519854	3.242851e-01	1
METRNL	222738	483	14	1031962	338846	0	1	0	0	50	7	23678732	3.244524e-01	1
ZFP37	492947	575	-4	2222502	535020	0	2	0	0	50	11	28994228	3.245140e-01	1
IMP4	369510	593	29	1013164	302696	0	1	0	0	50	9	28397994	3.245829e-01	1
SBK2	1094560	399	4	1131736	392348	0	1	0	0	50	5	20182786	3.246062e-01	1
ITGA10	NaN	NaN	NaN	4006384	1231028	0	2	0	0	50	23	54908476	3.247403e-01	1
ROR1	138354	492	-3	3212530	911462	0	2	0	0	15	0	9327182	3.248379e-01	1
OR8D2	154391	921	-14	1032926	319084	0	1	0	0	50	8	26215498	3.255856e-01	1
SLAMF9	812025	365	13	1028588	246784	0	1	0	0	50	7	23497500	3.256272e-01	1
LMBRD1	42273	983	-2	1930892	502726	0	2	0	0	50	12	26925966	3.256461e-01	1
SIX3	133317	566	23	1091248	359090	0	1	0	0	50	8	27685598	3.257324e-01	1
ATXN2L	1146511	221	56	3913840	1216568	0	1	0	0	38	1	29774104	3.258121e-01	1
OR12D3	329776	872	7	1065220	312818	0	1	0	0	50	9	29713372	3.258720e-01	1
APOL4	1233084	331	28	1284530	314746	0	1	0	0	50	7	29309456	3.259417e-01	1
IL11RA	731413	298	51	1447928	459346	0	1	0	0	50	4	22016796	3.260015e-01	1
PCDHGA3	662513	568	2	3144086	1010272	0	4	1	0	50	22	33786272	3.261790e-01	1
KLF4	255934	434	-14	1587226	518150	0	1	0	0	50	4	24100000	3.263956e-01	1
ATP2B4	513211	256	35	4359208	1245488	0	3	1	0	50	14	28710812	3.264312e-01	1
IFT27	1235005	537	19	668052	177858	0	1	0	0	50	14	25777842	3.266279e-01	1
EPOR	1385739	197	31	1700496	548034	0	1	0	0	50	5	30098490	3.266329e-01	1
NOMO1	518442	343	19	4269556	1212230	0	2	0	0	50	4	27447972	3.270125e-01	1
PCDHA8	896676	606	-12	3186502	1027142	0	5	1	0	50	36	32829984	3.271168e-01	1
EPN2	658567	227	6	2151648	679620	0	1	0	0	50	4	32586092	3.271270e-01	1
MAGEC3	17504	NaN	-11	2650518	715770	0	2	1	0	50	28	44029254	3.273998e-01	1
IPO4	974559	220	41	3717666	1143786	0	1	0	0	50	7	33260410	3.274901e-01	1
CCR6	149346	696	40	1274890	363428	0	1	0	0	50	7	28907468	3.276406e-01	1
FBXW11	380827	400	36	1995962	525862	0	1	0	0	50	4	30158258	3.277161e-01	1
ALG5	176745	650	16	1152462	312336	0	1	0	0	50	7	26122954	3.277397e-01	1
EPX	851306	401	14	2422050	753366	0	2	0	0	50	8	24533800	3.277840e-01	1
BMP8B	975799	388	39	1383340	432836	0	1	0	0	50	5	24373294	3.278741e-01	1
FAM47C	71087	NaN	-10	3381230	1115830	0	5	2	0	50	33	42831966	3.280641e-01	1
SSR3	545591	679	10	657448	175448	0	1	0	0	50	16	29749040	3.281566e-01	1
DCLRE1A	264051	515	7	3613072	949058	0	2	0	0	50	6	29836282	3.282001e-01	1
ILK	424523	491	17	1616628	423678	0	1	0	0	50	6	30546750	3.284541e-01	1
LPIN1	219334	431	19	3123842	851212	0	4	0	0	8	1	4348604	3.285167e-01	1
NINL	613303	454	-26	4776138	1356348	0	4	0	0	50	8	25589380	3.285796e-01	1
ANKRD55	248990	402	45	2140562	590932	0	1	0	0	50	3	26850774	3.287609e-01	1
TLL1	81353	538	-19	3619338	895074	0	3	1	0	50	10	28743106	3.288659e-01	1
OR4D6	430021	507	-1	1043530	321494	0	1	0	0	50	9	28759012	3.290882e-01	1
PSMA2	163131	744	-6	835788	227022	0	1	0	0	50	11	26316718	3.294144e-01	1
RWDD3	172385	582	-13	958216	249194	0	1	0	0	50	11	31155998	3.295087e-01	1
CCNB2	748599	329	34	1402138	374996	0	1	0	0	50	7	31532922	3.297486e-01	1
OR5T1	10317	969	-43	1096550	321976	0	2	1	0	15	5	7999754	3.299101e-01	1
IGFBP3	146330	623	8	1007862	307998	0	1	0	0	50	9	27695238	3.299120e-01	1
P2RY14	130485	632	8	1156800	319566	0	1	0	0	50	8	28882886	3.299741e-01	1
KRTAP9-4	1149433	468	-14	536948	138334	0	1	0	0	50	15	22792816	3.300268e-01	1
SETD2	593886	365	46	8840362	2405180	0	7	0	0	7	1	4610330	3.303081e-01	1
GGTLC1	159782	930	-48	779876	229432	0	1	0	0	50	10	23337958	3.303705e-01	1
AGXT2	243997	675	23	1817140	492122	0	2	0	0	27	6	14905850	3.305879e-01	1
DNASE2B	235919	769	-13	1276818	328242	0	2	0	0	50	22	24732866	3.306984e-01	1
MYO1H	438867	470	39	3668502	942792	0	3	0	0	18	3	11565590	3.308000e-01	1
ZFYVE28	845507	271	40	3248680	985208	0	2	0	0	50	10	38644350	3.308044e-01	1
FBXL6	2525749	200	28	1782918	611658	0	1	0	0	50	6	35447726	3.311744e-01	1
ECE1	744763	196	27	2878022	786142	0	2	0	0	50	10	34198864	3.313225e-01	1
OR5K2	390532	796	2	1063774	309926	0	1	0	0	50	8	26424204	3.314247e-01	1
BTLA	304354	636	35	1012200	268956	0	1	0	0	50	6	20111450	3.314553e-01	1
FRS2	540769	350	7	1745322	491640	0	1	0	0	50	5	30160186	3.316799e-01	1
PRKCZ	1013925	293	28	2131404	539358	0	2	0	0	50	12	29221250	3.319293e-01	1
WDR64	172691	227	-16	3869496	974604	0	3	0	0	27	5	19520036	3.319850e-01	1
ZNF664	903375	539	36	930742	205814	0	1	0	0	50	9	25370552	3.320121e-01	1
PLCD3	819156	170	30	2688596	817954	0	2	0	0	50	11	34350694	3.322635e-01	1
TRMT1	1948449	221	41	2273594	684922	0	2	0	0	50	11	29037608	3.323981e-01	1
CABP4	1392213	215	53	939418	289682	0	1	0	0	50	7	20925548	3.324041e-01	1
IFT88	399247	434	27	3038528	729748	0	2	0	0	40	12	24042160	3.325235e-01	1
MAP3K8	81826	185	39	1626750	443922	0	1	0	0	50	5	28148318	3.326813e-01	1
FH	171676	533	-20	1765566	506100	0	2	0	0	50	21	38852574	3.327219e-01	1
AQP2	1033911	220	48	885434	314746	0	1	1	0	50	11	28452942	3.327424e-01	1
TMEM177	337284	441	29	1012682	346558	0	1	0	0	50	11	31509304	3.327479e-01	1
HEATR5B	614688	281	16	7086364	2104412	0	2	2	0	50	4	26081502	3.329359e-01	1
CYP8B1	301212	447	21	1686036	491640	0	1	0	0	50	6	33302344	3.331044e-01	1
DHX40	1081217	417	25	2760414	721554	0	2	0	0	50	10	32618386	3.333812e-01	1
MMP16	27285	939	-34	2308780	603464	0	4	2	0	35	14	17556368	3.333822e-01	1
OR10W1	604763	835	-19	1001596	325832	0	1	0	0	50	7	22210078	3.335992e-01	1
MAOB	66825	NaN	22	1834010	507064	0	2	0	0	50	13	26728346	3.336031e-01	1
RPE65	201619	477	-16	1904382	490194	0	1	0	0	50	16	29977990	3.336243e-01	1
ITGA6	381919	371	23	3974572	1066184	0	2	0	0	50	5	28648634	3.342222e-01	1
SLC20A1	613047	214	57	2324204	677692	0	1	0	0	50	11	28609592	3.343196e-01	1
RPH3A	651570	527	28	2476516	654074	0	2	0	0	50	12	33743856	3.343282e-01	1
ABHD11	1082063	214	54	1365988	428498	0	1	0	0	50	8	33549610	3.344504e-01	1
CNOT3	735613	439	-53	2635576	733604	0	4	1	0	50	30	39799704	3.344593e-01	1
BCAS4	421783	191	36	822774	234252	0	1	0	0	50	13	30310088	3.345290e-01	1
GLIS1	598664	391	27	2072118	668052	0	1	0	0	50	3	25436586	3.345609e-01	1
CITED2	187396	504	14	931224	250158	0	1	0	0	50	10	27426282	3.346532e-01	1
SLC25A32	430771	673	28	1153426	325832	0	1	0	0	50	9	31106834	3.348849e-01	1
SLTM	532170	212	23	3662718	945684	0	2	0	0	50	6	29679150	3.350755e-01	1
PSG8	386041	417	-19	1489862	418858	0	1	0	0	50	5	25543108	3.351956e-01	1
SOX8	1131712	304	22	1477330	473324	0	1	1	0	50	7	32564884	3.352073e-01	1
CLDN16	163494	373	9	1045940	304624	0	1	0	0	50	9	28176274	3.352251e-01	1
ZNF468	557083	1008	-39	1837384	448742	0	2	1	0	36	9	19898888	3.355170e-01	1
ATE1	233024	427	-3	2012832	497424	0	1	0	0	50	15	26465174	3.356271e-01	1
CHDH	475623	578	42	2005602	615996	0	1	0	0	50	15	28165670	3.356666e-01	1
PPL	702265	206	19	6052474	1693748	0	2	0	0	50	7	31366632	3.356846e-01	1
ZNF615	444655	838	-57	2561830	630938	0	2	1	0	50	14	22503616	3.357658e-01	1
DEFB118	591819	594	-83	428016	118572	0	1	0	0	50	34	37643236	3.359695e-01	1
AASS	57655	988	-13	3273744	880614	0	2	0	0	50	16	33068092	3.360293e-01	1
TLE4	45472	956	-9	2706430	761078	0	3	2	0	22	13	15457740	3.360683e-01	1
ABCA12	526764	857	9	9155108	2449042	0	4	0	0	6	0	7337004	3.362039e-01	1
IL1RAPL2	17392	NaN	-4	2420122	617924	0	4	0	0	50	21	24695270	3.362604e-01	1
CAPZA1	560292	325	23	1048350	248712	0	1	0	0	50	10	30686048	3.363602e-01	1
ITPRIPL1	904852	213	43	1914022	558638	0	1	0	0	50	5	32644896	3.366266e-01	1
BCAN	1851672	180	37	3144086	991474	0	2	0	0	22	5	13179808	3.366469e-01	1
GTPBP3	842088	211	43	1718330	602500	0	1	0	0	50	5	29298852	3.366688e-01	1
TPO	56524	599	-23	3181200	961590	0	4	1	0	13	3	7837320	3.366949e-01	1
PITPNC1	648233	365	3	1333212	335472	0	1	0	0	50	6	25945578	3.370345e-01	1
RAC2	845055	230	67	677210	194728	0	1	0	0	50	12	23061290	3.371029e-01	1
ZNF148	377619	174	43	2766198	717216	0	3	0	0	50	11	23216494	3.371383e-01	1
CTAGE9	NaN	NaN	NaN	2645216	729748	0	1	0	0	50	23	54407196	3.372395e-01	1
FGGY	60575	728	4	2032594	558638	0	1	0	0	50	17	33406456	3.372409e-01	1
WAS	824559	NaN	27	1698568	549962	0	1	0	0	50	6	33026158	3.372465e-01	1
EPB41L2	122847	707	17	3530650	943274	0	3	1	0	50	10	27265776	3.374631e-01	1
AFF2	97330	NaN	-13	4611776	1274890	0	4	1	0	22	4	14684130	3.375152e-01	1
DHX15	194657	491	35	2769572	758668	0	1	0	0	50	9	28120844	3.377899e-01	1
OR4D2	851306	401	14	1011236	323422	0	1	0	0	50	8	24533800	3.378039e-01	1
SPARCL1	526761	537	16	2384454	558156	0	2	0	0	50	10	27842248	3.378424e-01	1
KCNT1	404991	494	38	4306188	1231992	0	4	1	0	50	10	24334252	3.379296e-01	1
HLA-G	514408	685	38	1167886	337400	0	1	0	0	50	7	25469844	3.380899e-01	1
OPA1	148817	456	12	3684408	896520	0	3	1	0	50	11	30577116	3.381932e-01	1
FLT3	346092	614	42	3558124	889772	0	2	0	0	50	11	25967750	3.382361e-01	1
ANKRD1	103854	510	4	1136074	298358	0	1	0	0	50	7	24743952	3.385125e-01	1
APLP1	1060028	321	47	2242264	678656	0	2	1	0	50	10	26127774	3.385567e-01	1
TCF4	92114	936	12	2370476	654556	0	2	0	0	50	11	29768320	3.387376e-01	1
FAM172A	264052	622	6	1497574	369212	0	1	0	0	50	5	25336812	3.387820e-01	1
VWC2L	52906	1018	-1	792408	192318	0	1	0	0	50	14	30637848	3.388879e-01	1
EED	443833	159	26	1600240	383672	0	1	0	0	50	7	34778710	3.390499e-01	1
OTOP2	1045089	223	25	1888958	588040	0	1	1	0	50	15	26931750	3.390675e-01	1
MYOM1	593610	424	50	5937758	1590118	0	3	1	0	32	7	22641468	3.391774e-01	1
TRIML1	32696	595	-20	1626750	436692	0	2	0	0	19	3	8650454	3.392566e-01	1
SCEL	193860	752	51	2584484	589486	0	1	0	0	50	2	24943500	3.392682e-01	1
ANKRD52	2878071	171	46	3714292	1116794	0	2	1	0	50	7	33103760	3.393227e-01	1
ZNF773	459366	828	-31	1552522	386564	0	2	0	0	50	13	22279004	3.394166e-01	1
MC4R	44259	929	3	1124506	322940	0	1	0	0	50	9	29828570	3.394765e-01	1
GPR174	14321	NaN	62	1132218	319566	0	1	0	0	50	10	32750454	3.395752e-01	1
ARL1	283715	649	2	653592	164844	0	1	0	0	50	14	25189802	3.397278e-01	1
HTRA4	421614	428	42	1608434	507064	0	2	0	0	50	18	30364554	3.397573e-01	1
BCL11B	316817	629	-40	2970084	929778	0	2	1	0	50	8	29121958	3.398153e-01	1
PTH1R	442069	376	41	2053802	603946	0	1	1	0	50	13	27178534	3.398466e-01	1
NAPSA	1072052	528	26	1414670	463684	0	2	0	0	50	17	25410076	3.399697e-01	1
TAS2R4	200522	844	14	995812	305588	0	1	0	0	50	8	23947688	3.401259e-01	1
REM2	1177534	225	34	1138966	366320	0	1	0	0	50	6	21900634	3.403225e-01	1
NANOG	175700	467	16	1084018	260762	0	1	0	0	50	9	28657792	3.403490e-01	1
RIC3	244487	555	19	1285012	347522	0	1	0	0	50	7	26621342	3.403583e-01	1
LINGO1	400940	503	38	2038860	663714	0	2	0	0	50	11	25469362	3.407672e-01	1
OPA3	1107927	194	44	1037264	334990	0	1	0	0	50	8	24878912	3.408487e-01	1
YKT6	1492561	412	68	706612	191354	0	1	0	0	50	10	20320638	3.411630e-01	1
EPDR1	100826	683	10	1157764	353306	0	1	0	0	50	11	36061312	3.412521e-01	1
TNFRSF4	2356409	196	27	947612	295948	0	1	0	0	50	14	36215552	3.419730e-01	1
AGK	227799	887	16	1515408	406326	0	2	2	0	23	4	9158964	3.420647e-01	1
APBA2	161108	927	-21	2618224	704684	0	3	0	0	50	17	30512046	3.421979e-01	1
NRG2	749094	290	57	2957552	917728	0	3	0	0	50	9	21267286	3.422355e-01	1
ZNF665	392290	946	-49	2371922	590932	0	1	0	0	50	8	22590376	3.423240e-01	1
TNFRSF11B	179358	381	9	1419008	348004	0	1	0	0	50	6	27081652	3.423580e-01	1
ITM2A	13949	NaN	29	919656	254496	0	1	0	0	50	14	35087190	3.424936e-01	1
PGS1	980896	209	26	1888476	582738	0	2	0	0	50	14	28519458	3.425585e-01	1
CDK5RAP2	386697	450	10	6705102	1725078	0	4	0	0	50	9	31183954	3.427215e-01	1
SSTR5	1154740	294	20	1169814	422232	0	1	0	0	50	10	33421398	3.429234e-01	1
RARRES1	197614	972	-6	1026660	303660	0	1	0	0	50	9	25684816	3.431581e-01	1
RPF1	238252	685	-2	1244042	323422	0	2	0	0	50	20	25516116	3.431701e-01	1
TAS2R5	200522	844	14	1006898	294502	0	1	0	0	50	8	23947688	3.432083e-01	1
AQP6	1033911	220	48	920138	324868	0	1	0	0	50	11	28452942	3.432434e-01	1
DNAJC13	210456	538	14	7994452	2058140	0	4	0	0	32	6	23799714	3.435958e-01	1
RNF121	737476	311	53	1165476	303660	0	1	0	0	50	5	19377846	3.436011e-01	1
PIP4K2B	1198833	207	37	1482150	378852	0	1	0	0	50	5	24615740	3.439082e-01	1
SOX7	110362	481	9	1278746	417412	0	1	0	0	50	8	30332260	3.439418e-01	1
ZNF214	418263	881	-4	2147310	497424	0	2	0	0	50	11	26594832	3.440168e-01	1
PRR19	792230	218	42	1166440	396686	0	1	0	0	50	10	33185700	3.441360e-01	1
KRT31	1321356	424	-6	1430576	415966	0	2	0	0	50	15	22844872	3.441407e-01	1
SPHKAP	93607	615	-9	5823042	1622412	0	6	3	0	50	16	25021584	3.444123e-01	1
EFNA5	78424	628	21	807832	208706	0	1	0	0	50	13	28693942	3.444583e-01	1
CWH43	246165	439	49	2455308	668052	0	1	1	0	50	4	34878002	3.444644e-01	1
JPH2	526607	344	21	2312154	759150	0	2	2	0	19	3	12114106	3.444769e-01	1
DEFB125	86	430	NaN	529718	157132	0	1	0	0	50	18	25066410	3.447130e-01	1
SDF2L1	521773	194	37	742762	234734	0	1	0	0	50	13	26356724	3.447262e-01	1
C1QL3	96710	791	-1	848802	267510	0	1	0	0	50	15	34128492	3.447815e-01	1
C11orf42	466636	728	4	1094140	372104	0	1	0	0	50	10	31038390	3.449272e-01	1
CD2	697845	431	21	1223798	329206	0	1	0	0	50	9	31783080	3.452718e-01	1
FAM186B	2227486	224	53	3072268	843500	0	1	0	0	50	9	30840288	3.454191e-01	1
DHRS13	1834230	220	37	1239704	423196	0	1	0	0	50	9	32186514	3.454305e-01	1
TEAD3	683460	280	36	1535652	425124	0	1	0	0	50	7	32586574	3.455974e-01	1
KDM2B	650760	244	46	4736132	1313932	0	3	1	0	50	8	30538074	3.457229e-01	1
