gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
PAX7	520847	598	28	2213120	661360	0	11	3	0	14	37	8330560	5.787016e-01	1
CCDC126	389945	361	23	561120	156240	0	2	1	0	8	12	4410000	5.787318e-01	1
IGF1	186749	752	-3	914480	226240	0	5	1	0	9	17	3347120	5.787618e-01	1
MEAF6	446254	357	25	858480	210000	0	3	1	0	2	5	1891120	5.788079e-01	1
PEX26	516479	239	27	1197280	378560	0	4	2	0	13	19	7099120	5.788907e-01	1
KCNV2	158557	682	-5	2121280	640640	0	10	2	0	35	117	27600160	5.789342e-01	1
C2orf73	659505	429	8	1174320	307440	0	2	1	0	50	88	31213280	5.789428e-01	1
DONSON	908921	375	68	2246160	675360	0	3	0	0	31	37	22030400	5.789511e-01	1
ABCF2	610106	290	32	2611280	693280	0	6	0	0	10	22	8630720	5.789625e-01	1
NME7	270055	491	12	1574720	402640	0	5	1	0	45	74	28070560	5.790757e-01	1
LRRC43	808864	187	12	2588880	803040	0	9	1	0	12	21	8337280	5.792325e-01	1
GZMM	1647685	255	-8	992880	337680	0	1	0	0	50	75	29520960	5.792401e-01	1
SORD	724004	565	19	1432480	425600	0	2	0	0	8	6	4132240	5.793180e-01	1
GORASP2	414976	406	36	1776880	566720	0	6	1	0	46	84	31967600	5.793766e-01	1
S100A11	527465	349	35	430640	117040	0	1	0	0	50	108	33969040	5.794707e-01	1
SLC6A14	82720	NaN	4	2643200	684880	0	10	1	0	17	71	18581360	5.794763e-01	1
EIF4G2	793205	266	21	3757600	959840	0	7	3	0	50	54	28605920	5.796259e-01	1
GPR137C	356488	313	14	1691200	516320	0	3	0	0	22	20	14287280	5.796325e-01	1
CLTA	857985	257	46	1033200	262080	0	1	0	0	50	80	36683360	5.799447e-01	1
PRKD3	482178	231	38	3648400	956480	0	7	2	0	18	12	8136800	5.800297e-01	1
PHIP	209556	739	0	7491120	1953840	0	15	1	0	0	1	1953840	5.802430e-01	1
WBP2	1727802	178	35	1081360	286160	0	3	1	0	30	49	21995120	5.803006e-01	1
PDCD2	425191	598	-16	1435840	385280	0	5	0	0	5	5	2200240	5.803016e-01	1
PIGV	1022828	188	30	1903440	606480	0	4	1	0	50	50	29941520	5.803850e-01	1
NAT8	876583	590	16	881440	274400	0	6	1	0	22	77	13599600	5.804184e-01	1
MAGEA6	203033	NaN	-1	1231440	362880	0	15	7	0	6	42	3800160	5.806562e-01	1
DCBLD2	337232	411	6	3129840	882000	0	8	1	0	6	11	4883200	5.807144e-01	1
RALGAPA2	239875	869	6	7638400	2068640	0	16	2	0	4	5	4846240	5.807380e-01	1
RWDD3	172385	582	-13	1113280	289520	0	5	0	0	7	14	4758320	5.807789e-01	1
ISX	234416	597	-76	966560	293440	0	6	1	0	2	4	1474480	5.809048e-01	1
DPPA5	732413	446	18	476560	129920	0	3	2	0	5	5	1324400	5.811960e-01	1
ACSL1	311713	515	30	2877280	780080	0	14	4	0	3	10	3062080	5.812072e-01	1
FAM180A	470926	386	-1	683200	207200	0	6	3	0	2	5	958160	5.814976e-01	1
MMP24	1290513	170	45	2259040	633920	0	4	0	0	22	27	13471920	5.815071e-01	1
OR4D5	107524	830	-5	1218560	389200	0	17	6	0	12	64	5197920	5.815712e-01	1
NR5A1	492584	353	24	1818880	549920	0	7	2	0	14	20	6226080	5.815893e-01	1
WFDC2	1053862	382	36	511840	140000	0	2	0	0	50	98	27781040	5.816625e-01	1
KLRC4	378365	334	0	655760	165760	0	2	0	0	26	48	16384480	5.816826e-01	1
MRPL44	314020	346	23	1318800	383040	0	3	1	0	7	8	5061280	5.817150e-01	1
IL17B	422727	380	28	721840	210560	0	3	0	0	42	99	27796720	5.818023e-01	1
CALHM1	542721	170	51	1328880	426720	0	10	3	0	4	13	3062640	5.818808e-01	1
SPATA6	27215	691	-19	2024400	520800	0	8	1	0	3	2	1186080	5.819309e-01	1
WNT7A	422569	498	34	1394960	389200	0	15	4	0	3	11	1678320	5.821850e-01	1
CDC42	441481	155	28	900480	255360	0	2	0	0	50	87	36921920	5.822269e-01	1
FGL1	399891	253	-16	1324400	300160	0	6	1	0	50	113	31964800	5.822335e-01	1
GPRC6A	232554	730	-15	3718400	994000	0	30	7	0	5	16	2480240	5.823481e-01	1
DYM	241451	414	57	2751280	733040	0	7	3	0	50	85	34462960	5.824160e-01	1
TAAR2	125852	605	19	1406720	374080	0	11	4	0	6	38	5230960	5.825617e-01	1
XG	202643	NaN	23	856240	203840	0	3	1	0	50	112	35117040	5.826556e-01	1
MAP3K15	222229	NaN	38	5352480	1458240	0	10	3	0	50	50	32248160	5.826926e-01	1
ANAPC5	959300	258	39	3092320	825440	0	10	4	0	35	83	25398800	5.829123e-01	1
ZKSCAN5	1460222	332	56	3411520	862400	0	6	2	0	19	15	10690960	5.829235e-01	1
RNF151	1747301	183	46	973280	293440	0	3	0	0	50	74	30103920	5.830690e-01	1
EPHA2	866090	197	37	3909360	1122240	0	12	3	0	12	11	7134960	5.830924e-01	1
MNX1	387871	369	24	1585360	549920	0	6	0	0	11	21	8408400	5.832526e-01	1
VIM	546890	465	11	1872080	535360	0	6	3	0	3	4	1762320	5.833714e-01	1
FUNDC1	91432	NaN	20	643440	169680	0	1	0	0	50	153	37755760	5.834084e-01	1
TMEM106A	1341175	172	25	1066240	306320	0	3	1	0	50	83	33618480	5.834256e-01	1
INTU	211890	437	-11	3815280	1039920	0	21	1	0	0	1	1039920	5.834261e-01	1
FBXO24	1651125	242	60	2512160	740320	0	10	1	0	38	57	21726320	5.835124e-01	1
TIMELESS	2793663	184	61	4934160	1347360	0	11	3	0	50	94	41861680	5.835464e-01	1
PKIA	46989	984	-2	316960	84560	0	1	0	0	50	215	28249200	5.835516e-01	1
LCOR	989428	512	43	1735440	487200	0	6	0	0	19	75	25597600	5.836846e-01	1
CCNDBP1	843516	333	42	1494080	395920	0	4	0	0	50	78	35211120	5.837366e-01	1
SNRPG	671278	370	38	338800	72800	0	1	0	0	50	104	40229280	5.837673e-01	1
OR52B2	465433	806	-1	1234240	397040	0	9	3	0	8	25	4197760	5.840328e-01	1
YARS2	302215	238	-4	1864800	574560	0	12	0	0	0	0	574560	5.841991e-01	1
PGLYRP1	997099	261	31	775040	234640	0	2	0	0	50	82	35184240	5.842682e-01	1
S100A13	1555611	183	33	412720	103040	0	1	1	0	9	8	3843840	5.842909e-01	1
CLPTM1	1003719	196	6	2709280	758240	0	7	3	0	50	67	26924240	5.843457e-01	1
ITPR2	359658	548	22	11146800	2847600	0	42	7	0	0	7	2847600	5.844094e-01	1
C3orf70	760533	598	32	1001840	269920	0	3	1	0	12	35	10419920	5.847373e-01	1
CAPZA1	560292	325	23	1218000	288960	0	3	0	0	50	78	35651840	5.848998e-01	1
ECHDC3	371900	163	15	1185520	373520	0	4	0	0	18	35	13942880	5.849238e-01	1
TRIM48	981	1138	-38	942480	226800	0	23	4	0	1	12	719600	5.849284e-01	1
CD99	NaN	NaN	NaN	794640	203280	0	3	0	0	50	236	62567120	5.849385e-01	1
TMEM138	1394229	286	57	663040	178640	0	2	0	0	50	76	28190400	5.849889e-01	1
PF4V1	233432	444	6	420000	126000	0	3	1	0	5	8	1701840	5.849989e-01	1
DMXL2	380843	422	11	12278000	3315760	0	19	1	0	0	1	3315760	5.850750e-01	1
GNG7	1472723	262	33	280560	80640	0	1	0	0	50	103	33451040	5.854920e-01	1
ZNF76	682809	264	39	2312240	652960	0	6	0	0	23	40	16568160	5.855640e-01	1
DEDD2	790787	299	37	1234240	440720	0	5	0	0	20	22	11434640	5.855669e-01	1
GCC2	362408	478	6	6994960	1645280	0	19	1	0	0	1	1645280	5.856076e-01	1
NUP214	759063	213	46	8170400	2603440	0	26	8	0	43	70	29317120	5.856426e-01	1
PLK3	574317	191	43	2560320	798000	0	6	2	0	50	79	32124960	5.856843e-01	1
LRRTM3	2412	967	-44	2287600	659120	0	23	3	0	0	3	659120	5.856993e-01	1
ZNF48	2338593	142	59	2373840	756000	0	7	1	0	50	84	34623680	5.857470e-01	1
GFPT2	1453124	362	19	2808400	758240	0	10	2	0	24	97	23549680	5.858322e-01	1
FBN2	226750	605	9	12143600	2968000	0	124	20	0	0	20	2968000	5.858826e-01	1
TBX19	410552	299	20	1785280	528080	0	6	3	0	50	106	34405840	5.858929e-01	1
DAPK1	141078	494	26	5751760	1621760	0	16	3	0	5	13	5058480	5.859358e-01	1
RGS20	266629	345	18	1631840	484960	0	7	1	0	50	102	32864160	5.859752e-01	1
CYP7B1	8894	1018	22	2043440	545440	0	9	4	0	17	48	9156000	5.860716e-01	1
KRTAP19-2	14979	1035	-68	211680	52080	0	2	1	0	21	103	6372240	5.860737e-01	1
B4GALT6	293258	554	32	1587600	396480	0	6	0	0	40	96	31767680	5.862833e-01	1
PDCD5	358893	455	-32	546000	126000	0	3	0	0	50	172	35308000	5.863409e-01	1
GAPDH	2764720	179	42	1360800	386400	0	3	1	0	50	83	40798800	5.863417e-01	1
KLHL15	528219	NaN	41	2413040	649600	0	6	3	0	25	69	24721200	5.864657e-01	1
APCDD1	219220	604	2	2037840	584640	0	6	4	0	50	143	30517200	5.865076e-01	1
CHRNB2	1896659	403	41	1971760	596960	0	11	5	0	9	24	5756800	5.865759e-01	1
NDUFS6	387770	635	11	507360	146160	0	2	0	0	46	154	30494240	5.866970e-01	1
DNAJB13	533576	196	41	1302560	342160	0	2	1	0	50	65	25294640	5.868300e-01	1
MRPL35	773440	425	39	760480	222320	0	3	2	0	16	32	9022720	5.870449e-01	1
AK7	328475	560	14	3011120	755440	0	15	5	0	11	30	7233520	5.871037e-01	1
DKK4	535273	459	37	903280	254240	0	2	0	0	47	119	32148480	5.871869e-01	1
ZNF524	1077402	254	-10	996800	345520	0	3	2	0	6	5	2759120	5.871872e-01	1
ATL3	1058363	170	50	2228800	583520	0	4	1	0	19	23	11201120	5.876218e-01	1
GPN3	943393	206	47	1474480	350000	0	3	0	0	50	99	37334640	5.877058e-01	1
ELMO2	543201	612	48	3002720	772240	0	7	1	0	7	6	3317440	5.881177e-01	1
CFHR3	200038	941	-27	1363040	342160	0	14	2	0	4	54	5452720	5.881298e-01	1
SPTB	584151	204	38	9482480	2600080	0	29	5	0	5	9	4252080	5.881815e-01	1
ASF1B	1034381	321	36	809760	233520	0	2	1	0	50	134	34782160	5.883453e-01	1
GPRC5A	719556	169	17	1398880	425600	0	2	0	0	50	76	32550560	5.883781e-01	1
INSL6	351963	629	20	860720	231280	0	3	0	0	50	153	31785040	5.884627e-01	1
CEACAM5	1341589	499	16	2782080	821520	0	8	2	0	39	56	25397680	5.885576e-01	1
KRT35	1445853	325	-22	1814400	534240	0	12	1	0	21	43	11662560	5.887898e-01	1
DRAM1	340236	238	17	973840	271040	0	2	1	0	40	94	26550160	5.888998e-01	1
TESC	208178	290	16	906080	224560	0	2	0	0	11	8	4756640	5.890088e-01	1
PTER	104989	791	-7	1397760	393120	0	8	2	0	8	57	10325840	5.895014e-01	1
CCDC137	3745109	205	30	1168160	330400	0	2	0	0	50	43	28142240	5.895236e-01	1
MCAM	1087523	214	48	2614640	750400	0	14	2	0	50	130	34586160	5.895330e-01	1
HGD	312906	391	5	1863680	471520	0	4	1	0	50	101	33182800	5.895764e-01	1
RNF14	696239	321	48	1952160	488880	0	5	0	0	19	31	12913040	5.895984e-01	1
PLSCR2	122649	611	-16	941360	232960	0	5	1	0	10	22	4923520	5.896604e-01	1
CXCL6	233432	444	6	449120	150640	0	3	1	0	5	8	1701840	5.896845e-01	1
DAZL	140687	470	24	1233120	325920	0	3	0	0	50	98	30410240	5.896875e-01	1
PRSS27	1803069	200	47	1158080	342160	0	1	1	0	50	62	30394000	5.897474e-01	1
VDAC2	208687	275	38	1331680	350000	0	2	0	0	50	75	30485840	5.897808e-01	1
SLC17A5	713348	132	31	1995840	571200	0	3	0	0	30	37	20526800	5.898646e-01	1
TMEM141	1898901	190	39	465360	114240	0	1	0	0	50	73	39150720	5.899545e-01	1
MAP6	528316	227	45	3132080	997360	0	5	0	0	2	2	2405760	5.900313e-01	1
TCF7	694434	227	60	1771840	506240	0	4	0	0	27	25	13837600	5.901132e-01	1
LAMA4	131437	282	-7	7678160	2045680	0	46	14	0	8	30	6186880	5.901160e-01	1
CDK8	96507	578	22	1945440	482160	0	8	1	0	49	122	30958480	5.901564e-01	1
ZNF236	124234	597	17	7481600	2023840	0	31	10	0	15	32	8236480	5.901600e-01	1
FAM151B	320158	516	35	1148560	281120	0	4	0	0	50	77	26721520	5.902065e-01	1
PDGFRL	462541	220	4	1502480	429520	0	5	1	0	2	1	1118320	5.902081e-01	1
EIF3B	795806	251	43	3365040	866880	0	10	2	0	19	28	11962720	5.907620e-01	1
ICOSLG	1128093	219	76	1229200	338240	0	2	1	0	50	87	32252640	5.907838e-01	1
CYTH2	1418188	209	41	1659280	435680	0	4	0	0	33	67	32948160	5.908538e-01	1
FAM155B	74378	NaN	23	1828400	572320	0	10	6	0	17	49	9974720	5.910899e-01	1
MAP1LC3B	583365	363	27	524160	131040	0	1	0	0	50	63	30097200	5.912361e-01	1
ULBP1	423805	245	34	1002400	262640	0	4	1	0	50	95	31516240	5.913935e-01	1
SYNPR	152983	976	-5	1188880	329840	0	5	0	0	3	9	2583280	5.915434e-01	1
FBLN2	375523	199	36	3239600	879760	0	13	4	0	16	43	11598160	5.916487e-01	1
WBP2NL	1328069	323	66	1212400	386960	0	4	0	0	8	6	2788800	5.919102e-01	1
KRTAP4-3	996799	468	-7	795200	192640	0	3	1	0	50	131	26964000	5.919477e-01	1
LPAR1	247269	624	21	1438640	416080	0	5	3	0	8	7	2943360	5.919483e-01	1
SRPK1	761613	404	28	2730000	677040	0	8	0	0	16	30	11747120	5.920017e-01	1
DNAJA3	753259	148	40	1987440	556080	0	4	1	0	50	72	29213520	5.921086e-01	1
COLQ	507200	256	40	1959440	577360	0	6	2	0	50	61	26990320	5.923736e-01	1
SYTL4	199096	NaN	47	2776480	717920	0	20	1	0	2	7	1835120	5.924191e-01	1
SNX24	154483	532	18	715680	181440	0	4	1	0	5	6	1743840	5.924626e-01	1
PIGZ	754196	306	29	2161040	772240	0	4	1	0	32	49	25101440	5.927275e-01	1
MTFMT	697075	170	51	1573040	449680	0	2	1	0	50	41	23362080	5.927541e-01	1
CCT2	484023	382	5	2198560	607040	0	6	1	0	30	50	19130160	5.927722e-01	1
OR1B1	407749	646	9	1204560	401520	0	6	2	0	50	168	32034800	5.927840e-01	1
LYSMD3	86012	780	7	1234800	325920	0	2	0	0	12	27	10689840	5.927924e-01	1
RASSF6	351984	573	28	1566320	369040	0	4	0	0	49	106	37914240	5.931553e-01	1
ANP32D	904892	390	11	524720	138880	0	1	1	0	31	67	13520080	5.931798e-01	1
CELF1	1011926	219	40	2143120	546560	0	6	0	0	32	44	20646640	5.932781e-01	1
OTOR	76240	856	-21	538720	134960	0	3	0	0	5	15	2264080	5.933503e-01	1
VGLL4	186722	488	35	1304800	373520	0	3	0	0	40	56	23491440	5.933859e-01	1
OR51E2	207755	972	-1	1229200	395360	0	17	3	0	4	21	2122960	5.937323e-01	1
BLVRB	1010633	202	34	809760	260400	0	2	0	0	50	64	28477680	5.938185e-01	1
RGS10	825813	217	22	791840	174160	0	3	1	0	12	17	5528880	5.938365e-01	1
TOR3A	345937	301	4	1590400	449120	0	5	0	0	9	21	8766240	5.939945e-01	1
NF2	734742	149	38	2551920	630000	0	7	0	0	3	12	4376400	5.942089e-01	1
POLB	524868	327	41	1439760	341040	0	5	0	0	50	76	28379120	5.942568e-01	1
MTHFD2	1026994	272	50	1411200	408240	0	2	0	0	2	0	1950480	5.943526e-01	1
NQO2	430294	268	42	956480	253120	0	3	0	0	50	79	30058560	5.945078e-01	1
GALC	83365	976	-37	2900240	770560	0	11	0	0	1	2	1127840	5.945904e-01	1
SDHD	389805	179	31	633920	196000	0	3	2	0	4	8	2490880	5.946699e-01	1
DBH	765804	481	31	2472960	719040	0	11	4	0	1	7	2723840	5.947691e-01	1
AARSD1	1507064	201	26	2475760	665840	0	4	0	0	11	10	6575520	5.950067e-01	1
MRPL38	1697896	165	28	1527120	446880	0	3	1	0	50	92	31946880	5.951313e-01	1
PSTK	274189	673	11	1421840	375760	0	7	1	0	41	108	24909920	5.951980e-01	1
AMIGO1	1056159	272	37	1907920	588560	0	3	0	0	2	1	1780240	5.952641e-01	1
RSAD2	40919	1132	10	1475600	382480	0	10	2	0	5	31	5039440	5.952678e-01	1
DNAJC30	1197825	214	52	855680	291760	0	2	0	0	50	78	34992720	5.955769e-01	1
TMEM41A	953031	366	31	1044960	320880	0	2	0	0	50	101	31806320	5.956994e-01	1
GGTLC1	159782	930	-48	906080	266560	0	5	0	0	3	2	1064000	5.959356e-01	1
PABPC1L	952219	282	32	2482480	714560	0	5	3	0	28	48	18185440	5.959904e-01	1
SLC25A23	865106	219	33	1857520	566720	0	5	0	0	50	100	32961600	5.961053e-01	1
RNF4	816930	179	39	839440	163520	0	1	0	0	27	37	13722800	5.961921e-01	1
PRR15	313344	579	-1	501760	153440	0	2	0	0	50	103	26250000	5.962747e-01	1
YPEL4	923511	354	15	529760	135520	0	2	0	0	50	104	29790880	5.963951e-01	1
PDZD9	643750	326	44	839440	210560	0	4	0	0	50	107	31651760	5.964207e-01	1
KCNT2	37679	1035	-24	4703440	1206800	0	68	14	0	2	24	2253440	5.964272e-01	1
RNF121	737476	311	53	1354080	352800	0	3	0	0	50	45	22513680	5.965656e-01	1
SEC63	290010	481	37	3207120	762720	0	9	0	0	2	1	1519840	5.966315e-01	1
HMGN1	383982	346	44	434560	108080	0	1	0	0	50	82	33661040	5.966378e-01	1
PPP1R3D	73597	856	-36	1119440	392560	0	4	1	0	5	10	3978240	5.967537e-01	1
OR5AK2	474417	617	-38	1216320	342720	0	7	0	0	33	86	22116640	5.968343e-01	1
RPS29	563227	409	-4	309680	71680	0	1	0	0	50	110	31766000	5.969493e-01	1
WDR36	205349	738	6	3888080	1057840	0	20	5	0	9	17	4819920	5.971781e-01	1
GMDS	160107	647	20	1538320	408800	0	10	2	0	5	14	2507120	5.972037e-01	1
IL18RAP	230715	671	4	2448880	642320	0	22	6	0	3	14	2191840	5.972225e-01	1
NDUFB1	356163	415	27	435680	118720	0	1	0	0	50	80	39280080	5.972760e-01	1
POM121C	806294	337	66	3769360	1284080	0	6	2	0	50	50	32466560	5.974346e-01	1
RDH16	2103486	286	26	1248240	374640	0	5	3	0	13	55	12769120	5.974356e-01	1
WDR31	408268	248	31	1519280	395920	0	2	0	0	50	68	32231920	5.974521e-01	1
ELF1	291800	476	39	2459520	712320	0	13	1	0	7	13	4347840	5.975072e-01	1
PCGF5	190999	410	3	1094800	254240	0	4	0	0	9	15	5451600	5.977220e-01	1
FAM89B	3945819	202	45	798000	183120	0	1	0	0	50	56	32617760	5.977336e-01	1
LIPI	95960	991	-18	2004800	488320	0	19	3	0	47	250	31445680	5.977689e-01	1
RIPK1	437184	268	41	2752960	694400	0	10	3	0	50	73	28101920	5.977961e-01	1
INTS4	577731	361	32	3925600	1084160	0	13	4	0	15	36	12686240	5.979748e-01	1
TAC4	1152179	238	30	471520	129920	0	1	0	0	50	72	31748080	5.980552e-01	1
OR1A2	506514	628	0	1210160	352240	0	11	4	0	7	25	3362800	5.984788e-01	1
OVCA2	1415256	294	27	868000	291200	0	1	1	0	50	55	33878320	5.985632e-01	1
RCOR3	279632	545	-1	2413600	504560	0	8	1	0	38	69	22495200	5.986123e-01	1
MKRN1	359405	521	24	1965040	519680	0	4	2	0	30	70	27291600	5.988584e-01	1
LIN9	739974	278	21	2315600	595840	0	7	0	0	9	13	6121360	5.988876e-01	1
ATG2A	3218288	209	61	7614880	2426480	0	18	3	0	6	9	5403440	5.989970e-01	1
B3GNT7	1124713	359	42	1548960	483840	0	4	2	0	50	79	28570640	5.990101e-01	1
MYL1	186926	511	3	865760	217840	0	6	1	0	1	4	848400	5.995567e-01	1
DCAF4	354097	341	41	2088240	504000	0	6	1	0	3	14	4898880	5.995995e-01	1
ANKRD34A	NaN	NaN	NaN	1828400	676480	0	13	1	0	1	4	1301440	5.998326e-01	1
PPP1R7	1363901	233	35	1500240	383040	0	5	2	0	50	106	37575440	5.999109e-01	1
SRP72	662749	594	27	2797760	713440	0	9	2	0	4	6	2286480	5.999502e-01	1
ALCAM	165047	784	-3	2418640	625520	0	9	0	0	7	11	4029760	6.000211e-01	1
SLC45A3	747509	281	33	2061360	750960	0	7	2	0	14	29	9113440	6.001397e-01	1
MAGEH1	140844	NaN	-23	855120	253680	0	6	0	0	3	8	1776320	6.001651e-01	1
MFSD9	70590	913	-3	1830640	600320	0	8	2	0	15	49	10763760	6.002265e-01	1
CEP170	180288	1024	0	6400800	1765680	0	25	5	0	3	12	4790240	6.002567e-01	1
ZNF2	223452	616	24	1722000	456960	0	6	3	0	6	11	4542160	6.004946e-01	1
MRPL48	553005	214	42	894320	229600	0	1	0	0	50	77	29390480	6.006788e-01	1
OR13H1	81234	NaN	4	1189440	366240	0	9	3	0	3	11	2018240	6.009349e-01	1
GPR20	219865	239	41	1332240	483840	0	5	0	0	2	1	1202320	6.009508e-01	1
MTPN	387359	588	-9	483280	136640	0	2	0	0	50	101	21929040	6.010501e-01	1
SLC35B4	286704	493	14	1369200	364560	0	3	1	0	50	86	28090720	6.010803e-01	1
MEPCE	1479297	186	60	2613520	884240	0	6	2	0	50	60	27877360	6.011627e-01	1
NBEA	38939	1070	11	11998000	3237920	0	46	7	0	0	7	3237920	6.013864e-01	1
SH2D2A	1649536	208	53	1589840	483280	0	9	3	0	3	4	1660960	6.014351e-01	1
ADAMTS19	38096	1075	-16	4915120	1321040	0	32	4	0	0	4	1321040	6.014415e-01	1
PRR15L	1183803	203	21	414400	116480	0	1	0	0	50	83	33620160	6.016641e-01	1
DAPK2	678778	261	45	1549520	394240	0	5	0	0	38	73	26139120	6.016795e-01	1
F11	364737	606	-12	2582160	665280	0	13	0	0	0	0	665280	6.016858e-01	1
SF3A1	696089	214	57	3216640	889280	0	11	4	0	24	48	16163840	6.018564e-01	1
WFDC11	736165	438	18	385280	78400	0	1	0	0	50	77	32441360	6.019233e-01	1
SLC25A41	865106	219	33	1457680	455840	0	6	1	0	50	100	32961600	6.019457e-01	1
CHRM1	2342595	181	71	1752240	577920	0	5	4	0	4	10	3365600	6.020264e-01	1
SHC4	398758	314	9	2542960	711200	0	5	2	0	19	27	13403600	6.020902e-01	1
C10orf99	216191	860	-17	331520	98560	0	1	0	0	50	289	39790800	6.021074e-01	1
GINS1	611174	335	-5	823760	209440	0	1	0	0	50	96	30561440	6.021842e-01	1
CHST13	289633	508	52	1279600	457520	0	5	1	0	50	101	36687840	6.022748e-01	1
ENY2	135626	732	20	443520	100800	0	2	0	0	50	316	75318880	6.024095e-01	1
KHDRBS1	1216050	133	33	1748320	543200	0	5	1	0	50	78	36123920	6.024278e-01	1
ODAM	181352	975	12	1168160	313600	0	5	2	0	2	2	879200	6.024620e-01	1
C19orf18	1252385	750	-19	903840	221760	0	4	0	0	18	88	12381040	6.027026e-01	1
CCK	338797	473	29	453600	144480	0	1	0	0	50	75	34253520	6.029145e-01	1
EED	443833	159	26	1859200	445760	0	6	0	0	9	16	7497280	6.029426e-01	1
SLC25A38	160739	595	32	1209600	367920	0	4	0	0	50	95	35126000	6.029513e-01	1
C9orf85	284245	358	5	677040	139440	0	1	1	0	15	38	10178000	6.033688e-01	1
SYT8	916434	481	33	1564640	518560	0	5	3	0	6	6	3181920	6.034242e-01	1
NKX3-2	134006	592	24	1257760	435680	0	6	3	0	28	63	15929200	6.034664e-01	1
TYROBP	1060028	321	47	460320	144480	0	2	1	0	37	90	22112720	6.036830e-01	1
GRM4	1013590	629	35	3581200	1080800	0	22	3	0	8	20	5448240	6.037120e-01	1
KCNK1	135142	419	12	1316560	395360	0	4	2	0	50	117	32517520	6.037180e-01	1
CATSPER2	774279	286	51	2225440	593600	0	6	1	0	50	65	30355920	6.037743e-01	1
PTP4A1	256545	154	15	715680	188160	0	3	0	0	35	76	20125280	6.039337e-01	1
MRPL30	489016	633	27	676480	173600	0	2	0	0	50	93	33931520	6.040362e-01	1
OR4E2	658946	624	20	1211840	367360	0	13	4	0	3	9	1351280	6.042673e-01	1
SOX13	560073	314	31	2532320	693280	0	6	0	0	10	8	6166720	6.043125e-01	1
EIF1B	195546	675	10	477120	117600	0	2	1	0	21	55	14330400	6.043132e-01	1
FAM167A	483148	520	43	833840	256480	0	3	2	0	27	47	14607040	6.043358e-01	1
TM4SF5	1272092	222	28	783440	248080	0	2	1	0	14	21	9153200	6.043451e-01	1
MCTS1	388105	NaN	7	790160	187600	0	3	0	0	7	19	5368160	6.044519e-01	1
ASL	477708	345	38	1915760	535360	0	6	2	0	50	75	30123520	6.047219e-01	1
NKAPL	273319	502	35	1608880	425600	0	8	3	0	15	31	8502480	6.047819e-01	1
SERPINB7	159863	441	-11	1562960	404320	0	15	4	0	3	19	2617440	6.048635e-01	1
UST	169694	476	8	1656480	441840	0	5	2	0	16	38	11710160	6.050548e-01	1
SARS2	1794625	282	21	2191280	661360	0	5	1	0	37	42	22268400	6.051475e-01	1
RPP25	792240	199	45	742000	266000	0	2	0	0	50	86	33855920	6.052942e-01	1
RILP	1361271	198	27	1568560	504560	0	4	2	0	21	43	17547600	6.053870e-01	1
FBXO34	744260	256	38	2814560	780640	0	9	1	0	5	11	4770080	6.055817e-01	1
FNDC8	516190	504	23	1289680	371840	0	6	0	0	6	8	2813440	6.055913e-01	1
BIK	624112	241	48	645680	192640	0	1	0	0	50	93	35452480	6.057260e-01	1
TACC1	623231	286	35	3247440	895440	0	6	0	0	14	13	11280640	6.057984e-01	1
OR4N2	275024	858	-57	1186640	364000	0	31	9	0	3	30	1461600	6.060063e-01	1
EIF2B4	1245306	182	52	2195760	687120	0	3	0	0	12	7	7593600	6.061309e-01	1
EDEM3	370601	493	4	3843840	986160	0	7	4	0	14	27	11783520	6.061730e-01	1
BAZ1A	615028	184	24	6386800	1635200	0	13	1	0	5	4	4847360	6.063146e-01	1
ZNF507	298401	596	-66	3833200	1008560	0	14	2	0	4	5	2298240	6.064989e-01	1
TCTA	1585328	201	32	411600	126000	0	1	0	0	50	67	29883840	6.066613e-01	1
B3GNT2	316454	412	38	1587600	425040	0	5	1	0	28	41	16846480	6.066708e-01	1
LSM11	243382	987	31	1365840	477120	0	4	0	0	15	35	10021200	6.066881e-01	1
C9orf78	600401	187	44	1220800	297920	0	1	0	0	47	63	31953600	6.067408e-01	1
TBC1D23	378718	265	25	2850960	715680	0	10	3	0	10	45	12683440	6.067979e-01	1
NOX3	108543	628	13	2327360	629440	0	18	6	0	5	20	3665200	6.069395e-01	1
FAM131B	379715	379	29	1454880	404880	0	14	5	0	3	23	2539040	6.070674e-01	1
CYSLTR2	404943	430	46	1352400	399840	0	13	3	0	2	4	964320	6.070724e-01	1
VAPA	405142	172	42	1206800	320320	0	2	1	0	50	74	26125120	6.070960e-01	1
MED13	369807	275	3	8742160	2418080	0	19	5	0	5	15	7841120	6.071417e-01	1
HRCT1	853975	298	55	435680	152320	0	1	0	0	50	56	27032880	6.072953e-01	1
SLC26A11	684326	219	17	2369920	796880	0	6	1	0	50	56	30344160	6.073003e-01	1
CCDC15	409881	760	21	3922800	976080	0	9	0	0	0	0	976080	6.074785e-01	1
NIPAL1	225089	474	38	1631280	477120	0	4	0	0	27	42	22169280	6.075169e-01	1
EXOC5	176601	944	13	2980320	707280	0	9	0	0	10	12	6306720	6.075532e-01	1
MYO1H	438867	470	39	4262160	1095360	0	20	1	0	1	3	1587040	6.075682e-01	1
CDK6	697669	464	26	1313200	375200	0	5	2	0	20	37	11970000	6.076116e-01	1
