gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SIL1	1351545	442	35	3234246	937902	0	3	0	0	50	48	54668244	4.741581e-01	1
FANCE	683460	280	36	3666522	1165776	0	3	1	0	50	39	66119646	4.742158e-01	1
KLHDC8B	1812695	203	45	2374584	797070	0	2	0	0	50	32	54821790	4.742539e-01	1
ECHDC1	120722	889	-4	2235708	539856	0	2	2	0	7	7	6319836	4.743876e-01	1
WNT8B	1153157	264	50	2438154	718830	0	2	0	0	50	32	56864832	4.747240e-01	1
RCAN2	55610	819	8	1380936	397068	0	2	0	0	50	68	65691282	4.747631e-01	1
HNRNPA1	753625	205	59	2701236	699270	0	2	0	0	11	6	9839658	4.748205e-01	1
ZNF180	743733	511	-55	4946724	1200006	0	5	2	0	50	89	83140758	4.749260e-01	1
ZSWIM2	278175	629	-5	4546722	1133502	0	4	0	0	41	36	59283426	4.749395e-01	1
CRTAP	513008	372	33	2845002	763818	0	2	0	0	50	28	58249680	4.749860e-01	1
ADPGK	1106545	526	43	3407352	1043526	0	3	0	0	21	25	41321478	4.750419e-01	1
MPG	1005761	238	36	2090964	664062	0	2	0	0	50	30	45669666	4.750869e-01	1
PDE11A	320610	618	18	7049424	1893408	0	5	0	0	15	8	19666602	4.751775e-01	1
NHLH1	987855	526	28	868464	311004	0	1	0	0	50	38	53614938	4.751963e-01	1
TRIM50	902769	422	52	3350628	1015164	0	4	0	0	50	58	65231622	4.753002e-01	1
TLL1	81353	538	-19	7343802	1816146	0	5	2	0	44	40	52083390	4.753116e-01	1
WDR89	320174	221	27	2699280	727632	0	2	0	0	41	31	61015464	4.753525e-01	1
HMBOX1	382811	465	40	3030822	780444	0	1	0	0	50	38	64688832	4.755190e-01	1
LUM	23173	523	-18	2350134	657216	0	3	0	0	39	44	45694116	4.756780e-01	1
GANC	604999	342	37	6627906	1695852	0	6	1	0	5	2	6137928	4.756822e-01	1
TMEM9B	548433	243	21	1392672	405870	0	1	0	0	50	28	56982192	4.757338e-01	1
RERG	354506	469	3	1409298	386310	0	1	0	0	50	26	61105440	4.757698e-01	1
ATP6V1G1	288977	221	10	857706	213204	0	1	0	0	50	39	54451128	4.758781e-01	1
PCDHGA1	662513	568	2	6399054	1980450	0	12	3	0	25	41	33917040	4.760507e-01	1
SLC1A3	376343	436	11	3808332	1120788	0	2	0	0	13	14	25428000	4.760578e-01	1
C21orf91	113501	686	26	2155512	514428	0	2	0	0	50	85	126898434	4.761355e-01	1
DPH2	875223	214	39	3238158	1133502	0	3	2	0	50	51	54664332	4.761786e-01	1
PHC2	668735	413	31	5893428	1825926	0	8	0	0	2	1	4312980	4.761804e-01	1
NUDCD1	134762	731	17	4273860	1074822	0	4	1	0	50	44	55969962	4.762041e-01	1
NEUROD2	1164935	239	28	2551602	831300	0	1	1	0	50	35	51967986	4.763822e-01	1
GJC3	1584669	391	36	1886562	589734	0	1	0	0	50	29	51970920	4.763923e-01	1
LRP5L	155932	535	-31	1764312	497802	0	2	0	0	50	48	59984652	4.765192e-01	1
ZBTB4	1906324	206	33	6588786	2359914	0	3	0	0	8	2	9445524	4.766054e-01	1
PLCL2	105775	400	15	7842582	2133018	0	15	1	0	5	6	6617148	4.766427e-01	1
IGFL2	1177162	249	28	1000494	255258	0	1	0	0	50	30	49442790	4.767315e-01	1
SPHK2	1597109	242	31	4242564	1581426	0	3	1	0	50	27	57090750	4.768881e-01	1
RDH16	2103486	286	26	2179962	654282	0	2	1	0	27	26	40261326	4.769275e-01	1
EMCN	231787	807	-5	1911990	523230	0	1	0	0	50	48	52726914	4.769308e-01	1
SELE	269222	597	12	4414692	1115898	0	2	1	0	30	14	30703332	4.769418e-01	1
RAD23B	255220	467	1	2888034	826410	0	2	0	0	50	33	68972472	4.770129e-01	1
CR1	442029	361	18	17728206	4728630	0	12	4	0	50	24	59020344	4.770315e-01	1
CYBB	105298	NaN	9	4076304	1096338	0	3	1	0	50	66	67825278	4.771353e-01	1
GAPT	125347	446	5	1091448	299268	0	1	0	0	50	25	45451572	4.771738e-01	1
CSTF2T	NaN	NaN	NaN	4112490	1324212	0	6	0	0	40	71	88796532	4.775360e-01	1
STX11	298896	322	23	1989252	557460	0	2	1	0	50	47	66123558	4.775421e-01	1
LILRA1	978578	625	-1	3389748	1028856	0	6	0	0	16	31	22403046	4.776044e-01	1
PBX4	818567	284	-1	2619084	766752	0	2	1	0	50	29	54898074	4.776685e-01	1
ZFYVE27	535311	138	44	2977032	831300	0	2	0	0	50	36	47062338	4.777537e-01	1
RPL22	627248	240	31	955506	221028	0	1	1	0	8	13	8901756	4.778637e-01	1
CLCA1	279518	762	-8	6401010	1805388	0	5	2	0	50	59	65348982	4.779566e-01	1
NR1I2	422482	474	24	3356496	915408	0	3	1	0	50	52	81462510	4.780331e-01	1
ATM	415837	582	16	22099866	5535480	0	20	3	0	7	10	11538444	4.780439e-01	1
PI15	149375	824	-13	1833750	504648	0	3	0	0	50	78	64138218	4.781478e-01	1
BEX2	455954	NaN	17	1166754	273840	0	1	0	0	50	36	62988090	4.783985e-01	1
DBN1	1079488	261	50	4769706	1379958	0	2	1	0	39	16	35776218	4.787564e-01	1
SNF8	793101	174	29	1864068	503670	0	2	0	0	50	48	63065352	4.788041e-01	1
PHLDB3	392374	166	-19	4466526	1351596	0	4	2	0	50	47	54965556	4.788210e-01	1
CYB561D2	843769	206	51	1466022	532032	0	1	0	0	50	23	56242824	4.789332e-01	1
S1PR4	908206	241	21	2472384	922254	0	2	1	0	50	29	50965536	4.789526e-01	1
RRP15	75487	488	-20	2054778	489000	0	2	0	0	50	61	54765066	4.789600e-01	1
FGFR4	1070874	201	46	5659686	1813212	0	4	2	0	50	40	62892246	4.790229e-01	1
DDX42	1259976	346	12	6669960	1794630	0	7	1	0	40	46	60404214	4.791158e-01	1
FCAMR	467960	385	26	4030338	1151106	0	2	2	0	50	31	56380722	4.792217e-01	1
MOGAT3	1022626	258	39	2380452	700248	0	3	2	0	11	8	10637706	4.792832e-01	1
SLC16A4	403650	479	31	3440604	948660	0	3	0	0	50	33	52557720	4.793443e-01	1
AP1S3	263604	197	16	1144260	266994	0	1	0	0	50	27	49747926	4.794442e-01	1
IL11	1028808	209	19	1284114	523230	0	2	2	0	8	2	3975570	4.795212e-01	1
PHIP	209556	739	0	13082706	3412242	0	11	2	0	38	34	45292158	4.795436e-01	1
SERPINF1	1447501	189	32	2907594	862596	0	2	0	0	4	2	8997600	4.796541e-01	1
IDE	363888	236	23	7428888	1836684	0	5	0	0	5	2	8236716	4.796827e-01	1
GOLGA7	284397	522	28	1042548	245478	0	1	0	0	50	41	58050168	4.799030e-01	1
GOLGB1	300562	591	28	23237280	5703696	0	16	4	0	50	30	57876084	4.800183e-01	1
CARD6	212186	526	19	7178520	1987296	0	6	2	0	50	36	53201244	4.801317e-01	1
FOXD4L6	NaN	NaN	NaN	2752092	927144	0	2	0	0	50	96	109841136	4.801393e-01	1
MTG1	485067	472	8	2380452	685578	0	2	0	0	50	33	56490258	4.803208e-01	1
ANAPC1	NaN	NaN	NaN	13898358	3773124	0	7	0	0	4	0	7357494	4.812370e-01	1
MICB	2514366	220	34	2673852	764796	0	1	1	0	36	7	36650550	4.812663e-01	1
ZSCAN5A	486579	522	-32	3455274	954528	0	8	1	0	50	38	46527372	4.813074e-01	1
DEFB115	562665	594	-29	631788	163326	0	1	0	0	50	47	47133732	4.813434e-01	1
CNPY4	1299015	205	52	1792674	460638	0	1	0	0	50	19	57257010	4.818708e-01	1
LUZP2	1913	1282	-32	2549646	633744	0	3	0	0	50	91	73192542	4.819515e-01	1
OR2V2	978482	478	29	2147688	630810	0	2	0	0	50	39	59201274	4.820097e-01	1
ATP1A2	835734	386	23	7150158	2094876	0	4	1	0	35	27	57736230	4.822382e-01	1
IKZF4	2693176	215	38	4050876	1189248	0	2	1	0	50	27	49826166	4.823623e-01	1
KRTAP21-1	30244	1055	-70	539856	158436	0	1	0	0	50	51	39645186	4.824189e-01	1
PLK4	230666	331	9	6919350	1803432	0	5	1	0	17	17	23157084	4.824281e-01	1
ATP2B3	940418	NaN	24	8842098	2591700	0	11	4	0	9	5	8318868	4.825862e-01	1
SLC2A6	1858670	315	39	3410286	1172622	0	3	0	0	50	35	56727912	4.826692e-01	1
C2orf50	466103	384	26	1125678	344256	0	1	0	0	50	31	56380722	4.827014e-01	1
DNTTIP1	742720	180	48	2400012	657216	0	2	0	0	50	24	42319038	4.827377e-01	1
VPS37A	251352	387	6	2885100	741324	0	1	0	0	50	25	47876034	4.827952e-01	1
ATP6V1C2	744427	428	42	3085590	834234	0	3	0	0	50	60	66630162	4.828057e-01	1
POLR2E	2387949	206	26	1531548	413694	0	1	0	0	50	39	89003868	4.828763e-01	1
CFL1	3779084	287	42	1192182	312960	0	1	0	0	50	28	54234990	4.830172e-01	1
RPH3A	651570	527	28	5024964	1327146	0	6	2	0	50	56	68467824	4.831812e-01	1
CDKL5	66108	NaN	25	7329132	1974582	0	7	3	0	50	38	51136686	4.831837e-01	1
PARP6	1129780	260	47	4592688	1207830	0	3	0	0	21	16	26592798	4.832234e-01	1
STXBP4	132396	845	-50	4001976	1062108	0	3	0	0	22	9	19031880	4.833003e-01	1
APEX1	464497	395	17	2212236	642546	0	2	1	0	50	38	58750416	4.836837e-01	1
ACSF2	1332860	200	23	4369704	1228368	0	3	2	0	50	44	66422826	4.837306e-01	1
AGBL5	1257014	290	34	6263112	1899276	0	5	0	0	29	23	36196758	4.837413e-01	1
ZEB2	56402	621	16	8591730	2208324	0	13	0	0	0	0	2208324	4.837612e-01	1
OR10G3	707623	533	22	2072382	688512	0	2	0	0	50	45	65281500	4.837882e-01	1
TBX10	1391063	393	56	2659182	826410	0	1	0	0	28	21	33890634	4.839268e-01	1
LINGO1	400940	503	38	4136940	1346706	0	4	0	0	30	21	30466656	4.840622e-01	1
WDR76	792287	375	34	4451856	1207830	0	5	2	0	50	52	65987616	4.842379e-01	1
P2RX2	819418	332	35	3549162	939858	0	5	0	0	29	30	36478422	4.842403e-01	1
NOTO	NaN	NaN	NaN	1679226	562350	0	2	0	0	50	96	109476342	4.843160e-01	1
NMT2	236087	620	23	3602952	924210	0	2	1	0	50	34	52847208	4.843846e-01	1
OTUD6A	166632	NaN	16	1994142	555504	0	2	1	0	50	42	58649682	4.843903e-01	1
C9orf85	284245	358	5	1182402	243522	0	1	0	0	50	30	56384634	4.844911e-01	1
GNB5	540700	195	21	2879232	753060	0	2	0	0	50	25	51923976	4.845789e-01	1
OR2B3	155147	738	1	2158446	617118	0	1	1	0	37	37	44599734	4.846266e-01	1
TMPRSS4	579148	447	50	3164808	831300	0	3	1	0	50	50	71195466	4.846393e-01	1
C11orf1	437513	221	22	1106118	258192	0	1	0	0	50	33	51263826	4.847433e-01	1
CCDC96	459652	426	70	3791706	1108074	0	3	0	0	50	28	53087796	4.847861e-01	1
UBE2M	2673870	276	11	1336926	341322	0	1	0	0	50	31	66528450	4.848289e-01	1
PRKAG2	600611	437	20	4055766	1137414	0	4	3	0	19	14	17766348	4.849887e-01	1
MTIF2	964970	349	25	5189268	1377024	0	6	1	0	14	11	14635770	4.851925e-01	1
OPHN1	186481	NaN	-13	5860176	1489494	0	4	1	0	50	29	47632512	4.852774e-01	1
CIAO1	904852	213	43	2405880	657216	0	1	0	0	50	42	66237984	4.852822e-01	1
DDO	248863	469	20	2541822	767730	0	2	0	0	50	35	62784666	4.854063e-01	1
KRIT1	707455	454	27	5339880	1334970	0	6	1	0	50	36	54626190	4.854338e-01	1
MMEL1	323457	335	30	5639148	1502208	0	4	1	0	50	36	55320570	4.854396e-01	1
ADRA1A	259233	692	3	3804420	1154040	0	4	2	0	50	42	55905414	4.854749e-01	1
PSME1	974559	220	41	2049888	514428	0	1	1	0	16	14	19670514	4.854852e-01	1
MORF4L1	482778	413	50	2669940	666018	0	2	0	0	50	31	59114232	4.854920e-01	1
GRHL3	893155	198	22	4418604	1170666	0	4	0	0	9	1	6133038	4.856140e-01	1
CCDC50	100733	768	12	3527646	852816	0	3	0	0	50	53	58505916	4.856989e-01	1
LAIR1	742939	507	-9	2048910	591690	0	2	0	0	50	34	49364550	4.857164e-01	1
ENOX2	138723	NaN	23	4444032	1086558	0	4	0	0	50	27	48104886	4.860136e-01	1
IL1F10	672307	479	25	1096338	297312	0	1	0	0	50	40	57347964	4.860867e-01	1
ID2	215150	559	11	949638	262104	0	1	0	0	50	55	63179778	4.861103e-01	1
CCR2	228487	625	39	2868474	866508	0	3	2	0	50	28	41235414	4.861161e-01	1
CDK19	322538	480	29	3644028	930078	0	5	1	0	40	40	45502428	4.861203e-01	1
CXCL16	1272092	222	28	1882650	593646	0	1	0	0	38	19	51081918	4.862184e-01	1
GPR32	652250	593	27	2367738	771642	0	2	0	0	50	37	61721580	4.862244e-01	1
ALDOC	1651143	225	31	2544756	761862	0	2	0	0	50	33	59365578	4.863955e-01	1
ATF3	418310	224	22	1428858	390222	0	2	1	0	14	8	9941370	4.864599e-01	1
TCP1	648197	420	22	3928626	1103184	0	2	0	0	28	22	39470124	4.864652e-01	1
UBAC2	333101	390	55	2914440	679710	0	2	0	0	50	27	55958226	4.865603e-01	1
DNAJC2	375620	620	8	4605402	1063086	0	3	0	0	6	6	9641124	4.865619e-01	1
KCNA10	435777	589	29	3490482	1022010	0	2	0	0	50	26	65644338	4.865650e-01	1
CNN1	1152381	272	31	2120304	573108	0	2	0	0	50	36	53828142	4.865721e-01	1
B3GNTL1	303219	483	14	2620062	712962	0	1	1	0	50	36	54442326	4.866564e-01	1
FAM155B	74378	NaN	23	3193170	999516	0	2	0	0	36	15	36912654	4.866693e-01	1
PLAT	580110	382	45	4045986	1062108	0	3	0	0	50	28	58537212	4.867330e-01	1
KRR1	513610	524	-10	2795124	678732	0	1	0	0	50	43	62217426	4.867772e-01	1
CX3CR1	159083	507	38	2674830	757950	0	3	0	0	8	5	8475348	4.868324e-01	1
INTS12	293906	417	3	3208818	939858	0	4	1	0	13	15	19893498	4.872382e-01	1
C12orf57	2704950	211	47	890958	262104	0	1	0	0	50	54	73080072	4.874098e-01	1
MAPK10	77738	549	-4	3432780	827388	0	4	0	0	8	11	12241626	4.874554e-01	1
PPOX	728669	234	37	3285102	1068954	0	5	3	0	9	7	9237210	4.876362e-01	1
GHRH	787991	404	44	794136	206358	0	1	0	0	50	51	62943102	4.876617e-01	1
CDKN2AIP	235218	163	16	3938406	1199028	0	5	0	0	13	6	10663134	4.876836e-01	1
HSF4	1101399	150	46	3536448	984846	0	2	0	0	50	36	50895120	4.877469e-01	1
GLIS1	598664	391	27	4204422	1355508	0	1	1	0	50	20	51611994	4.878430e-01	1
GABRB1	106512	689	24	3358452	916386	0	3	0	0	50	80	125500872	4.880329e-01	1
CCDC27	249153	341	24	4685598	1232280	0	5	1	0	50	39	58711296	4.880614e-01	1
STK32B	66595	613	12	3031800	755994	0	3	0	0	50	65	59471202	4.880971e-01	1
C19orf71	2160126	269	39	1457220	438144	0	1	0	0	50	26	59885874	4.881022e-01	1
ITGB1BP2	728362	NaN	26	2531064	655260	0	3	0	0	50	66	78985236	4.881575e-01	1
FAM117A	993241	361	26	3079722	1004406	0	2	0	0	38	32	44000220	4.882476e-01	1
ACTA2	181406	267	30	2688522	732522	0	4	0	0	50	53	47787036	4.882781e-01	1
CGB2	2070141	200	35	1090470	382398	0	1	0	0	50	32	49841814	4.885729e-01	1
ACYP1	919043	222	47	923232	223962	0	1	0	0	50	52	71375418	4.885731e-01	1
MLYCD	387177	550	-6	3331068	1069932	0	2	1	0	50	29	41778204	4.885830e-01	1
DDX17	1313632	177	31	5120808	1466022	0	4	0	0	50	34	59037948	4.887221e-01	1
ZNF239	310244	585	-36	3258696	793158	0	4	0	0	50	51	56512752	4.887857e-01	1
PPCS	570562	583	27	2093898	681666	0	2	0	0	50	36	52881438	4.889266e-01	1
KIAA1324	994979	215	25	7191234	1980450	0	5	1	0	16	8	16907664	4.889345e-01	1
RNF144B	322018	573	-11	2172138	585822	0	2	0	0	50	26	40630032	4.889849e-01	1
KIF4B	516166	461	38	8560434	2310036	0	8	2	0	50	44	71062458	4.890677e-01	1
CHRNA3	495901	373	46	3935472	1064064	0	3	0	0	16	9	19362444	4.891705e-01	1
OGT	749568	NaN	26	7456272	2005878	0	7	1	0	50	66	89782356	4.892181e-01	1
SHOC2	313830	252	16	4088040	1125678	0	3	0	0	32	18	38094078	4.893516e-01	1
NUFIP1	685617	360	32	3578502	898782	0	4	1	0	50	46	68004252	4.894708e-01	1
B3GALT4	1456953	262	30	2473362	862596	0	2	0	0	50	33	57540630	4.895094e-01	1
SLC27A5	2673870	276	11	4641588	1546218	0	3	1	0	50	31	66528450	4.896389e-01	1
LMBRD2	174910	599	-4	5054304	1271400	0	3	0	0	6	4	8056764	4.896719e-01	1
FAM151B	320158	516	35	2005878	490956	0	2	0	0	50	33	46667226	4.897662e-01	1
ITGA6	381919	371	23	8064588	2163336	0	7	0	0	8	3	8049918	4.898112e-01	1
RNGTT	202476	672	37	4366770	1072866	0	4	0	0	50	51	58153836	4.898508e-01	1
TAS2R1	349235	840	-18	2042064	598536	0	3	0	0	50	58	53950392	4.898563e-01	1
CBS	428442	156	63	3926670	1119810	0	3	0	0	50	33	59208120	4.898567e-01	1
FGD5	489640	490	39	10151640	2948670	0	8	0	0	6	3	10898832	4.900233e-01	1
FMR1	96476	NaN	-6	4786332	973110	0	8	3	0	32	34	33125838	4.900373e-01	1
OR2A4	129668	852	9	2072382	662106	0	3	0	0	50	57	57787086	4.901086e-01	1
PTK7	1273888	301	39	7492458	2157468	0	6	1	0	50	39	72252684	4.902374e-01	1
ITGA10	NaN	NaN	NaN	8129136	2497812	0	6	5	0	20	22	25456362	4.902738e-01	1
TSPAN32	990037	630	25	2251356	679710	0	2	1	0	50	62	59301030	4.902766e-01	1
EBAG9	134329	623	8	1566756	387288	0	2	0	0	50	52	55829130	4.903329e-01	1
VRK1	313555	715	13	2945736	689490	0	2	0	0	50	43	53929854	4.903353e-01	1
PNPLA4	43100	NaN	-9	1784850	521274	0	2	0	0	50	67	80026806	4.903640e-01	1
OR51B4	100115	1056	1	2101722	632766	0	2	0	0	50	33	48819804	4.904476e-01	1
GYS1	1927185	211	43	5202960	1468956	0	4	0	0	28	19	36271086	4.904538e-01	1
TTC37	314679	431	26	11327196	2914440	0	6	2	0	50	26	62587110	4.904947e-01	1
DPT	358217	440	9	1478736	340344	0	1	0	0	50	33	58054080	4.907358e-01	1
HPRT1	270801	NaN	45	1617612	403914	0	2	1	0	34	36	39036870	4.908070e-01	1
ARL9	662749	594	27	879222	241566	0	1	0	0	50	47	63829170	4.908802e-01	1
CTSO	44515	745	-2	2314926	607338	0	2	0	0	50	45	71740212	4.909547e-01	1
SYT16	215309	626	-6	4527162	1217610	0	5	0	0	22	27	39706800	4.911179e-01	1
DNAJB7	NaN	NaN	NaN	2184852	543768	0	3	0	0	50	96	109457760	4.912785e-01	1
PLD6	910162	218	11	1682160	562350	0	2	1	0	50	52	59735262	4.913744e-01	1
ABI2	415048	298	23	3342804	952572	0	3	0	0	50	34	55618860	4.916208e-01	1
HNRNPR	1032187	163	25	4516404	1207830	0	3	2	0	50	44	58251636	4.917041e-01	1
AP2S1	1217560	186	44	1040592	265038	0	1	0	0	50	40	64256556	4.917689e-01	1
IFIT1B	253827	213	17	3329112	869442	0	3	2	0	13	6	8913492	4.918709e-01	1
TUBA8	519135	179	19	3116886	896826	0	2	0	0	50	23	51767496	4.919421e-01	1
ESRRG	15599	1132	-28	3246960	863574	0	5	1	0	50	80	76124586	4.920797e-01	1
DEFB116	562665	594	-29	739368	176040	0	1	0	0	50	47	47133732	4.920987e-01	1
BTF3	439732	289	38	1455264	425430	0	1	0	0	50	21	49413450	4.921276e-01	1
RALY	873171	398	61	2143776	652326	0	3	0	0	4	1	3184368	4.921848e-01	1
ABCF3	1460188	257	49	5047458	1436682	0	4	3	0	50	31	56935248	4.923796e-01	1
CYP2A7	1187304	275	31	3521778	958440	0	4	2	0	25	19	21729204	4.924584e-01	1
ERMAP	811934	327	28	3322266	984846	0	4	1	0	50	49	61967058	4.925796e-01	1
PHOSPHO2	345692	393	35	1716390	431298	0	2	1	0	8	4	7347714	4.927279e-01	1
ITCH	996942	155	37	6288540	1577514	0	4	0	0	50	30	69357804	4.929615e-01	1
TRPM6	95662	726	-16	14638704	3742806	0	14	1	0	4	3	7738914	4.932098e-01	1
SLC38A8	494952	460	3	2985834	957462	0	2	0	0	50	25	49117116	4.933648e-01	1
EPN3	1532661	200	20	4275816	1389738	0	3	0	0	39	37	52503930	4.934109e-01	1
C2orf16	1192670	306	41	13539432	3938406	0	10	4	0	50	53	78619464	4.934309e-01	1
SPIN2A	145137	NaN	18	1796586	494868	0	2	0	0	50	32	40273062	4.934830e-01	1
PLEKHN1	1971475	239	15	4294398	1379958	0	2	1	0	15	12	25753674	4.936457e-01	1
DARS2	442819	385	11	4624962	1248906	0	4	0	0	50	44	73673718	4.936617e-01	1
OR51B6	100115	1056	1	2118348	633744	0	2	1	0	50	33	48819804	4.937467e-01	1
MNAT1	261238	578	5	2259180	551592	0	2	0	0	50	37	57940632	4.937563e-01	1
TNRC6A	291928	342	19	13798602	3761388	0	13	3	0	4	4	7941360	4.937852e-01	1
ALCAM	165047	784	-3	4223982	1092426	0	5	2	0	37	36	36442236	4.938219e-01	1
DNM3	435280	643	6	6142818	1696830	0	8	3	0	29	26	28187916	4.938618e-01	1
POU4F3	388550	463	20	2311992	695358	0	2	1	0	50	50	77871294	4.938970e-01	1
C7orf26	NaN	NaN	NaN	3075810	943770	0	2	0	0	50	96	109857762	4.940633e-01	1
CYP1A2	746043	199	41	3556008	1065042	0	4	0	0	17	15	20257314	4.940717e-01	1
CCDC84	1457410	180	55	2439132	615162	0	2	0	0	50	30	51446712	4.941345e-01	1
XAF1	936146	438	5	2198544	530076	0	2	0	0	50	26	40681866	4.941768e-01	1
PPP1R8	717145	218	26	2458692	715896	0	1	1	0	50	60	73656114	4.941934e-01	1
DEPDC4	184616	650	3	2109546	539856	0	5	1	0	7	10	8589774	4.942151e-01	1
EDARADD	482656	589	11	1663578	399024	0	2	0	0	50	53	59886852	4.942367e-01	1
WDR26	519341	256	18	4667016	1312476	0	4	2	0	50	30	50417856	4.942680e-01	1
ZC3H12C	137968	266	8	6162378	1683138	0	6	0	0	5	3	7369230	4.942819e-01	1
KCTD10	434920	420	38	2220060	620052	0	2	0	0	50	40	60610572	4.944648e-01	1
CSRP1	842013	209	26	1433748	370662	0	1	0	0	50	21	47158182	4.945154e-01	1
PROS1	79315	1341	-10	4866528	1256730	0	7	2	0	20	32	29150268	4.945439e-01	1
ARL13A	414180	NaN	45	2166270	574086	0	2	1	0	50	29	44247654	4.945578e-01	1
DKK2	48475	1014	-18	1822992	500736	0	2	0	0	50	45	56130354	4.945957e-01	1
SPDYE4	NaN	NaN	NaN	1715412	444012	0	2	0	0	50	96	109358004	4.945964e-01	1
RCE1	1628594	187	29	2261136	731544	0	2	1	0	50	37	56199792	4.951072e-01	1
OR4N5	371813	563	-29	2087052	629832	0	3	1	0	50	60	55780230	4.951515e-01	1
PITX1	725156	226	27	2145732	650370	0	1	0	0	50	51	67244346	4.951718e-01	1
VSTM1	798576	338	-46	1737906	442056	0	2	0	0	50	43	51198300	4.951931e-01	1
DFFB	249345	412	26	2397078	657216	0	2	0	0	50	36	56941116	4.952170e-01	1
PROCA1	1695792	208	40	2379474	627876	0	2	0	0	50	43	70104018	4.952238e-01	1
CHMP4C	158801	681	12	1674336	432276	0	2	0	0	50	44	50403186	4.952296e-01	1
CLCNKB	886121	197	43	5148192	1558932	0	2	1	0	50	27	55215924	4.952804e-01	1
VCL	843223	125	52	7947228	2295366	0	3	1	0	38	17	44936166	4.953535e-01	1
TAS2R50	365490	676	-2	2067492	584844	0	2	1	0	50	40	49038876	4.953596e-01	1
TOR1AIP1	470940	364	5	4090974	1155018	0	2	0	0	35	13	39541518	4.953725e-01	1
SERPINB3	174293	370	-5	2820552	703182	0	4	0	0	50	60	61183680	4.954869e-01	1
ZNF486	375734	904	-57	3334980	796092	0	4	2	0	50	55	48827628	4.955366e-01	1
ZNF479	13773	995	-29	3754542	913452	0	5	0	0	25	20	24531174	4.957894e-01	1
CSRNP3	104412	947	2	4096842	1108074	0	3	3	0	16	6	14459730	4.958624e-01	1
ST6GALNAC1	999845	191	31	4179972	1203918	0	5	3	0	48	37	46307322	4.959253e-01	1
PCSK2	536476	528	-40	4505646	1247928	0	5	2	0	50	48	48685818	4.959416e-01	1
RER1	561270	302	24	1427880	376530	0	1	0	0	50	23	52092192	4.960049e-01	1
SDHA	1040169	530	24	4648434	1369200	0	5	0	0	37	26	38811930	4.960285e-01	1
DCAF8	866729	355	27	4261146	1143282	0	4	1	0	27	25	28812858	4.960598e-01	1
CLCNKA	886121	197	43	4823496	1455264	0	2	0	0	50	27	55215924	4.962829e-01	1
SEMA3C	114018	419	-27	5406384	1412232	0	7	0	0	26	43	35908248	4.963941e-01	1
F9	69360	NaN	0	3318354	836190	0	4	0	0	50	44	61206174	4.966889e-01	1
SLC38A5	726793	NaN	2	3370188	966264	0	3	0	0	50	56	62018892	4.968108e-01	1
RILPL1	1039355	424	49	2845980	780444	0	1	1	0	50	47	71407692	4.968265e-01	1
INPP5F	656842	199	43	8097840	2097810	0	4	0	0	6	4	9264594	4.969764e-01	1
MMP26	97256	1024	-11	1895364	475308	0	2	1	0	15	18	15624528	4.970896e-01	1
AMMECR1	157872	NaN	34	2289498	714918	0	1	1	0	50	50	58671198	4.975023e-01	1
YME1L1	389022	551	30	5555040	1480692	0	5	1	0	50	34	61199328	4.975339e-01	1
UBE2Q1	1896659	403	41	3045492	824454	0	2	3	0	19	12	17732118	4.975439e-01	1
OR8B12	171574	746	-1	2094876	636678	0	2	2	0	25	16	25006482	4.977015e-01	1
NIPA1	352778	529	-8	2226906	730566	0	2	2	0	45	36	55285362	4.977207e-01	1
FBXO45	1149194	156	30	1945242	604404	0	2	1	0	50	40	52710288	4.977228e-01	1
CUZD1	301441	588	12	4294398	1151106	0	2	0	0	50	30	52982172	4.977828e-01	1
MATN2	616574	272	28	6890988	1743774	0	6	2	0	48	34	58646748	4.980801e-01	1
CYP4F12	865205	605	21	3741828	1022988	0	5	1	0	50	65	61166076	4.981781e-01	1
TMC5	522510	369	13	7895394	2118348	0	6	1	0	50	39	61450674	4.982979e-01	1
OPRK1	147912	861	-14	2622018	766752	0	3	0	0	50	62	68059020	4.983203e-01	1
GOLGA2	1813435	201	46	7195146	1932528	0	4	2	0	50	31	57280482	4.983364e-01	1
OXR1	124540	888	-2	6478272	1731060	0	9	0	0	12	14	15012300	4.983830e-01	1
PLVAP	842088	211	43	3091458	872376	0	3	2	0	45	36	48959658	4.983901e-01	1
ZC3HC1	473377	146	38	3525690	1013208	0	2	0	0	46	30	45659886	4.985036e-01	1
ZNF630	582390	NaN	18	4679730	1147194	0	2	1	0	50	30	60307392	4.985240e-01	1
COMMD6	197100	362	35	735456	188754	0	1	0	0	50	53	58620342	4.985462e-01	1
TNFAIP8L2	1562281	184	33	1242060	398046	0	1	0	0	50	30	57592464	4.986274e-01	1
CABP1	1678287	311	38	3020064	993648	0	1	0	0	50	32	55749912	4.986456e-01	1
SLC2A3	122883	305	13	3443538	1036680	0	4	1	0	50	56	50867736	4.987361e-01	1
MRFAP1L1	501020	201	62	901716	236676	0	1	1	0	14	10	14487114	4.987375e-01	1
TCFL5	1044503	208	48	3397572	1076778	0	3	2	0	50	32	55456512	4.987745e-01	1
DST	403209	446	23	47945472	12166320	0	29	3	0	5	5	15710592	4.988375e-01	1
