gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
ODF2	1916608	160	35	2864171	753871	0	5	3	0	39	24	23418493	4.099776e-01	1
ANK3	213806	634	-8	14307385	4061654	0	15	1	0	7	4	7672063	4.100199e-01	1
EYA2	306082	522	36	1767713	491206	0	3	1	0	50	22	22036471	4.100303e-01	1
OR2A4	129668	852	9	951431	303973	0	3	0	0	50	53	26530063	4.101965e-01	1
GPBP1L1	913416	157	28	1553540	419815	0	2	0	0	50	23	30516734	4.103157e-01	1
PPCS	570562	583	27	961309	312953	0	1	1	0	50	47	24277879	4.104598e-01	1
FAM90A1	172474	438	26	1439943	460674	0	4	2	0	22	18	11110056	4.106188e-01	1
DCUN1D3	252367	503	32	971636	266257	0	2	1	0	28	16	13873651	4.106839e-01	1
INPP5A	155331	452	12	1411207	343934	0	3	1	0	50	38	28233120	4.107043e-01	1
TNIP3	214178	900	4	1128786	247848	0	3	0	0	50	41	24374414	4.107312e-01	1
ORAI2	579276	202	61	787546	253685	0	2	1	0	50	36	23289630	4.107670e-01	1
CSF1	785919	216	30	1764570	521289	0	3	1	0	24	9	10095765	4.108365e-01	1
GPR101	252008	NaN	13	1600685	454837	0	4	2	0	50	48	31722299	4.108804e-01	1
CAB39L	373856	343	50	1130133	278829	0	2	0	0	14	10	6560339	4.111340e-01	1
ABCF3	1460188	257	49	2317289	659581	0	4	0	0	50	28	26138984	4.114680e-01	1
PKN1	954144	204	43	3036138	948288	0	6	2	0	50	34	28112339	4.115262e-01	1
KLHL15	528219	NaN	41	1934741	520840	0	4	0	0	41	36	31124231	4.115525e-01	1
ST8SIA6	514060	523	-4	1289079	360996	0	3	1	0	37	26	18462431	4.117272e-01	1
LRRC8C	300032	514	7	2548075	711665	0	5	1	0	50	29	26600556	4.117335e-01	1
MOGAT2	528291	418	45	1070416	308912	0	2	1	0	50	36	31573680	4.118520e-01	1
SNRNP27	844060	221	37	519942	140088	0	1	0	0	50	21	22080922	4.119379e-01	1
RMND5B	821697	248	39	1280997	359649	0	1	1	0	50	40	29520403	4.119463e-01	1
PZP	352696	301	19	4831240	1352837	0	9	0	0	4	1	3258842	4.119508e-01	1
PUS10	635242	350	33	1787918	445408	0	3	1	0	50	37	35450346	4.121056e-01	1
MSN	325257	NaN	47	1922618	477736	0	3	1	0	14	5	7888930	4.121643e-01	1
MVK	442710	465	38	1269323	394222	0	4	1	0	50	49	24284614	4.122143e-01	1
TCF20	1257937	305	43	6171505	1801388	0	8	0	0	2	1	4126310	4.122147e-01	1
NDUFA9	277828	874	18	1235648	348424	0	3	0	0	50	40	26088696	4.122613e-01	1
DCUN1D1	232043	574	13	891714	193968	0	2	0	0	50	30	22151864	4.125171e-01	1
SFTPB	1158965	170	43	1281446	369976	0	6	1	0	7	3	1936986	4.125604e-01	1
TRMT2B	418391	NaN	37	1641544	463817	0	2	0	0	31	12	18342548	4.125653e-01	1
SHPK	504736	354	20	1498313	471001	0	3	0	0	29	21	17559043	4.125867e-01	1
SALL3	47663	635	-65	3966017	1302100	0	9	4	0	43	40	23255955	4.126249e-01	1
IL1RAP	139316	398	0	2647753	707624	0	5	1	0	50	46	30144064	4.128374e-01	1
MFSD10	680459	336	49	1416146	491206	0	1	0	0	50	22	22141537	4.129241e-01	1
TMEM192	170385	595	0	882285	246501	0	2	1	0	15	23	8760439	4.129770e-01	1
GPRC5C	491117	504	7	1517620	477287	0	6	2	0	4	3	2302921	4.130433e-01	1
STAP1	128996	689	35	996331	245603	0	1	1	0	43	40	22646662	4.131461e-01	1
WNT8B	1153157	264	50	1119357	330015	0	2	0	0	50	28	26106656	4.132180e-01	1
SLC35E3	534146	294	25	993637	296789	0	2	1	0	44	19	16367397	4.133585e-01	1
ANKRD30B	NaN	NaN	NaN	4683070	1134623	0	9	1	0	47	67	48221253	4.134181e-01	1
GBP7	340715	745	0	2095483	540596	0	4	0	0	46	39	31975535	4.137691e-01	1
NTN3	2085452	321	49	1767713	609742	0	4	1	0	50	35	26549370	4.138130e-01	1
PCID2	759371	229	38	1362715	331811	0	2	0	0	50	25	28614770	4.141335e-01	1
GFPT2	1453124	362	19	2251735	607946	0	7	3	0	10	24	10648933	4.141813e-01	1
TMPRSS11B	170820	716	-19	1384267	349322	0	3	0	0	50	61	29394234	4.142930e-01	1
SP140	504037	626	37	3085079	717502	0	6	3	0	50	59	28348962	4.143634e-01	1
PODN	491749	391	14	2057767	673949	0	5	2	0	50	33	26194660	4.144712e-01	1
TMEM108	418705	773	10	1743467	611089	0	4	1	0	50	44	29532077	4.144981e-01	1
FBN2	226750	605	9	9736565	2379700	0	14	3	0	45	26	27386755	4.145205e-01	1
IFNA2	232155	466	-14	603456	162987	0	2	0	0	50	48	23189054	4.145816e-01	1
LCN8	1898901	190	39	510064	140537	0	1	0	0	50	31	31390488	4.150654e-01	1
TSPO2	145501	611	37	529820	177355	0	1	0	0	50	24	25503200	4.151393e-01	1
PATE3	NaN	NaN	NaN	335852	77677	0	1	0	0	50	78	50080113	4.151397e-01	1
INTS4	577731	361	32	3147490	869264	0	5	0	0	9	7	7388295	4.152364e-01	1
SLC5A10	661956	198	16	1940578	614681	0	3	0	0	2	0	1772652	4.160073e-01	1
CUX2	493539	608	39	4676335	1445780	0	12	6	0	21	28	11954176	4.160709e-01	1
PRODH	513620	343	5	1934292	567087	0	3	0	0	50	28	29531628	4.161040e-01	1
SLC10A6	266749	603	40	1202422	352016	0	2	0	0	50	19	19679670	4.161807e-01	1
TIGD5	2183482	235	37	1919026	679337	0	2	0	0	38	22	19769470	4.165845e-01	1
TXK	219787	358	39	1780734	431040	0	3	0	0	50	24	23530743	4.166927e-01	1
SSBP2	159943	864	23	1228464	320586	0	1	0	0	50	51	34455362	4.167467e-01	1
LYSMD1	1562281	184	33	750279	233031	0	1	0	0	50	17	26440712	4.167648e-01	1
PRKCQ	235334	561	7	2380149	568434	0	5	2	0	50	38	28978011	4.167778e-01	1
IKBKB	514464	361	44	2520237	651948	0	5	0	0	41	20	18199317	4.168346e-01	1
OPRL1	1032302	312	51	1133725	381650	0	2	0	0	50	29	26288950	4.169269e-01	1
EPN2	658567	227	6	2004336	633090	0	3	0	0	50	28	30355094	4.172602e-01	1
LTK	782552	166	40	2764493	833344	0	4	1	0	50	27	20862336	4.172672e-01	1
MAPK10	77738	549	-4	1575990	379854	0	3	1	0	50	58	29174673	4.173854e-01	1
ARSI	954044	220	46	1756937	551821	0	3	1	0	50	37	34486792	4.174339e-01	1
NOM1	386240	474	22	2767187	768688	0	5	1	0	14	10	8399892	4.174489e-01	1
A2M	348389	364	17	4802953	1346102	0	10	4	0	29	21	18803222	4.175316e-01	1
GPI	671792	292	-2	1970212	543290	0	3	1	0	50	25	26617169	4.176591e-01	1
MRPS24	872910	239	44	536106	161640	0	1	0	0	50	27	28538889	4.177832e-01	1
PRAMEF1	141239	571	18	1505946	432387	0	4	1	0	50	38	22199009	4.178096e-01	1
CNPY3	1143209	203	41	904735	249644	0	1	0	0	50	32	22360200	4.178482e-01	1
PCCA	139575	733	33	2422804	647009	0	6	0	0	12	7	6050724	4.179595e-01	1
C2CD2	251773	366	76	2214468	672153	0	5	1	0	25	16	11946543	4.179957e-01	1
EIF2AK3	118199	366	9	3614001	986004	0	6	0	0	12	8	6687855	4.180445e-01	1
MST1R	1289886	170	38	4350361	1413452	0	7	0	0	6	2	5098395	4.181169e-01	1
BPHL	444075	435	41	945594	269400	0	2	0	0	50	43	32464496	4.181479e-01	1
OR2L3	20939	1015	-27	971187	293646	0	5	0	0	10	13	4421303	4.182537e-01	1
PLEKHG1	284652	263	27	4459019	1222627	0	5	2	0	50	33	28133442	4.183443e-01	1
UGT2A3	NaN	NaN	NaN	1708445	454837	0	4	0	0	50	78	50457273	4.185223e-01	1
RNASE1	956361	577	8	496594	143231	0	1	0	0	50	92	29450359	4.185419e-01	1
RDH16	2103486	286	26	1000821	300381	0	2	1	0	47	34	27572641	4.186786e-01	1
LTBP3	3945819	202	45	4221498	1193442	0	5	1	0	24	7	13631640	4.186843e-01	1
CDH19	6200	1015	-45	2518441	659132	0	8	1	0	50	61	25900565	4.188429e-01	1
AVPR2	2328608	NaN	27	1144052	396916	0	2	0	0	50	36	33224653	4.189927e-01	1
MBLAC2	83822	824	25	867917	268951	0	1	0	0	50	48	22458980	4.190180e-01	1
IGFALS	1604603	288	36	1920822	689664	0	3	0	0	34	18	19623545	4.196223e-01	1
HOXB1	946208	524	29	937961	293197	0	1	0	0	50	33	22153211	4.197734e-01	1
OR56A1	432250	877	-13	986004	308463	0	6	2	0	20	31	8811176	4.200029e-01	1
WNT9B	526881	366	16	1111275	354261	0	2	0	0	50	30	27182460	4.201991e-01	1
C3orf52	268780	440	28	1083437	301279	0	2	0	0	50	29	25685943	4.202000e-01	1
CSNK2A2	862670	292	15	1184013	293646	0	2	0	0	50	28	27173031	4.204175e-01	1
ETS2	382323	151	5	1552193	392875	0	3	1	0	50	28	23343959	4.207109e-01	1
GTF2I	908884	151	45	3363908	856243	0	2	0	0	31	11	20516606	4.208022e-01	1
ASB3	NaN	NaN	NaN	1705751	454837	0	4	1	0	50	79	50457273	4.210126e-01	1
HEXIM1	806811	207	32	1131929	322831	0	1	0	0	50	42	28060704	4.210358e-01	1
SDHAF1	NaN	NaN	NaN	342587	128863	0	1	0	0	50	78	50131299	4.211326e-01	1
PRPF4	426351	312	26	1725507	460674	0	1	0	0	50	23	23265833	4.212220e-01	1
EDARADD	482656	589	11	763749	183192	0	2	1	0	35	29	18061923	4.213048e-01	1
CLCA1	279518	762	-8	2938705	828854	0	5	0	0	19	19	14799040	4.213736e-01	1
MAG	767180	472	8	2009275	625457	0	7	4	0	23	17	8159677	4.214440e-01	1
MAT2A	1241734	170	39	1285038	358302	0	2	0	0	50	28	29413541	4.215427e-01	1
TRIM13	337743	357	44	1320509	345730	0	2	0	0	32	14	16420828	4.215691e-01	1
GNG11	228127	480	-12	246052	58370	0	1	0	0	50	58	26578555	4.216757e-01	1
SSBP3	695802	369	25	1310631	352914	0	2	0	0	50	27	29008992	4.218081e-01	1
SLC6A2	130705	565	-32	2156996	615130	0	7	4	0	14	18	7788803	4.221881e-01	1
KRT17	1494501	323	11	1380675	406794	0	4	0	0	20	25	13817975	4.222974e-01	1
PI4KA	436102	288	42	6737245	1817552	0	9	3	0	50	24	26646354	4.223699e-01	1
PRL	13319	831	-2	737258	211030	0	3	1	0	42	59	21770663	4.227669e-01	1
LELP1	822908	602	28	322382	83065	0	1	0	0	50	59	34652473	4.228373e-01	1
ASB18	121194	481	8	1441290	471450	0	5	0	0	6	5	3468525	4.229369e-01	1
ZNF404	464802	286	11	1811266	416672	0	5	2	0	7	8	3719516	4.229392e-01	1
DNAJC7	2081077	206	23	1669382	400957	0	1	0	0	50	31	29006747	4.229795e-01	1
SIGLEC7	355132	632	1	1478557	447653	0	4	2	0	50	48	28130299	4.229863e-01	1
MCF2L2	398145	606	24	3719516	945145	0	5	0	0	19	9	10147849	4.230202e-01	1
SCUBE1	473937	440	30	3263332	849059	0	6	1	0	50	27	26354953	4.231479e-01	1
ZNF77	1119793	197	35	1772203	450347	0	4	2	0	20	13	10335082	4.234086e-01	1
ZNF214	418263	881	-4	2000295	463368	0	4	1	0	40	34	20385947	4.237878e-01	1
GPR174	14321	NaN	62	1054701	297687	0	7	3	0	3	4	1132827	4.237879e-01	1
CLEC4A	142724	300	23	798771	189927	0	2	0	0	50	41	25906851	4.239657e-01	1
DCAF11	992350	355	19	1799143	486716	0	1	1	0	50	27	26836281	4.240537e-01	1
FAM170A	296413	644	-2	1072212	282870	0	4	0	0	23	23	10670485	4.241822e-01	1
OR4A5	68	1280	-38	991392	290952	0	8	1	0	1	2	686072	4.243627e-01	1
SNX7	42534	903	-21	1496966	375364	0	3	0	0	8	6	4379995	4.243689e-01	1
SLC30A7	173324	727	-4	1252710	330015	0	1	0	0	36	22	16395684	4.245299e-01	1
MUC1	1801444	194	32	1007107	176906	0	2	0	0	50	31	25144000	4.245333e-01	1
PTGFR	249935	671	-16	1232056	334505	0	4	0	0	4	1	1426024	4.246736e-01	1
TAF1C	582429	364	12	2687714	898000	0	4	1	0	39	21	22995984	4.246768e-01	1
NF2	734742	149	38	2046093	505125	0	2	0	0	50	31	27638195	4.248825e-01	1
RSPH4A	247712	479	10	2350066	574271	0	4	1	0	50	27	25556182	4.251250e-01	1
C16orf91	1211641	215	40	1111724	349771	0	2	1	0	50	30	26887467	4.251346e-01	1
LIPT1	504421	770	21	1201075	316994	0	1	0	0	6	0	2557504	4.254027e-01	1
GLE1	1917147	160	39	2310105	614232	0	5	1	0	14	5	5590948	4.254307e-01	1
MXRA8	1744013	273	28	1401778	439571	0	1	1	0	50	34	28753960	4.255113e-01	1
RSAD2	40919	1132	10	1183115	306667	0	4	0	0	50	63	31042962	4.255227e-01	1
LCT	493727	403	28	6151749	1728201	0	8	4	0	50	25	27938127	4.255765e-01	1
CPSF2	337384	415	29	2575464	664071	0	3	0	0	50	22	31149375	4.256416e-01	1
GREB1	219132	360	21	6351554	1835512	0	15	6	0	30	23	16062077	4.256438e-01	1
GSG1	692979	203	5	1413003	268053	0	2	0	0	50	23	26821913	4.256711e-01	1
FOXC2	47545	445	10	1541866	492104	0	3	2	0	50	35	28042744	4.257028e-01	1
RSPRY1	717872	149	48	1905556	498839	0	2	0	0	50	28	22542943	4.260215e-01	1
TRPA1	19123	936	29	3744211	921797	0	11	3	0	50	76	26453284	4.260767e-01	1
KRTAP6-3	22916	1048	-79	348424	102821	0	4	0	0	24	54	7268412	4.261519e-01	1
RAB4B	1157241	186	29	701787	200703	0	1	0	0	50	17	23185911	4.262311e-01	1
STAU1	877789	147	49	1890739	533861	0	3	0	0	7	7	4467101	4.264780e-01	1
CX3CL1	749108	159	39	1223076	398712	0	2	0	0	50	23	23173339	4.265098e-01	1
OCM	2208864	358	32	376262	87106	0	1	0	0	50	37	26386383	4.265359e-01	1
PCBP4	1029408	224	38	1277405	419815	0	2	1	0	50	19	20421418	4.266856e-01	1
C11orf42	466636	728	4	1019230	346628	0	4	2	0	13	13	5830265	4.267486e-01	1
ARHGEF18	613770	308	30	3738823	1107683	0	6	1	0	50	29	27659298	4.268064e-01	1
MS4A15	744779	621	23	770484	235725	0	2	1	0	50	49	29383907	4.268539e-01	1
GRM2	759916	456	37	2681877	867468	0	7	3	0	42	27	18142294	4.268567e-01	1
ZNF260	644122	889	-48	1350592	318341	0	3	0	0	24	13	10500763	4.269019e-01	1
RBM45	234602	603	21	1562071	408590	0	2	1	0	50	34	25414298	4.270191e-01	1
KLK9	490795	632	22	803261	235276	0	2	0	0	50	33	21111980	4.273975e-01	1
DHODH	438866	372	19	1241934	404100	0	2	0	0	49	26	26234621	4.274037e-01	1
RXRG	291474	623	-10	1554887	442714	0	3	1	0	47	31	25308334	4.275090e-01	1
SNX1	742159	223	45	1741222	450347	0	2	1	0	50	32	27109722	4.276321e-01	1
OAS2	605960	433	54	2426845	647009	0	4	0	0	10	3	5421226	4.278531e-01	1
PRAM1	726124	214	1	2106708	651948	0	3	1	0	50	25	28321124	4.278913e-01	1
MYH2	75573	738	-49	6419802	1632564	0	16	1	0	17	22	14020474	4.280488e-01	1
TGM2	565545	141	41	2259817	628151	0	4	2	0	50	24	22494002	4.281417e-01	1
KLHL29	NaN	NaN	NaN	2548524	789342	0	6	0	0	47	66	47875972	4.281440e-01	1
FAM174A	23650	1030	13	584598	198009	0	2	0	0	50	70	31264768	4.281884e-01	1
GYPC	176465	753	-3	422509	114944	0	1	0	0	26	13	11335454	4.282570e-01	1
MNDA	97345	985	2	1333979	347077	0	4	0	0	50	47	23717527	4.283210e-01	1
POTEF	347607	560	4	3533181	895755	0	9	1	0	50	39	28198098	4.284608e-01	1
AMIGO1	1056159	272	37	1529743	471899	0	3	1	0	50	28	22673153	4.284807e-01	1
FBXO24	1651125	242	60	2014214	593578	0	3	1	0	46	18	20495054	4.286256e-01	1
LYPD4	1360684	454	23	789342	227643	0	2	0	0	50	38	23583725	4.286756e-01	1
PEX2	66156	757	2	980167	261767	0	2	0	0	50	35	27130376	4.287346e-01	1
DHRS7C	77786	204	-62	1001270	289156	0	3	0	0	50	54	27189644	4.287387e-01	1
KRT71	1280474	464	36	1683301	479981	0	4	1	0	50	40	25888891	4.287577e-01	1
PIH1D1	2173457	290	44	955921	265808	0	2	0	0	50	33	25036240	4.290406e-01	1
SLC12A7	639628	424	31	3470770	1036292	0	5	0	0	9	3	3981283	4.290411e-01	1
RAB6B	530925	520	25	705828	176457	0	2	1	0	6	2	2450642	4.290952e-01	1
MEIS1	21299	641	-10	1319611	325076	0	6	1	0	33	55	19542276	4.291028e-01	1
RPL24	548150	419	13	531167	139639	0	1	0	0	50	26	25858359	4.291069e-01	1
PAX6	172494	631	-11	1427371	397814	0	3	1	0	21	21	11581057	4.291357e-01	1
COMMD9	222571	248	-8	643417	190376	0	2	1	0	41	45	22521840	4.291811e-01	1
SENP5	766452	258	33	2482072	621416	0	4	1	0	50	37	25626226	4.295652e-01	1
RIPK3	897133	265	40	1663994	481777	0	1	0	0	50	37	32570909	4.297294e-01	1
TRMT2A	545126	218	57	1982335	611987	0	2	0	0	50	27	26421854	4.297993e-01	1
DCP2	274112	439	25	1421085	334056	0	2	2	0	13	14	6708060	4.301462e-01	1
GSR	488347	242	40	1689138	491655	0	2	1	0	50	14	20606855	4.301686e-01	1
FAM89B	3945819	202	45	639825	146823	0	1	0	0	50	21	26152454	4.303665e-01	1
COL10A1	NaN	NaN	NaN	2024092	738605	0	3	0	0	47	66	47825235	4.303705e-01	1
APLF	227462	617	22	1692281	425203	0	2	0	0	50	28	22791689	4.304121e-01	1
ATP2B4	513211	256	35	4060756	1160216	0	4	1	0	39	19	23037292	4.304993e-01	1
CCNL2	1736268	273	28	1686444	507819	0	3	0	0	50	30	26468550	4.305708e-01	1
ACTRT1	938	NaN	-35	1176380	347077	0	7	0	0	8	7	2607792	4.306100e-01	1
OR52R1	66543	987	-3	972534	303075	0	2	0	0	40	46	19143115	4.309074e-01	1
RHBDD3	854820	251	51	1153930	436877	0	2	0	0	19	20	11465664	4.310335e-01	1
ABCA12	526764	857	9	8528306	2281369	0	17	3	0	7	12	7020115	4.311604e-01	1
UBA5	210898	768	21	1348347	347526	0	1	0	0	50	36	28448191	4.311703e-01	1
SOCS6	64018	264	7	1680158	485818	0	2	0	0	4	0	3517466	4.314701e-01	1
ZNF853	NaN	NaN	NaN	2068992	608844	0	4	3	0	32	45	26942694	4.315512e-01	1
FAM102B	615760	313	-3	1197483	317892	0	2	1	0	50	33	31182152	4.315933e-01	1
PDCL3	235908	579	9	797873	198907	0	1	1	0	18	5	9881143	4.317407e-01	1
CLRN1	353086	635	10	801465	218214	0	2	0	0	50	43	26720439	4.317875e-01	1
PIBF1	258763	533	30	2545830	608844	0	3	0	0	50	32	30439955	4.319503e-01	1
KDM2A	1502318	162	42	3776539	1030904	0	3	0	0	31	14	20560608	4.320117e-01	1
CETP	842366	125	52	1632564	447204	0	2	1	0	50	43	30182229	4.320197e-01	1
ABHD11	1082063	214	54	1272466	399161	0	2	0	0	50	31	31252645	4.320255e-01	1
PSMB8	1253457	401	26	1024169	309361	0	2	0	0	50	31	24047991	4.320531e-01	1
NOVA1	15854	883	-41	1593950	519493	0	10	2	0	2	3	1311529	4.321786e-01	1
CFB	2314693	203	34	2525176	663173	0	4	1	0	13	6	6388372	4.322250e-01	1
IRF2	207866	400	55	1161114	296340	0	2	0	0	50	28	25947261	4.324108e-01	1
PCDHGC5	665835	568	9	3051853	1016087	0	9	4	0	13	15	7845826	4.324643e-01	1
PPIE	975799	388	39	1139562	276135	0	3	0	0	50	39	22704583	4.326597e-01	1
SNX20	294632	792	1	1125194	359200	0	2	1	0	27	29	14323998	4.326686e-01	1
UBP1	483698	352	9	1811266	461123	0	1	0	0	50	37	34506997	4.328161e-01	1
SLC1A1	228047	813	19	1690485	490308	0	3	0	0	50	43	26168169	4.328367e-01	1
EPS8L3	933010	190	27	1950007	551372	0	2	0	0	50	35	28563584	4.328826e-01	1
YTHDF3	137401	619	7	1879065	509166	0	6	0	0	14	11	6735898	4.328890e-01	1
UXT	770573	NaN	45	563495	153109	0	1	0	0	50	26	27613500	4.330188e-01	1
LUM	23173	523	-18	1078947	301728	0	5	1	0	49	83	25308783	4.330499e-01	1
EGFR	423489	336	-13	4261459	1125194	0	5	2	0	50	22	24259919	4.331072e-01	1
CCDC6	137718	555	0	1545009	417570	0	2	0	0	50	39	25367602	4.332824e-01	1
TEX14	735964	268	13	4911162	1289079	0	8	2	0	8	6	5994599	4.333316e-01	1
PRMT2	530282	377	28	1429616	378058	0	2	1	0	50	23	26675090	4.333480e-01	1
NOVA2	866240	261	42	1484394	526677	0	3	1	0	50	46	34337724	4.334594e-01	1
FASLG	116331	506	7	893510	262216	0	2	0	0	50	39	27073353	4.335372e-01	1
OR5AS1	4262	1044	-40	1014740	295891	0	5	0	0	50	94	30044835	4.336799e-01	1
STAT1	529053	318	42	2551667	608395	0	4	1	0	50	23	23641646	4.338305e-01	1
MTA3	343875	378	27	1721017	436877	0	2	1	0	18	11	10377737	4.338463e-01	1
ALAS1	1114737	181	52	2061359	582802	0	1	0	0	50	25	28590524	4.339202e-01	1
PCDHGB7	662513	568	2	2885274	902490	0	11	3	0	30	58	20794986	4.340104e-01	1
ACOX2	551037	265	33	2209529	624559	0	2	1	0	50	26	26697540	4.340503e-01	1
TRIML2	32696	595	-20	1274262	331362	0	5	0	0	5	2	1863799	4.341047e-01	1
KIF25	142012	702	-17	1218586	382997	0	2	0	0	47	66	35422508	4.341140e-01	1
MRFAP1L1	501020	201	62	413978	108658	0	1	0	0	50	33	25445728	4.341804e-01	1
CANT1	612708	177	22	1262588	378058	0	2	1	0	50	23	23517273	4.342373e-01	1
ST6GAL2	52131	1042	-22	1765917	519942	0	8	1	0	5	7	3440687	4.343079e-01	1
MYPN	407663	251	19	4221049	1218137	0	8	2	0	10	6	7388744	4.343126e-01	1
FHOD1	1109491	150	46	3634206	1186707	0	5	1	0	50	17	24058318	4.343262e-01	1
TEAD1	339042	432	-1	1424228	360547	0	1	0	0	50	35	27044168	4.344491e-01	1
PDCD11	544182	147	48	6026029	1727303	0	5	3	0	50	19	22482777	4.344766e-01	1
OR10G2	658946	624	20	942002	313402	0	2	0	0	50	41	29850867	4.345589e-01	1
ASB16	930750	175	41	1657708	321035	0	3	0	0	50	32	27486433	4.345716e-01	1
DPY19L4	449158	380	32	2415171	607497	0	2	0	0	50	22	22532167	4.345984e-01	1
KLHL7	792869	218	25	1995356	512758	0	2	1	0	50	34	27792651	4.347496e-01	1
NPAS4	1963418	182	55	2504073	778566	0	4	1	0	50	27	26466754	4.349183e-01	1
LIPK	160610	327	36	1325897	330913	0	1	0	0	36	22	18447165	4.350684e-01	1
ENOX1	99614	523	36	2137689	540147	0	4	0	0	13	9	9453246	4.351386e-01	1
RPS3	587975	205	39	780811	240215	0	2	0	0	50	43	25830970	4.351921e-01	1
GRIA4	86500	920	-22	3226963	867917	0	15	7	0	34	64	17138779	4.353436e-01	1
SMARCB1	637355	196	52	1266180	336750	0	2	1	0	50	30	25882605	4.354838e-01	1
CKMT2	182569	777	30	1351041	394671	0	3	1	0	26	31	14453759	4.355447e-01	1
SLC25A28	383678	436	18	1135970	355159	0	2	1	0	50	31	27678156	4.356493e-01	1
IMP3	586224	231	34	559454	188131	0	2	1	0	4	2	1910495	4.358005e-01	1
KCNN1	1328847	217	35	1707996	538800	0	3	0	0	50	29	25775743	4.359024e-01	1
RASSF2	467742	485	32	1078498	296789	0	2	0	0	50	30	25483444	4.359040e-01	1
FHOD3	336896	728	61	4631435	1319611	0	7	2	0	38	20	18602519	4.359279e-01	1
PNPLA5	157623	473	13	1373042	407692	0	2	0	0	22	10	12562122	4.360654e-01	1
KRT6C	1194800	389	29	1793755	535208	0	3	0	0	50	24	22848712	4.361565e-01	1
SCNN1G	547445	631	23	2122872	568434	0	6	2	0	50	36	22236725	4.362256e-01	1
BEST3	499701	394	14	2157445	594476	0	4	1	0	50	27	24941052	4.363463e-01	1
ITGB2	746455	191	74	2497338	695052	0	6	2	0	50	35	24811291	4.363548e-01	1
SAP30	249666	413	23	702236	206989	0	1	0	0	50	17	23269425	4.363930e-01	1
ZNF354A	395801	765	5	1966171	504227	0	4	1	0	50	42	30812176	4.364044e-01	1
TARM1	NaN	NaN	NaN	861631	264461	0	2	0	0	50	78	50266897	4.364050e-01	1
HSPB6	1151198	321	30	488961	175110	0	1	0	0	50	27	24090197	4.364936e-01	1
ASAP2	661229	340	34	3331131	883632	0	3	1	0	50	32	36495169	4.365451e-01	1
LMBRD2	174910	599	-4	2320432	583700	0	4	0	0	26	10	11925889	4.366390e-01	1
ADAM12	214443	485	-29	3073854	864774	0	11	1	0	9	15	6937948	4.371670e-01	1
ZNF732	NaN	NaN	NaN	1914536	460225	0	5	1	0	50	79	50462661	4.372119e-01	1
ISLR	492755	317	46	1303447	435530	0	2	0	0	50	27	27868083	4.374564e-01	1
COL11A1	37620	742	-20	6046234	1822940	0	20	4	0	5	5	3925607	4.374724e-01	1
OR7E24	398878	582	-50	1061436	312504	0	3	1	0	50	76	39231375	4.375753e-01	1
ZFP92	NaN	NaN	NaN	1307488	392426	0	3	1	0	50	79	50394862	4.376500e-01	1
MAP1S	1181745	246	21	3173981	1147195	0	3	1	0	17	10	13284114	4.376575e-01	1
ERG	162262	418	4	1623135	425652	0	3	0	0	50	26	22265910	4.376769e-01	1
GRSF1	263233	553	29	1552193	442714	0	2	0	0	33	15	19735346	4.377754e-01	1
CCDC27	249153	341	24	2151159	565740	0	4	2	0	50	32	26954368	4.378493e-01	1
NSMAF	200152	574	17	3266475	814935	0	6	3	0	50	29	20075688	4.380474e-01	1
CCL16	779228	525	19	388834	113597	0	1	0	0	50	39	26937755	4.380803e-01	1
ADH1A	250334	786	3	1222178	343036	0	3	0	0	50	42	25803132	4.381173e-01	1
SRP54	629868	171	32	1727303	394222	0	2	1	0	50	22	26453733	4.381843e-01	1
SMOC2	121125	883	-32	1517171	398263	0	4	0	0	46	50	21600492	4.382323e-01	1
LACTB2	240331	562	31	956819	246052	0	2	0	0	50	40	29311618	4.383142e-01	1
B3GALT4	1456953	262	30	1135521	396018	0	2	0	0	14	6	7077138	4.383773e-01	1
ZDHHC12	1865107	197	38	835140	272094	0	1	0	0	11	11	6496132	4.383995e-01	1
EXT1	190467	586	18	2429539	642968	0	6	0	0	21	17	9329322	4.384693e-01	1
PEA15	841605	386	29	433285	112250	0	1	0	0	50	30	24012071	4.386680e-01	1
PCYT1B	424049	NaN	31	1329489	338097	0	3	1	0	50	34	23035047	4.387093e-01	1
AMMECR1	157872	NaN	34	1051109	328219	0	2	1	0	50	33	26935959	4.390409e-01	1
REXO1	2226995	214	26	3797642	1223974	0	6	0	0	8	2	4609883	4.390953e-01	1
PSRC1	988224	302	29	1183564	291401	0	1	0	0	50	46	27802080	4.392325e-01	1
NT5C	1511891	168	25	648356	192172	0	1	0	0	50	19	23533886	4.392463e-01	1
MUCL1	590746	746	-4	292748	93841	0	1	0	0	50	52	26597862	4.394202e-01	1
FLOT1	2157341	147	43	1401778	392426	0	2	0	0	50	21	23787571	4.396209e-01	1
CDCA7	255854	559	28	1482598	388385	0	2	0	0	50	23	27290220	4.396528e-01	1
CRNKL1	230275	685	10	2797719	711216	0	4	0	0	50	25	25542263	4.401370e-01	1
CARD17	NaN	NaN	NaN	363241	101474	0	1	0	0	50	78	50103910	4.401410e-01	1
SLC4A8	527734	331	43	3627920	992290	0	6	0	0	22	9	11516401	4.401416e-01	1
