gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
PSME2	974559	220	41	707924	176788	0	1	0	0	50	57	26635930	4.073266e-01	1
TBCB	978272	326	6	682834	191456	0	3	0	0	50	43	16376050	4.074049e-01	1
GLO1	280153	845	28	537698	128152	0	2	0	0	50	63	27473164	4.075233e-01	1
OR6C4	1393447	546	-13	827584	247040	0	2	1	0	50	49	18049360	4.079531e-01	1
API5	349378	924	-23	1496136	387930	0	4	0	0	11	15	5406702	4.080566e-01	1
CALML5	769552	446	17	393334	117344	0	1	0	0	50	39	23144560	4.080730e-01	1
TBKBP1	1198427	217	24	1655554	521486	0	4	1	0	43	25	20685740	4.081604e-01	1
KDELR2	NaN	NaN	NaN	755016	206124	0	3	0	0	50	99	43192628	4.081986e-01	1
TRAPPC4	1457410	180	55	606792	176016	0	2	0	0	50	42	20305144	4.082998e-01	1
C1orf174	248975	412	20	668938	192614	0	2	0	0	50	40	20640192	4.083371e-01	1
PER3	370145	415	23	3335812	932576	0	8	3	0	50	40	23611620	4.084404e-01	1
SLC6A20	286183	385	43	1633938	472464	0	4	1	0	50	33	20753290	4.084696e-01	1
SMARCAL1	590685	384	31	2640626	753472	0	5	0	0	7	1	2563040	4.085161e-01	1
THEM4	966708	212	36	682834	177560	0	2	0	0	50	34	19807590	4.086243e-01	1
TOPORS	474275	362	-7	2841732	801336	0	7	1	0	18	18	9056332	4.087740e-01	1
ZNF75D	255033	NaN	36	1443254	350488	0	4	0	0	12	5	4753204	4.087916e-01	1
FOXRED1	385871	426	29	1342508	397966	0	3	0	0	23	25	15260896	4.089051e-01	1
REG1B	10958	1389	-22	486360	116958	0	5	0	0	5	9	1885610	4.091372e-01	1
IPO7	566709	145	21	2987640	733014	0	9	1	0	12	11	6578984	4.092146e-01	1
MIOX	1075525	207	42	822952	212300	0	3	1	0	30	25	11513994	4.092465e-01	1
RALGAPB	531076	440	45	4176520	1151438	0	9	1	0	19	16	10823054	4.092543e-01	1
TPI1	2822601	232	32	801336	225810	0	3	0	0	50	48	22403440	4.092889e-01	1
MAEL	264649	681	-11	1247166	317292	0	3	0	0	3	1	1041814	4.094372e-01	1
MORN3	743586	194	50	697116	163278	0	2	0	0	50	30	17711224	4.094672e-01	1
FBF1	1667990	194	22	3138180	931032	0	7	3	0	50	54	29506998	4.094678e-01	1
PKNOX1	434727	131	65	1233656	330802	0	2	0	0	50	21	23144946	4.096069e-01	1
NLRX1	1258103	195	57	2710878	911346	0	7	3	0	21	12	9769274	4.096875e-01	1
CLIP4	383097	497	32	1977478	544646	0	6	3	0	40	33	14486966	4.097253e-01	1
ZNF182	550680	NaN	20	1822306	443900	0	4	1	0	50	49	25001220	4.098497e-01	1
FUNDC2	NaN	NaN	NaN	526118	152470	0	2	1	0	44	90	38347170	4.099239e-01	1
USP14	527535	689	-11	1444412	344698	0	4	2	0	50	59	19012816	4.100144e-01	1
ROGDI	706891	195	33	817934	231214	0	3	1	0	50	43	21132342	4.100456e-01	1
PGAM2	1151124	282	56	697502	198790	0	3	0	0	50	51	25205414	4.100998e-01	1
NAPB	188695	688	-19	880852	204194	0	4	0	0	50	103	24760742	4.101617e-01	1
DMAP1	962892	211	29	1298504	380596	0	4	0	0	41	29	18496734	4.103429e-01	1
TTLL3	953772	264	43	2124930	616056	0	5	0	0	39	42	23722788	4.103713e-01	1
SEZ6	1793486	220	36	2722458	823338	0	9	0	0	0	0	823338	4.105498e-01	1
MRPL22	516166	461	38	595212	154014	0	2	0	0	50	56	28047146	4.106429e-01	1
KCMF1	926772	202	23	1057254	297606	0	3	1	0	50	48	19115106	4.106949e-01	1
OTOA	520295	466	45	3232750	907100	0	5	2	0	50	39	28700258	4.107011e-01	1
SGK3	391086	405	25	1439780	356278	0	2	1	0	50	35	24558092	4.107297e-01	1
ABCG1	289449	464	75	2029974	590580	0	7	0	0	7	5	3200326	4.109092e-01	1
FOLR3	715293	267	62	701362	171770	0	3	0	0	50	38	19618450	4.109984e-01	1
EIF3G	1675365	272	15	922540	245882	0	5	0	0	1	0	655042	4.112433e-01	1
PLS3	231348	NaN	3	1813814	447760	0	2	0	0	17	5	6870800	4.113646e-01	1
FAM168B	461529	331	16	539242	169454	0	1	0	0	21	14	6097256	4.117862e-01	1
CASP4	45234	626	-20	1079642	272902	0	6	1	0	27	50	10825370	4.118076e-01	1
GOLM1	320201	489	20	1142174	296062	0	1	1	0	50	37	26529780	4.119005e-01	1
FAF2	592072	239	47	1263378	334662	0	2	0	0	50	43	23647904	4.119132e-01	1
CHRNB2	1896659	403	41	1359106	411476	0	5	3	0	39	30	14173148	4.119832e-01	1
SLC43A3	923815	191	-3	1355246	404914	0	2	1	0	50	34	19474472	4.119977e-01	1
FUT11	1009357	191	42	1318576	405686	0	2	0	0	40	32	22536610	4.120728e-01	1
OR51I2	99042	1030	1	831058	260936	0	4	0	0	26	36	11784966	4.120912e-01	1
RAMP3	1003768	291	50	409160	120046	0	1	0	0	50	38	20679950	4.122103e-01	1
AMMECR1	157872	NaN	34	903626	282166	0	1	1	0	50	36	23156526	4.122283e-01	1
ASPM	221779	614	-25	9682424	2525212	0	26	5	0	9	17	7836186	4.123885e-01	1
OR5H14	200002	811	-15	840708	239706	0	7	4	0	7	12	2178584	4.125232e-01	1
NDFIP1	606399	371	40	634198	169454	0	2	0	0	50	48	23775284	4.127109e-01	1
C1QTNF6	668971	289	53	769298	216160	0	2	0	0	50	28	18750336	4.127551e-01	1
CD320	778783	209	14	755402	248584	0	3	0	0	50	53	24878858	4.127884e-01	1
S100A6	1454773	186	26	260164	67550	0	1	0	0	50	41	21009594	4.128669e-01	1
TMEM42	466410	380	31	432706	134714	0	1	0	0	50	31	20253420	4.128685e-01	1
RSPH4A	247712	479	10	2020324	493694	0	3	0	0	7	5	4182310	4.128901e-01	1
MYPN	407663	251	19	3628786	1047218	0	10	0	0	1	0	1461782	4.130089e-01	1
ARHGAP6	65396	NaN	34	2750636	831058	0	6	1	0	50	45	22753542	4.130266e-01	1
TRIM33	727314	264	13	3147058	861938	0	5	1	0	50	42	25955798	4.131048e-01	1
SYNGR3	1747301	183	46	609880	203036	0	2	0	0	50	46	20750202	4.131227e-01	1
CCL18	779228	525	19	256304	67936	0	1	0	0	50	56	23158070	4.132854e-01	1
CHRM1	2342595	181	71	1207794	398352	0	3	2	0	25	30	13835012	4.133287e-01	1
HVCN1	827901	194	41	771614	208054	0	2	0	0	50	31	19942690	4.133376e-01	1
ZMAT5	848649	195	37	488290	128924	0	1	0	0	50	28	20764098	4.135692e-01	1
DNAJC28	884788	182	63	1090450	265568	0	1	0	0	50	26	17831656	4.138047e-01	1
UGT2A1	19584	1065	-8	1468730	391018	0	6	2	0	50	111	25099650	4.138911e-01	1
BIRC6	388754	517	24	13398060	3816768	0	28	4	0	0	4	3816768	4.142465e-01	1
PCDH19	128045	NaN	-15	3077964	936822	0	15	4	0	16	19	6625304	4.145591e-01	1
G2E3	354135	695	-10	2031518	489448	0	4	0	0	6	1	2286278	4.149070e-01	1
ZNF584	2179183	270	-4	1171124	308800	0	7	3	0	23	39	10040246	4.149598e-01	1
MLEC	1741363	349	42	798634	237776	0	2	1	0	50	50	20415540	4.149800e-01	1
OR9A4	198115	856	-6	843410	250900	0	4	0	0	50	72	22777474	4.150188e-01	1
MAGEB18	33808	NaN	-25	943770	260550	0	8	1	0	50	172	30824802	4.153749e-01	1
GNA13	811904	401	12	1042972	284096	0	3	0	0	50	32	18115366	4.154305e-01	1
PLEKHA8	659459	466	26	1276888	313046	0	5	1	0	50	58	24831766	4.154331e-01	1
ARHGEF38	233591	486	15	626864	151312	0	2	0	0	50	35	18421078	4.154607e-01	1
NAA30	150623	939	16	979282	299150	0	3	1	0	50	59	21438826	4.155032e-01	1
OR4N5	371813	563	-29	823724	248584	0	3	0	0	18	15	7187706	4.158191e-01	1
RIPK2	251042	447	5	1527016	398738	0	2	1	0	25	13	10200436	4.161670e-01	1
CLEC7A	396940	445	-1	755402	170998	0	2	0	0	50	34	21370890	4.165578e-01	1
RTN3	1291649	168	46	2900018	811372	0	7	2	0	22	12	8780342	4.165948e-01	1
LRRC4	NaN	NaN	NaN	1733140	543488	0	7	2	0	50	101	43529992	4.166432e-01	1
NXT1	188823	688	-22	389088	105378	0	1	0	0	50	116	29696910	4.169549e-01	1
ATP9A	171625	419	0	2937460	828356	0	10	3	0	36	46	17473834	4.174764e-01	1
SVOP	574926	NaN	32	848042	248584	0	2	0	0	50	46	28640814	4.178243e-01	1
ZFP3	1399774	343	26	1408900	343154	0	2	2	0	39	41	17200546	4.179547e-01	1
TRMT112	1613996	257	65	351260	102676	0	1	1	0	6	4	1716542	4.180441e-01	1
PINK1	631461	208	35	1544772	511836	0	6	1	0	50	52	23708892	4.181396e-01	1
SERPINB12	190401	339	20	1149122	286798	0	2	1	0	50	45	21648038	4.181936e-01	1
RELB	1135715	208	25	1554808	501800	0	4	3	0	43	24	17646762	4.182102e-01	1
RXRG	291474	623	-10	1336718	380596	0	4	0	0	50	43	22672482	4.182755e-01	1
TAS2R60	371260	379	1	848814	258234	0	2	1	0	50	31	21996596	4.185724e-01	1
MARK3	937868	161	36	2128404	569736	0	4	2	0	39	41	19475244	4.187378e-01	1
BLMH	516668	184	26	1320506	314590	0	2	0	0	50	39	23853642	4.188880e-01	1
SOX8	1131712	304	22	1183090	379052	0	3	2	0	16	7	5482358	4.192160e-01	1
GRN	1062294	172	38	1665590	453550	0	2	2	0	22	16	12829096	4.192437e-01	1
PGP	2179404	224	39	834918	290658	0	1	1	0	50	44	21172872	4.192835e-01	1
ZNF804A	18097	1171	4	3339286	878150	0	18	5	0	8	14	4260668	4.194101e-01	1
TOB2	1480984	187	73	920610	282552	0	2	1	0	50	38	17934718	4.194391e-01	1
ZNF2	223452	616	24	1186950	314976	0	4	1	0	50	48	23328682	4.194860e-01	1
MORN5	220092	528	30	475938	107694	0	2	1	0	20	28	11359594	4.194909e-01	1
TECR	1008795	204	26	893204	235846	0	3	0	0	50	42	22278376	4.195003e-01	1
RABEP1	1246822	382	24	2467698	609108	0	5	1	0	13	8	5128782	4.195351e-01	1
SPO11	181292	604	9	1143718	293360	0	3	0	0	50	39	22590650	4.195435e-01	1
SMARCA2	113887	805	18	4498830	1181160	0	13	2	0	17	16	9730288	4.197726e-01	1
ST8SIA1	401092	910	-22	987774	270972	0	5	0	0	26	38	11674184	4.198490e-01	1
TYW1	423966	491	32	2104086	511836	0	6	2	0	50	27	18051676	4.199189e-01	1
PHLDA1	604083	438	17	1072308	331188	0	1	0	0	21	16	11236460	4.199224e-01	1
SF3B3	905402	131	40	3377114	970018	0	5	2	0	34	18	17602758	4.199807e-01	1
SCARA3	350607	232	30	1657870	513380	0	4	1	0	50	39	28757772	4.200044e-01	1
EHF	1039672	320	12	884326	198404	0	3	0	0	50	34	18279416	4.202899e-01	1
ZNF808	546511	1005	-53	2524826	629566	0	11	0	0	1	0	1007846	4.203415e-01	1
RDM1	703538	424	31	876220	226196	0	1	0	0	50	39	23988356	4.204257e-01	1
TLE2	1106128	195	32	2134580	621460	0	5	1	0	50	35	20239524	4.204490e-01	1
NAPEPLD	594757	579	34	1109364	282552	0	2	1	0	50	50	25394940	4.204692e-01	1
TMEM132D	32086	969	-33	2996904	861552	0	26	10	0	9	32	4653616	4.205129e-01	1
TMEM60	253754	795	28	365542	104606	0	2	1	0	18	21	6755386	4.205170e-01	1
KRT17	1494501	323	11	1186950	349716	0	4	0	0	20	49	11879150	4.207664e-01	1
SSX2IP	335727	572	-6	1782162	414564	0	4	1	0	50	43	17358806	4.208390e-01	1
ANKRD50	47412	616	-24	3864246	1117470	0	11	0	0	3	1	1965126	4.208892e-01	1
PF4V1	233432	444	6	289500	86850	0	1	0	0	50	42	23317102	4.208984e-01	1
MKNK2	1853815	239	37	1405040	381754	0	3	1	0	50	56	25602994	4.209846e-01	1
GPS2	1911735	206	36	939910	248198	0	1	0	0	50	46	23932000	4.210514e-01	1
COL10A1	NaN	NaN	NaN	1740088	634970	0	5	2	0	50	101	43621474	4.211106e-01	1
PBK	406636	229	23	925628	228898	0	1	0	0	50	41	21958382	4.212271e-01	1
SRA1	706371	319	29	649638	192228	0	1	0	0	50	31	25549340	4.212274e-01	1
ENPEP	81828	684	-3	2706632	709468	0	7	2	0	37	49	14822014	4.213648e-01	1
CELSR3	1516147	212	41	8771464	2895386	0	19	4	0	46	33	24481664	4.213781e-01	1
SPIRE2	1220713	219	43	1953932	597142	0	4	0	0	7	3	4861284	4.214074e-01	1
MED14	479033	NaN	63	4031770	1161860	0	8	0	0	11	3	4345974	4.214104e-01	1
SLC17A2	392745	685	34	1208566	355892	0	3	0	0	24	21	11032266	4.214623e-01	1
TMEM9	572258	333	23	515696	146680	0	1	0	0	50	36	25116248	4.215925e-01	1
NEUROG1	496830	608	34	612582	214230	0	2	0	0	50	53	25446664	4.217354e-01	1
CLPB	755787	258	56	1967828	568192	0	3	2	0	50	43	22153312	4.217769e-01	1
C1QL2	169866	574	10	756560	248584	0	2	1	0	50	33	21255476	4.218677e-01	1
CNTN4	52413	1215	-22	2881104	788598	0	20	1	0	4	11	3045926	4.218720e-01	1
TTC13	407409	595	14	2444924	650410	0	8	0	0	18	14	8926636	4.218990e-01	1
NDUFA9	277828	874	18	1062272	299536	0	3	1	0	22	24	9891250	4.220009e-01	1
OPTC	529605	314	28	909416	279850	0	2	1	0	50	29	22098500	4.220025e-01	1
MED7	166999	1198	18	656586	160962	0	2	0	0	50	40	20876810	4.220998e-01	1
AGRP	1082466	153	49	363612	114642	0	1	0	0	50	33	23203232	4.221559e-01	1
ACOX3	138504	332	47	1955862	558156	0	5	2	0	32	28	13384936	4.221592e-01	1
TOP3B	471565	474	58	2416746	662376	0	4	2	0	50	19	15691672	4.221618e-01	1
ARV1	376655	616	12	774316	196088	0	1	1	0	50	44	22158716	4.221830e-01	1
EIF4G1	1447013	268	44	4394224	1307768	0	12	1	0	8	6	4803384	4.222036e-01	1
LAG3	2816186	232	48	1398478	463586	0	2	0	0	50	47	27465058	4.222080e-01	1
NUDT18	584373	219	34	853446	283710	0	3	0	0	50	46	23127576	4.222623e-01	1
EIF4E3	74213	527	3	629566	182192	0	1	0	0	50	47	19812608	4.223501e-01	1
AVPR1A	250995	521	-32	1126734	333504	0	6	1	0	41	60	19462120	4.224580e-01	1
BTG2	574553	420	26	433478	125836	0	1	0	0	50	41	23145718	4.224698e-01	1
CIAPIN1	749108	159	39	875062	249356	0	1	0	0	50	33	19921846	4.224870e-01	1
BRI3BP	1000229	229	37	661604	223108	0	2	0	0	50	37	20067754	4.225391e-01	1
S100A7L2	1140114	279	38	334276	72182	0	1	0	0	50	44	19352882	4.227749e-01	1
RAB14	611254	365	27	629952	152856	0	1	0	0	50	26	21759206	4.227852e-01	1
SNTG1	2777	1189	-32	1490732	389860	0	10	3	0	28	60	9468580	4.228390e-01	1
LPIN3	383021	309	5	2348424	699432	0	5	1	0	44	39	25280684	4.229416e-01	1
RPL23	1255539	159	41	399896	113098	0	1	0	0	50	46	24559636	4.229591e-01	1
WDR76	792287	375	34	1757072	476710	0	3	0	0	36	27	15818280	4.230203e-01	1
RUNX1T1	5155	1075	-30	1687206	473622	0	8	2	0	4	10	3584396	4.233515e-01	1
TLE6	1119793	197	35	1627376	437338	0	2	0	0	21	18	9870792	4.234217e-01	1
OCIAD2	256817	372	61	463586	104992	0	1	0	0	50	36	22726136	4.236627e-01	1
UBE3C	389401	334	9	3045154	822566	0	6	1	0	4	1	2583498	4.238064e-01	1
KLHL35	587975	205	39	1527788	524188	0	2	0	0	30	19	14433698	4.238719e-01	1
CST6	3854361	208	57	408774	123906	0	1	0	0	50	41	23443324	4.239953e-01	1
PRLHR	613868	617	8	947630	345856	0	4	1	0	50	54	21357380	4.239972e-01	1
SNIP1	445473	274	30	1080414	314976	0	3	0	0	50	43	22764736	4.242439e-01	1
BHLHE40	274112	183	33	1122874	330416	0	3	0	0	50	32	18942564	4.243368e-01	1
SPTY2D1	637558	457	28	1879048	527276	0	5	3	0	21	34	9911322	4.243611e-01	1
SNW1	442490	359	42	1598426	409546	0	4	0	0	32	32	16418510	4.246895e-01	1
FPR1	436280	690	-24	926786	297220	0	3	1	0	50	49	17965598	4.248152e-01	1
RNF6	96737	562	25	1862836	534224	0	5	0	0	9	5	4687198	4.248259e-01	1
SP100	478720	559	38	3133934	708310	0	11	2	0	50	61	24039308	4.250342e-01	1
RXRA	300063	295	42	1279204	370946	0	4	0	0	50	33	20578818	4.250938e-01	1
VPREB3	610486	266	30	336592	101132	0	1	0	0	50	50	22227038	4.251716e-01	1
CDC42EP1	991778	176	51	1012478	353962	0	2	0	0	50	43	21800122	4.252324e-01	1
FCGR2B	598281	504	20	878922	236232	0	3	1	0	50	43	20276966	4.252624e-01	1
B4GALT4	248430	588	3	967702	253988	0	3	0	0	50	41	21831388	4.253098e-01	1
MTRF1	309426	300	61	1276888	314204	0	4	2	0	34	27	14709302	4.253606e-01	1
KRTAP9-9	1149433	468	-14	470148	122748	0	2	0	0	50	61	18253168	4.253612e-01	1
CYP7A1	200469	608	11	1409672	370174	0	5	1	0	50	53	24834082	4.254425e-01	1
OR7C1	963401	546	14	846112	266726	0	3	0	0	33	29	13061854	4.256555e-01	1
CDK5	622098	373	41	839550	229284	0	3	1	0	50	55	27259320	4.257014e-01	1
PANX3	171574	746	-1	1054552	324626	0	3	0	0	50	56	28416548	4.257337e-01	1
CWF19L2	147499	853	-10	2590060	600230	0	7	3	0	5	7	2272382	4.258206e-01	1
BEX4	466184	NaN	-5	340066	84920	0	1	0	0	50	53	22684834	4.259075e-01	1
MAP3K10	980250	400	23	2517492	841866	0	5	0	0	2	1	2524440	4.260712e-01	1
UBASH3B	660955	261	6	1820762	497554	0	7	1	0	50	74	31440086	4.261372e-01	1
DAGLB	NaN	NaN	NaN	1890242	512608	0	6	3	0	44	92	38707308	4.262192e-01	1
ANKRD12	434324	391	56	5798878	1423568	0	8	3	0	50	26	22233600	4.262492e-01	1
FBXL15	975992	178	39	777790	281780	0	2	0	0	50	45	28170280	4.264572e-01	1
CDIPT	NaN	NaN	NaN	591352	175244	0	2	0	0	50	99	43161748	4.264716e-01	1
HOXA13	473864	394	13	1022900	335434	0	3	0	0	15	11	7047588	4.265949e-01	1
RHBDL3	671605	271	22	1111294	335048	0	2	0	0	50	29	21426088	4.266323e-01	1
RPL26	772200	257	20	414564	108852	0	1	0	0	50	36	18758442	4.268391e-01	1
PFKFB4	1480689	223	45	1335946	359366	0	4	0	0	44	45	22863552	4.269967e-01	1
ZNF630	582390	NaN	18	1847010	452778	0	6	0	0	12	10	6944526	4.270159e-01	1
PSMA7	861466	288	-13	699432	193386	0	1	1	0	50	53	20862528	4.270905e-01	1
CRLS1	301141	290	4	830672	259006	0	1	0	0	50	50	27333818	4.271629e-01	1
CCDC6	137718	555	0	1328226	358980	0	4	2	0	21	21	8708932	4.271635e-01	1
PCDHGA7	NaN	NaN	NaN	2498578	788984	0	8	3	0	50	102	43775488	4.272133e-01	1
PEX10	561270	302	24	924856	306098	0	2	0	0	50	27	20559904	4.273195e-01	1
GFOD2	1157184	136	50	1026374	323854	0	1	0	0	50	27	19689088	4.273497e-01	1
SLC10A2	199120	713	24	957280	278306	0	4	0	0	50	128	50600740	4.275357e-01	1
GTDC1	60793	692	12	1303136	333118	0	6	1	0	50	69	23499294	4.275571e-01	1
BHLHE23	821863	447	61	577070	210370	0	2	0	0	50	51	21166310	4.276316e-01	1
CLEC4C	206421	467	15	624162	142434	0	2	0	0	50	45	22939208	4.276523e-01	1
OR6C70	802038	706	3	839550	245496	0	3	0	0	50	70	22270656	4.276705e-01	1
OR10Q1	637499	828	-25	843410	272902	0	4	1	0	50	46	18037394	4.276867e-01	1
FGD2	832054	220	41	1826938	521486	0	4	1	0	50	30	23934316	4.277604e-01	1
TP53INP2	1047752	147	47	588650	193000	0	1	0	0	50	22	25284158	4.280716e-01	1
CCDC122	139965	346	45	797862	172542	0	3	1	0	24	23	10128640	4.280835e-01	1
UBXN10	649343	508	30	749226	231600	0	3	0	0	50	67	26161150	4.281242e-01	1
SERPINE1	1066804	272	39	1122488	313432	0	5	0	0	50	73	25033644	4.281600e-01	1
KIF4B	516166	461	38	3378658	911732	0	10	1	0	5	2	2222974	4.281753e-01	1
POLE2	612579	342	25	1532806	389474	0	3	0	0	50	26	24741828	4.282365e-01	1
NNAT	790368	549	52	231600	71796	0	1	0	0	50	61	26083564	4.284426e-01	1
TUBD1	957047	216	26	1297346	316906	0	2	0	0	18	10	6648078	4.285270e-01	1
ZNF559	401242	705	-65	1517366	373648	0	9	1	0	50	157	33240390	4.289291e-01	1
SRRM2	1717244	210	42	7079626	2549144	0	15	3	0	24	25	13971656	4.289383e-01	1
IKZF5	274189	673	11	1169580	305712	0	2	1	0	50	61	20428664	4.289436e-01	1
MED17	307453	532	10	1833500	482500	0	6	0	0	8	11	4763240	4.290348e-01	1
SAFB	879991	295	21	2590060	687080	0	7	2	0	50	42	21880410	4.291603e-01	1
MINPP1	470910	190	25	1390758	364770	0	3	0	0	50	51	26861354	4.291622e-01	1
WDR46	1456953	262	30	1687592	499870	0	3	0	0	50	36	22710310	4.291786e-01	1
PPM1M	1114737	181	52	834146	237004	0	1	0	0	50	53	24578936	4.292500e-01	1
HOXD4	245316	874	13	680904	213072	0	3	1	0	50	63	19487596	4.294124e-01	1
IFNA5	232155	466	-14	526890	137802	0	2	1	0	24	16	7384566	4.295595e-01	1
CYP4X1	388889	479	4	1448272	374420	0	2	1	0	50	32	21836020	4.295814e-01	1
RWDD2B	316591	303	34	901696	230828	0	3	0	0	29	20	13063398	4.300800e-01	1
DKC1	1739324	NaN	7	1467186	386772	0	4	1	0	37	50	21824826	4.300821e-01	1
RIMS4	942798	168	40	739576	221564	0	2	1	0	50	43	25689844	4.301401e-01	1
ANP32A	437749	562	32	726452	169840	0	2	1	0	27	27	8934356	4.301842e-01	1
SAV1	458995	259	31	1062658	289886	0	1	0	0	50	35	21509850	4.302232e-01	1
ZNF786	598458	279	31	2150020	584018	0	7	2	0	32	33	16389174	4.303897e-01	1
PROK2	86859	605	6	362454	103062	0	1	0	0	17	21	10154888	4.304736e-01	1
DZIP1L	175494	464	8	2147318	598300	0	9	1	0	9	10	4069984	4.304809e-01	1
ID1	741997	309	-33	428846	145522	0	1	0	0	50	45	24393270	4.307001e-01	1
RET	454068	563	-19	3078350	917908	0	10	4	0	50	52	22336662	4.308521e-01	1
USP3	617922	178	42	1506944	367858	0	4	1	0	50	42	23862906	4.309585e-01	1
TRAF1	645995	270	39	1144490	331960	0	4	1	0	50	55	26178134	4.310100e-01	1
HNF1B	553994	403	28	1546316	429232	0	2	0	0	50	29	20239910	4.310618e-01	1
ARSK	310860	359	29	1502698	395264	0	4	0	0	6	2	2659154	4.311099e-01	1
DOK5	139298	847	-37	873518	225424	0	5	1	0	16	33	7346352	4.311310e-01	1
DDX4	331341	486	34	2117982	545418	0	6	2	0	37	32	14213292	4.311482e-01	1
TRPT1	1602391	278	57	712942	215774	0	3	1	0	14	15	8102140	4.311763e-01	1
JAM3	270247	601	6	986616	289500	0	2	1	0	50	28	22679430	4.312228e-01	1
IRX4	387770	635	11	1364510	460498	0	4	1	0	39	39	18910912	4.312268e-01	1
MDM4	420144	185	39	1398092	353962	0	4	0	0	50	36	20891092	4.314300e-01	1
NAA50	441530	419	24	493308	115800	0	1	0	0	50	30	22068392	4.314772e-01	1
TRIM22	139577	922	2	1399250	366700	0	4	0	0	23	32	10063406	4.315095e-01	1
SIRT6	2256881	244	42	960754	310730	0	1	0	0	50	44	23301662	4.315819e-01	1
SOHLH2	81451	880	-44	1203548	325012	0	12	0	0	1	1	553138	4.317720e-01	1
KATNB1	712945	168	34	1828482	533838	0	3	0	0	2	0	1622744	4.319652e-01	1
WFDC6	1069725	438	36	252830	60988	0	1	0	0	50	49	22796774	4.319771e-01	1
C7orf61	1479297	186	60	558928	169454	0	2	0	0	50	44	19215466	4.322745e-01	1
SLC16A10	362574	424	28	1396548	419196	0	3	0	0	38	20	19423906	4.323070e-01	1
CSTL1	188567	750	-16	413792	104992	0	2	0	0	50	77	23923894	4.323591e-01	1
KERA	21995	523	-17	971948	263638	0	4	0	0	5	4	2434116	4.324483e-01	1
AMFR	498079	442	-9	1785250	512222	0	5	0	0	25	29	13245590	4.324531e-01	1
CLDN23	174979	307	34	758876	259006	0	2	0	0	50	37	20338726	4.324551e-01	1
GPX3	923608	382	22	628022	179104	0	2	0	0	50	52	25474070	4.325067e-01	1
INHA	548994	487	35	939524	340066	0	3	0	0	50	48	27010350	4.325341e-01	1
TIMD4	135146	1235	16	1049920	306098	0	4	1	0	50	46	19681368	4.325893e-01	1
RECK	866055	155	44	2762602	709082	0	6	1	0	50	40	25710302	4.327122e-01	1
ARHGAP8	NaN	NaN	NaN	1361422	389474	0	3	1	0	50	100	43375978	4.327577e-01	1
KIF18A	316347	482	-11	2554548	642690	0	5	0	0	4	0	2263504	4.328633e-01	1
TECTB	170055	567	-5	946086	242022	0	4	0	0	50	54	20573414	4.330951e-01	1
PRKRA	159623	482	29	922154	235846	0	1	0	0	50	50	25958886	4.331900e-01	1
FXYD7	745516	357	-9	244338	62532	0	1	0	0	50	43	19361760	4.332536e-01	1
FAM32A	787753	219	34	330802	77972	0	1	0	0	50	31	19206974	4.334970e-01	1
GDPD1	896167	379	4	1026374	260164	0	4	1	0	50	35	14353024	4.335648e-01	1
OR7A17	963401	546	14	819478	255146	0	3	0	0	33	29	13061854	4.335716e-01	1
RABGGTA	915114	220	38	1573336	476324	0	2	0	0	50	29	22853902	4.336874e-01	1
AMELX	NaN	NaN	NaN	582474	160962	0	2	0	0	50	99	43147466	4.337675e-01	1
COL4A1	429137	434	12	4577188	1460624	0	17	5	0	8	19	7294242	4.338139e-01	1
C2orf68	1158965	170	43	466288	130082	0	1	0	0	50	35	21319938	4.339318e-01	1
SETDB1	1688656	172	31	3595204	990476	0	8	2	0	50	35	22040986	4.339330e-01	1
DNAI1	811768	370	49	2016078	503730	0	5	0	0	17	16	8672648	4.340024e-01	1
FABP6	198270	448	38	524960	125836	0	1	0	0	50	39	25049470	4.341676e-01	1
LRRC8C	300032	514	7	2190550	611810	0	5	1	0	50	43	22868184	4.342148e-01	1
MAP6	528316	227	45	2158898	687466	0	3	2	0	50	27	20951308	4.344677e-01	1
HHIPL2	227631	467	-6	1987514	570508	0	7	2	0	25	31	10755504	4.344914e-01	1
ADAM11	1224408	175	31	2177812	617600	0	3	0	0	6	6	3936428	4.350166e-01	1
EGR2	176901	852	32	1245622	420740	0	5	2	0	43	51	22024002	4.351206e-01	1
FKBP11	1737773	214	55	606792	184122	0	2	1	0	50	41	20138006	4.352126e-01	1
PPP1CC	796153	347	50	922154	231214	0	2	0	0	50	48	21275934	4.353720e-01	1
FAM13C	121813	707	-15	1664046	434250	0	10	3	0	10	17	4704954	4.354658e-01	1
CLCA1	279518	762	-8	2526370	712556	0	4	1	0	14	15	9749974	4.354658e-01	1
CHRD	1433862	268	46	2581568	841480	0	6	3	0	30	56	21075986	4.356395e-01	1
C1QTNF9B	314992	678	51	925242	245496	0	1	1	0	50	22	14611258	4.356555e-01	1
TTC33	211936	496	-11	738032	193000	0	1	0	0	50	46	22233214	4.357073e-01	1
FAM174A	23650	1030	13	502572	170226	0	2	2	0	6	10	2515176	4.357722e-01	1
C1QL4	2137968	175	37	622232	212686	0	3	1	0	15	21	7535878	4.358211e-01	1
PIK3C2B	482894	188	34	4524306	1303908	0	15	3	0	32	26	14388150	4.358924e-01	1
C18orf54	109698	451	33	1060342	267884	0	4	0	0	50	61	26985260	4.359632e-01	1
