gene	leverage
STAT1	0.7233
STAT3	0.7532
MUC1	0.0759
AGO2	0.0019
DDX20	-0.0208
HMGA1	0.3126
ISG15	0.3127
PHAX	-0.0443
PIAS3	0.3457
PML	0.5793
SUMO1	0.6187
SUMO2	0.4112
TOP2A	0.2729
UBE2I	0.6578
CASP1	0.0799
CASP10	-0.1008
CASP2	-0.1618
CASP4	-0.3712
CASP6	-0.0234
APOB	0.2449
ATP13A2	-0.4215
DVL2	0.5377
DVL3	0.3347
IL7R	0.2375
BHLHE40	0.1164
AARS	-0.6235
CEBPB	0.6549
NTRK1	0.5516
FASN	-0.3051
ACADM	-0.3603
AATF	-0.1776
AR	0.7283
ATM	0.4218
ATR	0.1603
CHEK2	-0.0078
DAPK3	-0.2197
E2F1	0.5626
E2F2	-0.0824
E2F3	0.0228
E2F6	0.0684
ELF1	-0.1602
FOXP3	0.3133
HDAC1	0.7292
MAGED1	-0.2358
MAPKAPK2	-0.2107
MAX	0.5234
PAWR	-0.1198
RB1	0.6098
RBBP8	0.0336
SIRT7	-0.0372
SP1	0.7532
TFDP1	0.1933
USF1	0.432
ABCA1	0.0421
ABCA12	-0.7983
APOA2	0.0078
APOA4	-0.2292
APOA5	-0.2196
APOE	0.0767
JUN	0.7896
NR1H2	0.1038
RXRA	0.6716
SP3	0.3356
USF2	0.2815
ABCA2	-0.1638
EGR1	0.6517
SP4	-0.696
ABCA7	-0.6079
ABCB1	-0.0322
CDX2	-0.2049
CEBPA	0.5357
EGR2	0.1796
ETS1	0.4647
HIF1A	0.6553
WT1	-0.1124
NR1H4	-0.2703
FOS	0.7258
FABP6	-0.4113
ABCD4	-0.3938
TFAP2A	0.4467
EED	0.3379
CBX3	0.0431
CBX5	0.2114
ELOC	0.204
LRPPRC	-0.2237
PSMA2	0.3605
PSMA5	0.3156
PSMB3	0.3876
PSMD14	0.3299
RFC4	0.2704
RNASEL	-0.4649
RRP1B	-0.2396
RTRAF	-0.6002
SLC25A4	-0.4163
SMARCA5	0.3063
XRCC5	0.3107
COPS5	0.6301
DHX9	0.3617
HNRNPA0	0.0933
ABCF2	-0.8311
CASP9	0.0217
OAS1	-0.1589
OAS2	-0.2788
OAS3	-0.2643
OASL	-0.234
ABCG1	-0.1199
ABCG2	-0.936
PIM1	0.2191
AGPAT2	-0.2645
ABHD14B	-0.1255
TAF1	0.5111
PLIN1	0.0412
PLIN2	-0.1488
CDK6	0.3356
HNRNPK	0.3738
KRT19	-0.1576
KRT31	-0.2516
ATF3	0.2507
BAZ2A	-0.1688
BCL2L1	0.3852
BCL3	0.3425
BRCA1	0.7353
BRCA2	0.1224
BRF2	-0.1915
CBFB	0.2557
CCND2	0.1377
CDK2	0.4703
CDK5	0.3561
CHRD	-0.3748
DDB1	0.4918
FOSL1	0.1108
FOXF2	-0.3397
GATA2	0.4464
GTF2F1	0.3602
GTF2IRD1	-0.5063
HDAC2	0.683
IRF1	0.269
ITGB3	0.4824
JAK1	0.383
LATS2	-0.4092
MAVS	0.0981
MED14	0.1397
MED25	-0.1279
MSH5	-0.245
MYC	0.7142
NCOA3	0.693
NELFB	-0.1794
NELFE	-0.1263
NFKBIA	0.6411
ORC1	-0.0282
PARP1	0.5612
PCNA	0.5177
PDGFRA	0.4099
PPP3CA	-0.1402
PRDX1	-0.3648
RAD51	0.082
RAD52	-0.1969
RAD9A	-0.0392
RUNX1	0.3465
RUNX2	0.4081
RYBP	-0.2968
SEMA7A	-0.3471
SIRT6	-0.1221
SMARCA4	0.4396
SMARCB1	0.2318
SORBS3	-0.2916
SRPK2	-0.173
STAT2	0.4405
STAT5A	0.6498
STAT5B	0.6198
STK4	-0.1336
TERT	0.1068
TOPBP1	0.0136
TP63	0.4134
TP73	0.5034
TRAF6	0.6542
TRIM39	-0.3083
TWIST1	-0.0482
UHMK1	-0.8503
XRCC6	0.4725
ZNF263	-0.1197
BCL6	0.2166
IKZF3	0.1931
PAX5	0.1067
ABRAXAS1	-0.2188
BABAM1	-0.1913
BABAM2	-0.1706
BARD1	0.2631
BRCC3	-0.2123
H2AFX	0.4234
H4C1	0.6194
HERC2	-0.0438
MDC1	-0.0438
MRE11	0.094
NBN	0.1625
NSD2	0.1933
PAXIP1	0.2211
PIAS4	0.4798
RAD50	0.1966
RIF1	0.011
RNF168	-0.1699
RNF4	0.0198
RNF8	0.0276
TP53BP1	0.1166
UBE2N	0.3107
UBE2V2	0.0421
UIMC1	-0.1719
NLRP3	-0.4142
ABT1	-0.4504
GTF2B	0.2329
TBP	0.5509
EEF1A2	-0.2599
ACAA1	-0.3119
PPARA	0.4522
PPARG	0.4804
RXRB	0.1328
RXRG	0.105
BNIP3	-0.2345
FKBP2	-0.2623
PGK1	-0.0082
ACACA	-0.1114
PRKAA1	0.2757
PRKAA2	0.3016
PRKAB1	0.3436
PRKAB2	0.2605
PRKAG1	0.276
PRKAG2	0.2386
PRKAG3	0.2299
SIRT1	0.4657
SREBF1	0.3292
ACACB	-0.4163
CPT1A	-0.2199
CPT1B	-0.3095
CPT1C	-0.3095
MLX	-0.5566
MLXIPL	-0.1573
ACADL	-0.5118
HADHB	-0.1161
PPARD	0.2944
LDHA	-0.0873
PXDN	-0.1188
ADAMTS1	-0.5424
ADAMTS4	-0.065
ADAMTS5	-0.1938
B4GALT1	-0.2114
CTSB	-0.1927
HAPLN1	0.0623
PCOLCE	-0.3034
SOX9	-0.0143
TNC	0.0829
TNFAIP6	-0.4634
CORO1A	-0.1634
DEK	-0.1311
SF3B1	0.3032
GTF2E1	-0.035
IL6ST	0.1626
TNPO1	-0.2708
ACD	-0.3378
LMNA	0.0773
LMNB1	-0.0564
NEIL3	-0.4029
POT1	-0.3515
REC8	-0.2737
SMC1B	-0.2958
STAG3	-0.2883
SUN1	-0.2954
SUN2	-0.3584
SYCP2	-0.3109
SYCP3	-0.2595
SYNE1	-0.222
SYNE2	-0.3055
TERF1	-0.0053
TERF2	-0.0289
TERF2IP	-0.1911
TINF2	-0.3345
AGT	0.307
ACE2	-0.6985
ACHE	-0.271
ATF1	0.2561
CREB1	0.6398
SAP18	-0.086
SF3A2	0.0894
CCL17	-0.3309
CCL2	0.1053
CCL5	0.1478
CCL7	-0.2383
CCL8	-0.336
CXCL8	0.3638
CCL1	-0.0813
CCL11	0.1377
CCL13	-0.0342
CCL14	-0.2806
CCL15	-0.3862
CCL15-CCL14	-0.4406
CCL16	-0.1229
CCL19	0.0364
CCL20	-0.0156
CCL21	-0.028
CCL22	-0.2421
CCL23	-0.0699
CCL24	-0.3745
CCL25	-0.1489
CCL26	-0.2782
CCL3	-0.2151
CCL3L1	-0.2913
CCL4	0.191
CCL4L1	-0.3936
CX3CL1	0.0627
CXCL10	0.087
CXCL9	0.0487
XCL1	-0.0626
XCL2	-0.1396
NME2	-0.0221
ACO1	-0.1376
ALDOC	-0.425
CKB	-0.5991
GPD1	-0.4174
GPD1L	-0.6675
GPD2	-0.395
MCL1	0.1824
ACOT8	-0.3891
IRF3	0.2524
ACOX1	-0.2005
HNF4A	0.3679
ACOX2	-0.2729
ACOX3	-0.2031
ACP5	-0.0752
FOSB	0.0741
FOSL2	-0.0379
JUNB	0.4674
JUND	0.5894
NFATC1	0.3846
ACSBG1	-0.4904
ACSBG2	-0.4904
ACSL1	-0.4904
ACSL3	-0.3858
ACSL4	-0.4904
ACSL5	-0.4904
ACSL6	-0.4696
ACSM3	-0.5103
HOXA9	-0.0865
SIRT3	-0.5202
ACSS2	-0.3904
CKM	-0.495
MRTFA	-0.283
PRKN	0.136
TNNI3	0.106
TRIM63	-0.3557
CALD1	-0.2936
FBLN1	0.0056
IL36A	-0.63
TGFB1I1	-0.1271
ACTL6A	0.1649
ACTL6B	-0.3889
ACTR5	-0.309
ACTR8	-0.2613
ARID1A	0.2379
ARID1B	-0.0022
ARID2	-0.5112
ATF2	0.6176
BAZ1B	0.0004
BRD7	-0.1789
BRD8	-0.2348
CARM1	0.4436
CAV1	0.6403
CCNT2	0.1262
CD3EAP	-0.2605
COL1A1	0.3254
COPS2	0.3969
COPS3	0.1878
COPS4	0.2234
COPS6	0.3353
COPS7A	0.0813
COPS7B	0.0577
COPS8	0.0967
CSNK2B	0.3608
CUL4A	0.1867
CUL4B	0.1661
DDB2	0.0919
DDX21	-0.1184
DMAP1	-0.4085
DPF1	-0.5272
DPF3	-0.6142
EP400	-0.2895
EPC1	-0.2766
ERCC6	0.2377
FBXO25	-0.2505
FN1	0.4791
GPS1	0.1695
GTF2A1	0.1668
GTF3A	-0.2855
HNRNPA1	0.4815
HNRNPU	0.3006
ING3	-0.3351
INO80	-0.2348
INO80B	-0.3117
INO80C	-0.2408
INO80D	-0.3312
INO80E	-0.3507
IRF-1	-0.5112
IRF2	0.2428
IRF7	0.2871
ITGA5	0.2481
ITGAX	0.2182
KAT2B	0.5463
KDM3A	0.0618
KDM3B	-0.2158
MCRS1	0.0705
MEAF6	-0.1414
MEF2C	0.4297
MORF4L1	-0.5353
MORF4L2	-0.1468
MRGBP	-0.5982
MYBBP1A	-0.1408
MYO1C	0.0882
NFRKB	-0.2878
PBRM1	-0.4849
PFDN5	-0.1691
PHF10	-0.0239
POLR1A	-0.2294
POLR1B	-0.0587
POLR1C	-0.1616
POLR1D	-0.0983
POLR1E	-0.2407
POLR2	-0.2169
POLR2E	0.5411
POLR2F	0.5217
POLR2H	0.5186
POLR2K	0.5206
POLR2L	0.5332
RAD1	-0.062
RAD23B	0.0826
RBX1	0.4932
RPA1	0.4189
RRN3	-0.3072
RUVBL1	0.2864
RUVBL2	0.1017
SET	-0.1549
SMARCA2	0.4271
SMARCC1	0.2695
SMARCC2	0.0628
SMARCD1	0.0166
SMARCD2	-0.2386
SMARCD3	0.1524
SMARCE1	0.2535
STK3	-0.1474
TAF1A	-0.0893
TAF1B	-0.0853
TAF1C	-0.0729
TAF1D	0.0465
TAF7	0.1697
TFPT	-0.2767
THRA	0.1682
TRRAP	0.0116
TWISTNB	-0.2707
UCHL5	-0.1296
VPS72	0.0288
XPC	0.0586
YEATS4	-0.5258
YY1	0.5985
ZNF703	-0.5428
ZNRD1	-0.2016
BCL11A	-0.3676
HSPB1	0.325
PKNOX1	0.0569
RACK1	0.4422
RNF2	0.2219
SRF	0.3494
TRADD	0.1442
CDK9	0.3179
CHAF1A	-0.0771
CREBBP	0.748
FBXO6	0.1254
FEN1	-0.113
FOXN1	-0.5835
FOXR1	-0.7589
GMFB	-0.288
H2AZ1	-0.3128
HINT1	-0.7103
KAT2A	0.309
MED1	0.4959
MTDH	-0.6368
RBBP4	0.483
SNW1	0.3849
SUPT16H	0.0677
TBL1XR1	0.3449
TFCP2L1	-0.3211
TOP2B	-0.2504
WDR77	-0.1212
ALDOA	-0.1272
ANKRD1	-0.2301
CSRP1	-0.0663
PDLIM3	-0.4264
PDLIM4	-0.3162
TRAF4	-0.1485
TSG101	0.18
CACNB2	-0.0396
CAMK2A	0.336
CAMK2B	0.2551
CAMK2D	0.264
CAMK2G	0.3015
CSRP3	-0.5643
NCOA1	0.5059
SCN5A	0.0106
TNNC2	-0.4345
FBP1	-0.4223
NOS2	0.3945
RIPK3	-0.0393
INS	0.4426
PTGES3	0.087
AJUBA	0.378
BCL2L10	-0.2389
BCL2L2	-0.1459
MYCBP	-0.2689
PSMC4	0.422
BAK1	0.1783
BMP2	-0.1012
ELF5	-0.0335
HMGB1	0.3405
HNRNPA2B1	0.175
NR5A1	0.2245
NR5A2	-0.1316
PBX3	-0.2675
RPRD1B	-0.0877
POU5F1	0.3652
POU5F1B	-0.1125
PSMA3	0.4729
SUB1	-0.1504
ACTR6	-0.9132
SRCAP	-0.0448
ACVR1	0.1561
ACVR2A	-0.23
ACVR2B	-0.1837
ACVRL1	-0.1056
AMH	-0.2262
AMHR2	-0.2308
BAMBI	-0.1761
BMP10	-0.4805
BMP4	0.0221
BMP5	-0.401
BMP6	-0.2511
BMP7	-0.1216
BMP8B	-0.3022
BMPR1A	-0.0017
BMPR2	0.0404
DCAF6	-0.0611
ENG	0.0377
GDF1	-0.4875
GDF11	-0.3841
GDF2	-0.4401
GDF5	-0.2778
GDF6	-0.2726
GDF7	-0.4521
HJV	-0.4218
IGSF1	-0.2411
INHBA	-0.2486
INHBB	-0.3492
INHBC	-0.3714
INHBE	-0.3767
MED16	0.0724
MSTN	-0.4716
NODAL	-0.4312
RGMA	-0.3567
RGMB	-0.4026
SMAD1	0.5212
SMAD5	0.2897
SMAD6	-0.0258
SMAD9	0.257
SOCS6	0.1297
SQSTM1	0.4207
TGFB2	0.045
TGFB3	-0.0374
THRB	0.2539
USP21	-0.4145
VDR	0.2769
WDR61	0.0729
CFC1	-0.475
ELAVL2	0.0656
FUS	0.1537
NLK	-0.0728
ACVR1C	-0.408
BMPR1B	0.1445
DAXX	0.2557
IRF8	0.3677
MAGI2	-0.3498
SMURF2	0.3517
TAL1	0.4778
ZFYVE16	-0.1808
CTCFL	0.0083
ADA	-0.5123
LEF1	0.3754
NFIC	0.227
IL10RA	-0.0488
ARID4B	-0.2503
DDX3X	0.1485
DLL1	-0.2929
DLL3	-0.5705
DTX1	-0.1298
KIAA1149	-0.1196
NOTCH1	0.478
NOTCH2	-0.119
NOTCH3	0.1219
TSPAN14	-0.1196
TSPAN15	-0.1085
TSPAN33	-0.0989
TSPAN5	-0.1196
SH3GLB1	-0.2777
TIMP3	-0.0657
DKFZP434N181	-0.4978
FURIN	-0.1289
GHR	0.0315
IL6R	0.0188
PDIA3	-0.0985
SHH	0.1478
TNF	0.5546
TNFRSF1B	0.0318
ADAM19	-0.2874
CD9	-0.2389
MIPEP	-0.2517
ADAM23	-0.5798
CACNG2	-0.0049
CACNG3	-0.0977
CACNG4	-0.1019
CACNG8	-0.1067
PRNP	0.083
PLAU	0.0062
ADAM8	-0.6565
CD40LG	0.0892
CHL1	-0.2627
IL18R1	-0.3152
IL18RAP	-0.3162
TNFRSF1A	0.4403
TNFSF11	0.272
PRSS50	-0.5499
ADAMTS14	-0.6364
ADAMTS16	-0.3219
ADAMTS2	-0.6364
ADAMTS3	-0.5908
ADAMTS8	-0.3611
ADAMTSL4	-0.3503
PLSCR1	0.1854
ADAR	-0.1644
IRF9	-0.0883
ADARB1	-0.8211
L3MBTL1	-0.5368
PDK2	-0.4087
ADCY1	0.1417
ADCY2	0.1253
ADCY3	0.1418
ADCY4	0.1234
ADCY6	0.234
ADCY8	0.1812
ADCY9	0.1397
CALML4	0.0839
CALML5	0.0974
CALML6	0.0839
CAMK4	0.1719
EDN1	0.4908
SLC12A2	-0.1374
PTGS1	-0.382
AKAP5	-0.0533
TCF7L2	0.2459
FSHR	-0.1643
LHCGR	0.1027
REST	0.0575
SUZ12	0.4507
CGA	-0.1736
NPPA	-0.2842
POMC	-0.0112
VIP	0.0401
DMTN	-0.6598
ADGRB3	-0.6654
TNFRSF13B	-0.2599
ADGRF1	-0.6008
SFTPB	-0.5833
ADGRG1	-0.2554
ADGRG5	-0.6877
FZD2	0.306
ADGRL3	-0.8917
ADGRV1	-0.7506
ALDH3A1	-0.4727
UGT2B17	-0.3873
PHGDH	-0.3634
ADIPOQ	-0.306
CREB3L1	0.1664
FOXA1	0.4086
TNFSF14	-0.1612
APPL2	-0.5884
CAMKK2	-0.2682
ADIRF	-0.143
CEBPD	0.1432
EBF1	0.1503
KLF5	0.0232
NANOG	0.2227
NR2F2	0.0165
POU2F2	0.3246
SREBF2	0.2193
TCF12	0.3822
ZNF467	-0.2676
ZNF638	-0.0366
ADM	-0.1727
CALCR	-0.2033
MME	-0.2403
ADNP	-0.6033
CBX1	-0.139
DDX5	0.5526
ADNP2	-0.3072
NPY	-0.0707
P2RY1	-0.1991
FLJ00404	-0.0738
NFIX	-0.2962
NOS1	0.0862
CF	-0.6064
CNBP	-0.0213
GPRASP1	-0.358
PRKAR1A	0.2071
SLC9A3R1	0.2171
SNX27	-0.3034
PSMA1	0.4225
PSMA4	0.3202
PSMA6	0.2951
PSMA7	0.338
PSMA8	0.2595
PSMB1	0.3204
PSMB10	0.3382
PSMB11	0.2295
PSMB2	0.3422
PSMB4	0.3406
PSMB5	0.2722
PSMB6	0.2669
PSMB7	0.2821
PSMB8	0.3435
PSMB9	0.4255
PSMC1	0.4429
PSMC2	0.4496
PSMC3	0.5607
PSMC5	0.5194
PSMC6	0.4581
PSMD1	0.3724
PSMD10	0.3428
PSMD11	0.4748
PSMD12	0.3141
PSMD13	0.3096
PSMD2	0.4042
PSMD3	0.3054
PSMD4	0.3557
PSMD5	0.2539
PSMD6	0.3233
PSMD7	0.3292
PSMD9	0.3194
PSME1	0.3104
PSME2	0.2577
PSME3	0.351
PSME4	0.2596
PSMF1	0.3632
SEM1	0.2629
ADSL	-0.0898
PTMS	-0.3997
RBBP7	0.4988
ADTRP	-0.4801
VTN	0.1316
AEBP2	-0.2584
EZH2	0.473
HMBOX1	-0.513
JARID2	-0.2691
RYK	-0.3455
AFF4	-0.128
CCNH	0.3964
CCNK	0.3192
CCNT1	0.0735
CDC73	0.2654
CDK7	0.445
CTDP1	-0.1309
CTR9	0.0887
EAF1	-0.2141
EAF2	0.0408
ELL	0.0892
ELL3	-0.0827
ELOA	-0.1334
ELOA2	-0.2282
ELOA3	-0.2301
ELOB	0.1612
ERCC2	0.3248
ERCC3	0.2932
FAM9A	-0.4773
GTF2F2	0.3068
GTF2H1	0.3749
GTF2H2	0.2953
GTF2H3	0.2236
GTF2H4	0.2439
GTF2H5	0.2038
IWS1	-0.2141
LEO1	0.0786
MLLT1	-0.2112
MLLT3	-0.0331
MNAT1	0.4358
NELFA	-0.2285
NELFCD	-0.209
PAF1	-0.0161
POLR2A	0.5413
POLR2B	0.5099
POLR2C	0.5194
POLR2D	0.4977
POLR2G	0.5335
POLR2I	0.4945
POLR2J	0.4909
RTF1	0.1287
SIAH1	0.1526
SSRP1	0.0765
SUPT4H1	-0.0654
SUPT5H	0.0624
SUPT6H	-0.1767
TCEA1	0.1264
CHCHD2	-0.5092
PHB	0.032
PHB2	-0.0993
AFP	-0.1642
AGA	-0.4019
EPB41L1	-0.2732
POLR3A	-0.1968
HMGB1P1	-0.6161
NFKB2	0.3246
NOX4	-0.5621
S100A12	-0.1039
S100B	-0.2563
TLR9	0.0543
AGGF1	-0.2954
RBPJ	0.3684
AGK	-0.2671
CUL1	0.4877
AGO1	-0.15
DHX36	-0.5702
YBX1	0.4042
CNOT1	-0.2848
CNOT2	-0.303
CNOT7	-0.1116
GIGYF2	-0.5641
MTA2	0.1681
RBM4	-0.1466
TBK1	0.2798
TCF4	0.2379
DNAJA1	-0.0372
AGPAT1	-0.5645
AGR2	-0.1434
CD34	-0.5213
APOC2	-0.246
APOC3	-0.1781
B3GAT3	-0.1786
ETV7	-0.7272
HPSE	-0.5188
LRP1	0.2594
NCAM1	-0.2297
AGTR1	-0.0606
ANPEP	-0.741
AOPEP	-0.7826
CMA1	-0.6164
CPA3	-0.7193
ENPEP	-0.7349
F2R	0.2381
GATA1	0.4086
REN	-0.6958
SERPINA6	-0.5614
AGTPBP1	-0.2019
AGTRAP	-0.3356
SERPINE1	-0.0137
ZBTB16	0.3846
TXN2	-0.6465
AGXT	-0.3949
NANOGP1	-0.547
NANOGP8	-0.4211
AHCY	-0.4978
AHCYL1	-0.4005
AHCYL2	-0.658
C1ORF50	-0.886
ITPR1	0.2537
ITPR2	0.0444
ITPR3	0.0321
S100A10	-0.3586
AHR	0.2225
AHRR	0.0002
AIP	-0.2824
ARNT	0.183
ARNT2	-0.2215
ARNTL	0.0658
CHD9	-0.0985
CYP1A1	-0.311
CYP1B1	-0.1616
ESR1	0.754
HELZ2	-0.0456
ID2	0.1752
IL17A	-0.101
IL17F	-0.1081
IL21	-0.1195
IL22	-0.1476
MAF	-0.1204
NCOA2	0.5156
NCOA6	0.4246
NCOR2	0.488
NFE2L2	0.2605
NR2F1	0.0475
NRIP1	0.3284
RELB	0.2315
SNAI2	-0.0416
STAT4	0.4852
STAT6	0.5381
TAF4	0.0114
TAF9	0.2338
TBL1X	0.3496
TGS1	-0.0142
SERBP1	-0.1856
AHSG	-0.1554
HRG	-0.4533
TLR4	0.358
AICDA	-0.4773
APEX1	0.2149
BATF	0.1487
GADD45A	-0.0256
HNRNPLL	-0.477
IGHV1-18	-0.3965
IGHV1-24	-0.3965
IGHV1-3	-0.3965
IGHV1-45	-0.3965
IGHV1-58	-0.3965
IGHV1-69-2	-0.3965
IGHV1-69D	-0.3965
IGHV1-8	-0.3965
IGHV1OR15-1	-0.3965
IGHV1OR15-9	-0.3965
IGHV1OR21-1	-0.3965
IGHV5-10-1	-0.3965
IGHV5-51	-0.3965
PTBP3	-0.5464
RBM20	-0.2767
TDG	0.0118
AIF1	-0.085
AIFM1	-0.1784
BAG6	-0.2078
BAX	0.4247
BCL2	0.5899
ENDOG	-0.5985
GFER	-0.5729
H2AB1	-0.4801
H2AB2	-0.4801
H2AC11	-0.4034
H2AC14	-0.4552
H2AC4	-0.0768
H2AC7	-0.447
H2AFJ	-0.416
H2AFV	-0.4842
H2AFY	-0.168
H2AFY2	-0.32
HIST1H2AA	-0.4547
HIST1H2AC	0.0536
HIST1H2AH	-0.4801
HIST2H2AA3	-0.437
HIST2H2AB	-0.3897
HIST3H2A	-0.4449
KANK2	-0.4034
NOA1	-0.0953
PPIA	-0.1117
PRELID1	-0.4624
SLC25A5	-0.1896
TSC22D4	-0.2203
XIAP	0.2825
AIM2	-0.2598
IFI16	0.055
PRDM1	-0.1977
PYCARD	-0.1914
GBP1	-0.2874
FUBP1	-0.2864
ZC3H12A	-0.3586
TARDBP	0.1524
TLR3	-0.1019
TLR8	-0.1892
ASH2L	0.4278
EGLN2	-0.4357
EGLN3	-0.0336
ESRRA	-0.2148
GFI1	0.1313
GFI1B	-0.0122
HDAC3	0.6657
HSF1	0.3316
KDM6A	0.1981
KMT2C	0.2045
KMT2D	0.1872
MAFK	-0.207
NCOR1	0.5425
PAGR1	0.2221
PPARGC1A	0.4114
RARG	0.13
RBBP5	0.2804
SAV1	-0.5427
SCRT1	-0.6088
SCRT2	-0.6054
SIN3A	0.5668
SNAI1	0.1072
TRIP6	0.0147
VHL	0.4682
WDR5	0.3258
PRKAR2A	-0.0074
SIAH2	0.0616
AKAP10	-0.0027
ZBTB33	-0.2906
FHL1	-0.0632
CSNK2A1	0.6047
JMJD6	-0.1996
PPP3CB	-0.3171
RYR2	0.0116
AKAP8	-0.4434
CCND1	0.6477
CLEC11A	-0.4176
NCAPD2	-0.3449
RPS6KA1	0.0256
AKAP8L	-0.2792
GPS2	0.1264
PITX1	-0.2644
TFAP2D	-0.6208
CLIC1	-0.2275
KDM1A	0.3037
AKIRIN2	-0.1233
PPID	-0.1571
SIX5	-0.1782
CD40	0.2079
LMO1	-0.255
AKNAD1	-0.1612
AKR1B1	-0.2212
BPGM	-0.6762
PGD	-0.3608
SOD2	-0.2363
AKR1B10	-0.7459
AKR1C1	-0.3883
AKR1C3	0.0128
POU2F1	0.3954
SOD1	-0.0408
ASXL1	-0.1823
ATF4	0.4205
ATF6B	0.0786
BAG1	-0.1385
BCL2L11	-0.0776
BECN1	0.2184
BIRC2	0.3453
BIRC3	0.2754
BRPF1	-0.6
CARD11	-0.378
CARHSP1	-0.5436
CCNI	-0.1468
CHUK	0.4481
CLIP3	-0.4751
CNOT9	-0.0191
CREB3	0.2172
CREB3L2	0.2127
CREB3L3	0.1734
CREB3L4	0.1558
CREB5	0.2414
CTBP1	0.2567
DCAF5	-0.3345
DKFZP686N2325	0.1208
DNMT1	0.2004
FADD	0.2448
FAF1	-0.2526
FAS	0.3176
FBXW7	0.3971
FOXA2	0.2264
FOXO6	-0.0877
GAPDH	0.3138
GLI2	0.2707
GNRH1	-0.1265
H2BC1	-0.0513
HIST1H2BB	-0.0536
HIST2H2BE	-0.0483
HMOX1	-0.0068
IKBKE	0.1257
IL2	0.3846
IL24	0.002
IL2RA	0.2256
IL2RB	0.2847
IL2RG	0.3225
ING5	-0.1993
IRAK2	-0.1187
JAK3	0.3151
KAT6A	-0.2574
KLHL3	-0.2924
MAP3K14	0.2076
MAP3K8	-0.0435
MSH2	-0.0895
MTA3	0.1299
MTCP1	0.151
NCOA4	-0.1935
NFKBIE	-0.1182
NIBAN1	-0.1505
NR4A1	0.3252
NSD3	-0.6248
OGT	-0.1924
OPTN	0.0295
OSGIN1	-0.5663
PA2G4	-0.2049
PDE3A	-0.0854
PDHB	-0.428
PEA15	-0.1603
PELP1	0.086
PHF20	-0.5295
PHLPP2	-0.2909
PIAS2	0.3116
PINK1	-0.2517
PLP1	0.0178
PPARGC1B	-0.1127
PPM1A	-0.0916
PPP1CB	0.2277
PPP2R1B	0.1035
PPP2R2D	-0.0041
PPRC1	-0.2983
PRR5	-0.6505
PTPA	-0.519
RARB	0.2491
RASL10B	-0.3303
RBP1	-0.0579
RGCC	0.2133
RICTOR	-0.1342
RORC	-0.2685
RPS6KB2	0.145
SETDB1	0.0401
SFPQ	0.2939
SLC2A5	-0.2923
SOX2	0.1184
SRR	-0.0655
STK40	-0.2236
STUB1	0.3165
TBC1D7	-0.3332
TCL1A	-0.5034
TCL1B	0.0908
TLR2	0.0631
TRIB1	-0.2748
TRIB2	-0.2164
TRIB3	-0.1106
TRIM15	-0.073
UBE2D1	0.4247
VCP	0.5003
XBP1	-0.1661
ZFP36L1	-0.1774
ZHX1	-0.0322
ZNF691	0.2011
IGBP1	-0.0786
ANKRD2	-0.4395
BCL2A1	-0.0599
UBE2O	-0.3753
POLA2	-0.079
ALAS1	-0.5189
UROS	-0.1223
ALAS2	-0.4317
NFE2L1	-0.2998
APOC1	-0.511
CRYAA	-0.4335
CRYAB	0.0511
FOXA3	-0.0063
RBP4	-0.3285
SETX	-0.5376
SLC10A1	-0.6806
SLCO1A2	-0.4609
SLCO1B1	-0.6806
SLCO1B3	-0.6806
TTR	-0.1577
ALDH1A1	-0.0947
TLX1	-0.5448
ALDH1A2	-0.0366
HEY1	0.0631
ALDH3A2	-0.3425
ASNA1	-0.3742
EMD	-0.2484
GET4	-0.456
SGTA	-0.1238
UBE2J2	-0.3436
ALDOB	-0.453
PGAM1	-0.2762
PGAM2	-0.6035
PGAM4	-0.6043
PGK2	-0.5145
CKMT1A	-0.6955
GLO1	-0.178
TAGLN2	-0.7235
PTN	0.1622
DNAJB6	0.0253
ASCC2	-0.2757
ASCC3	-0.6094
ALKBH8	-0.4147
ALOX12B	-0.7085
SAT1	0.1696
ALOX15B	0.133
MEF2A	0.2009
ALOX5	-0.4764
ALOX5AP	-0.6503
HSD17B1	-0.0291
LTC4S	-0.0574
CEBPE	-0.1457
ALPG	-0.208
ALPI	-0.0288
TAB1	0.054
TAB2	0.0386
ALPK3	-0.6809
ALX4	-0.3328
ONECUT1	-0.2587
ALX3	-0.9627
JDP2	-0.2058
CDX1	-0.4707
CTBP2	0.238
DLX2	-0.2803
HOXA10	-0.2227
HOXA11	-0.2992
HOXA3	-0.2075
HOXB13	-0.578
HOXB6	-0.3106
HOXC4	-0.3291
HOXD12	-0.6045
HOXD3	-0.2668
MIXL1	-0.7692
POU3F4	-0.4548
POU4F2	-0.3199
RAX	-0.2923
SOX10	-0.3123
SOX15	-0.409
TLE5	0.0566
AQR	0.1933
CCAR1	0.1218
CWC27	-0.0057
ELAVL1	0.1829
HNRNPD	0.2859
HNRNPF	0.1339
HNRNPH2	0.0665
HNRNPR	0.1425
ISY1	0.1951
LSM5	0.0597
LSM6	0.063
LSM7	0.0622
LSM8	0.0018
PCBP1	0.2667
PCBP2	0.119
PCF11	0.1082
PPIE	0.222
PPIH	0.009
PPWD1	-0.0132
PRPF19	0.2626
PRPF3	0.1192
PRPF38A	0.0487
PRPF4	0.0561
PRPF6	0.1818
RBMX	0.1634
SF1	0.1077
