gene	average_neighbors
CACNA2D4	1101.5806916426513
CACNG1	1101.5806916426513
CACNG5	1101.5806916426513
CACNG6	1101.5806916426513
CACNG7	1101.5806916426513
KCNMB1	1084.388123011665
KCNMB2	1162.3148371531965
KCNMB3	1162.3148371531965
KCNMB4	1162.3148371531965
KCNU1	1167.498786407767
NMDAR2C	1137.0688311688311
KCNK2	1122.0168316831682
CACYBP	1459.125925925926
GMPS	1077.6291390728477
CALB1	1302.4788461538462
CALB2	1064.9859649122807
CALCOCO1	1207.232
FMR1	606.5468164794007
RNF11	758.179190751445
FGF11	1328.1830508474577
FGF14	1325.6756756756756
IFNGR1	966.3912639405205
LTF	1396.1698717948718
PPP1R1B	1116.9229946524065
RANGRF	1150.6153846153845
SMAP	1506.8235294117646
ELF3	1118.452380952381
EPB41	802.6865342163355
HYPK	1430.287598944591
LRIF1	1441.8494382022473
PDIA2	1468.1984126984128
SARS	1396.8372093023256
SFRP4	946.9101796407185
SLC6A4	985.1904761904761
WARS	1101.3316326530612
GCM1	1283.175572519084
TAFA3	1173.8698224852071
IFNGR2	1041.6621803499327
PDE4A	1213.3605577689243
PDE4B	1146.7044491525423
PDE4C	1202.234093637455
SCN4B	1192.0661853188928
SCN7A	1190.139423076923
SLC25A31	1212.7853658536585
SLC25A6	917.7855072463768
SLC6A3	1264.185089974293
DEAF1	1537.8533333333332
CAMP	1310.7138554216867
CAMTA1	1149.2195909580194
CAMTA2	1285.9701492537313
CISH	1039.7601156069363
CUL2	814.7116883116884
DCAF10	933.0895953757225
DCAF11	957.2263157894737
DCAF17	935.462783171521
DCAF4	935.462783171521
DCAF8	822.6119047619047
DDA1	935.462783171521
DTL	972.4884057971014
FEM1A	974.2646239554317
IPO7	1345.2849162011173
KBTBD13	951.4545454545455
KBTBD6	951.4545454545455
KBTBD8	947.9331103678929
KCTD7	951.4545454545455
KEAP1	1089.1884297520662
KLHL11	951.4545454545455
KLHL2	972.8039215686274
KLHL21	966.973597359736
KLHL22	936.3286908077995
KLHL25	949.8456375838927
KLHL42	914.3826366559485
KLHL5	951.4545454545455
LRR1	931.4617834394904
NEURL2	1020.2043956043956
SOCS2	1055.6374045801526
SOCS5	1081.1037414965986
WDTC1	1168.8231511254019
WSB2	932.1260504201681
CAND2	1202.2587176602924
IL27	1206.0349740932643
PGRMC1	1160.904761904762
CASP14	939.8812260536398
TINAGL1	1046.3529411764705
CIRBP	906.0948081264108
NPPB	1101.8361344537816
CARD10	1136.040241448692
CARD16	1124.0492957746478
CARD17	1200.7101449275362
CARD18	1298.3291139240507
IL1F10	1415.6737588652481
IL36B	1385.9761904761904
IL36G	1284.0821256038648
IL36RN	1368.0307692307692
IL37	1371.6028037383178
CDK19	1112.7995689655172
DKFZP761C0417	1591.5977011494253
FABP1	1273.605577689243
FAM120B	1026.0943396226414
GTF2A2	924.892523364486
MED10	1088.10337972167
MED11	1058.905376344086
MED13	989.8860759493671
MED13L	1068.476459510358
MED15	900.0226986128625
MED18	1010.9695238095238
MED19	1064.8330058939096
MED20	1042.5589353612168
MED24	1104.5496183206108
MED26	1116.0296296296297
MED27	1096.3451882845188
MED28	1075.791935483871
MED29	1124.12
MED30	1045.7051792828686
MED6	983.0336134453781
MED9	1105.3530701754387
MTF1	1316.4564220183486
NR1H3	1014.320707070707
SPAG8	1033.6613636363636
CNTNAP2	626.1190476190476
CNTNAP4	525.4852941176471
EPB41L2	846.1864406779661
MLLT6	1126.561403508772
TBR1	884.952380952381
GSDMD	1443.921052631579
IL1R2	1491.2712765957447
MEFV	1376.2690355329948
NLRP7	1526.6022727272727
TRIM16	1129.5202429149797
CD95	1732.2707423580787
DKFZP686A24188	1345.6983606557378
TAF6	881.8504273504274
IVL	939.0370370370371
SPRR2A	1162.4468085106382
LMNB2	1131.12077294686
DFFB	1361.77
DSG1	1265.3955223880596
GZMH	1574.4439359267735
IL1RN	1295.5725806451612
PARP3	1017.469387755102
PARP4	1522.7565789473683
PKLR	1149.957219251337
PKM	1273.3982683982683
ELF4	1507.6792452830189
DEDD2	1324.5775862068965
KLK9	1266.0307692307692
OTUD7B	1412.3042452830189
S100A14	1076.933601609658
SPARC	1064.822463768116
NPAT	1344.6890459363958
CASZ1	1158.7448840381992
HSD17B4	1064.327868852459
SORD	1131.4255319148936
CATSPERG	1179.1851851851852
CAVIN1	1028.2805280528053
CAVIN2	1239.5913978494623
CAVIN3	1275.990909090909
FAP	1074.1818181818182
GJA5	976.1413427561837
GJB1	1058.17578125
JPH2	1218.10989010989
MALL	1207.47703180212
NCF1B	1266.027027027027
NCF1C	1266.027027027027
NPC1	1419.3106796116506
PTGIS	1390.9333333333334
SCP2	1106.075
YIPF3	1074.482972136223
CBFA2T3	1321.054054054054
PRDM14	1115.634328358209
RUNX1T1	928.6130952380952
ZBTB2	1259.5645514223195
ZBTB38	1684.422857142857
ZBTB4	1443.9746192893401
NKX3-2	1249.4565826330531
SP7	2096.7820512820513
CD38	1558.1215686274509
GBA	1456.1627906976744
IL4	1007.173322683706
IL4R	976.802407221665
KRT17	923.1845930232558
CLEC6A	1233.8442211055276
CLEC7A	1282.2573839662448
VIRMA	1383.8
WTAP	909.2057823129252
CBSL	1057.851851851852
EMSY	1299.7660167130919
H1-4	1282.679117147708
MAU2	871.8044444444445
NIPBL	809.6013071895425
PRDM6	1002.3882352941176
SMC5	866.0581395348837
SMC6	824.1545064377682
TRIM66	1273.6533864541832
DCK	1035.5
KDM5C	1196.621686746988
L3MBTL2	994.4785100286533
MGA	1491.3846153846155
SMARCAD1	1032.3025447690857
SKIL	954.1943755169561
ZNF131	1250.813200498132
H1-5	1433.1151515151514
SENP7	1399.2
ZNF568	1237.2886133032694
ZNF649	1162.1709621993127
HMGN5	1474.2042253521126
KIF20B	1191.2135922330096
DACT3	1432.4938271604938
FAM92B	1925.576923076923
NKAP	958.9181818181818
PKD2	1238.0710659898477
ZBTB21	1164.0113378684807
CC2D1B	1121.3473053892214
RPS19BP1	1583.2663316582914
CCDC120	726.5710059171597
CEP55	1189.5971223021584
CCDC124	949.9106334841629
CCDC6	1404.0855397148675
PPP4R3A	1214.0577663671374
CCDC62	1395.836879432624
KRT6A	719.5754189944134
PBXIP1	1263.9700748129676
SIX1	806.5011764705882
ZNF165	827.6676217765043
CCDC91	802.5
TESC	1216.9271708683473
ISG20	1003.2377049180328
PRF1	1229.8
CCN1	1111.0079787234042
CCN2	1255.3368263473053
CCN3	1258.329081632653
CDKN1C	1294.5433628318583
H1-1	1344.4853556485355
SERTAD1	1574.6153846153845
SERTAD3	1260.6405472636816
CDK5RAP3	1318.7176781002638
GADD45B	1256.2084006462035
NCAPD3	994.5618374558304
NCAPG2	1065.771523178808
NCAPH2	1069.142857142857
PHF8	1127.9604166666666
FABP4	1171.269784172662
MAML1	1084.7866817155757
MAML2	1108.4798534798535
MAML3	1157.5156950672647
MED12L	1308.1626794258373
COPRS	1475.536231884058
HES5	1202.758857142857
INSM1	1103.35313174946
PURG	1331.4285714285713
SP2	1192.943925233645
YBX3	1406.9223744292237
CDK14	1152.3897338403042
CCNDBP1	1673.1690821256038
PIMREG	1282.786046511628
KLF10	1376.8783068783068
ORC4L	821.48
ORC5L	1115.2151898734178
RRM2	1316.0105540897098
CCNG2	1461.0434782608695
CDK12	935.7725490196078
RNGTT	996.141052631579
RNMT	993.376827896513
TAF11	879.7741007194245
TAF13	873.0076569678407
TAF2	974.9042553191489
TAF3	967.5905923344948
TAF4B	1016.3190271816882
ELL2	929.6389413988658
ICE1	936.0093808630394
ICE2	941.0396975425331
INTS1	938.0094161958568
INTS10	1053.9935379644587
INTS11	941.0396975425331
INTS12	941.0396975425331
INTS13	941.0396975425331
INTS14	941.0396975425331
INTS2	941.0396975425331
INTS3	927.0342857142857
INTS4	937.7274436090225
INTS5	941.0396975425331
INTS6	941.0396975425331
INTS7	925.3575317604356
INTS8	941.0396975425331
INTS9	937.7448405253283
NABP1	933.5651465798046
RPAP2	939.2872928176796
RPRD1A	940.2377358490565
RPRD2	916.5326086956521
SSU72	870.8424778761062
TAF8	939.6781193490054
ZC3H8	929.6647940074906
CDK11A	1456.3050847457628
USP16	1169.0711513583442
CCNL2	1250.0335463258787
CCNO	1357.287234042553
CDK10	1258.9381443298969
DOT1L	1640.7311475409836
DMTF1	1269.1813031161473
IER5	1140.8164556962026
SDE2	1137.9192399049882
SERPINF2	1055.7674418604652
LOC728835	1329.513274336283
GMPPB	883.2941176470588
GOT1	1446.8051282051283
HSPA4	1123.98
CD180	1584.3133333333333
EHHADH	1178.9291338582677
LY86	1414.0233236151603
SARM1	1265.0258302583027
SFTPA1	1366.4918032786886
TNFSF9	953.788
CD58	1343.5215577190543
CD7	1364.2747603833866
SLAMF7	1147.7627118644068
CD24	1140.7398648648648
CD274	1110.5757575757575
DMA	1116.2058823529412
HLA-DMB	879.3284671532847
HLA-DOA	931.7254545454546
HLA-DOB	902.097609561753
CD27	1155.1268292682928
CD300A	1112.1636363636364
CD320	1519.1774891774892
CD83	1471.9739583333333
TCN2	1114.0537084398977
DEFA3	1194.142857142857
DKFZP781N011	1251.501510574018
DKFZP686J04131	1379.4589371980676
TDP2	1300.0337738619678
TRIM37	1177.6589958158995
EGR3	1401.3935119887165
HYAL2	2019.2962962962963
PDPN	1337.5584415584415
TWIST2	1242.0301886792454
CD47	996.6751412429378
CRLF3	1380.2272727272727
EVI2B	1444.0324324324324
CD97	1202.7424242424242
CD68	1479.047794117647
SECTM1	1373.6278538812785
RFXANK	1116.212765957447
POU2AF1	1615.217791411043
TFR2	1107.6544117647059
RADIL	1195.4285714285713
IFNA16	1016.360953461975
HEPACAM	1169.5271676300579
CD99	1049.479896238651
GMNN	981.4765625
SPDYA	1005.6899509803922
SPDYC	1014.4384858044164
SPDYE1	1014.4384858044164
SPDYE2	1014.4384858044164
SPDYE2B	1014.4384858044164
SPDYE3	1014.4384858044164
SPDYE4	1014.4384858044164
SPDYE5	1014.4384858044164
SPDYE6	1014.4384858044164
FKBP5	1438.1286173633441
CRN	882.2546296296297
DKFZP762M013	882.2546296296297
POLA1	821.8582278481013
POLE	881.1864406779661
POLE4	740.1758241758242
PRIM2	838.8671328671329
RALY	886.7121661721068
ZBTB7C	1469.5500848896434
DBF4B	679.0829694323144
MCMBP	802.9370629370629
H1-2	1227.0533707865168
PCBP3	1175.6216216216217
RNF40	1066.4293103448276
TFCP2	1137.890365448505
WAC	855.4154135338346
CDCA7	1552.0
CDCA7L	1402.3962264150944
SSX1	2243.0
ZNF250	1116.8470948012232
IGF2	1042.163614163614
CDKN3	999.3245749613601
GJD2	1191.8870008496176
GRWD1	1003.5508474576271
NASP	941.700325732899
TST	928.8093525179856
WEE2	974.4077181208054
ZFP14	1249.9928315412187
ZNF510	1210.534611288605
ZNF875	1249.9928315412187
G3BP2	1365.6550868486352
CDK15	1276.2294372294373
MTHFD1	1167.354700854701
CDK2AP1	1084.614478114478
CRMP1	562.4172185430464
DPYSL3	1159.1029411764705
UFL1	1535.4066390041494
EIF2AK1	1041.217277486911
MOK	1834.3754789272032
ZNF174	1318.719696969697
CNPPD1	1198.1803278688524
NR2E3	1035.8435897435897
KDM8	1594.7609561752988
KIR2DL5A	1227.4790575916231
LOC112267881	1313.267361111111
PTP4A2	1478.4817275747507
TEX11	1321.066066066066
WDR73	1594.7609561752988
NR4A3	1196.6197916666667
CDKN2AIP	1491.6
TBRG1	1460.7115384615386
CDR2	1258.1431670281995
DGKA	1115.9196581196582
GMNC	1280.0310880829015
MCIDAS	1373.9444444444443
CDV3	1042.5051975051974
NKX2-3	976.4917695473251
HNF1A	1031.071348940914
REG4	1415.157894736842
ZNF654	1529.5621301775147
HOXA5	1137.3333333333333
CDYL2	1459.3125
CSF3R	1112.2853403141362
CEACAM4	1674.5583333333334
PTPRH	1755.1732283464567
CEL	1199.4378453038673
CSF3	1112.6637362637362
DHCR7	1090.9322033898304
FDPS	1256.7201210287444
GPX4	1165.752380952381
IL3	1048.0121107266436
IL5	1062.183745583039
KLF3	1152.3840579710145
MIER1	1099.3207070707072
MIER2	1013.0711974110033
MIER3	1088.0077519379845
MMP11	972.9835051546391
MNT	1321.7331606217617
NCOA5	1073.5232142857142
NFATC4	1094.0336538461538
NR1I2	1287.6342975206612
RETN	1207.194139194139
SFTPD	1359.0861423220974
SOX8	1295.0
TIMP2	1301.1692650334076
TRIM26	1074.4858974358974
TSC22D3	1368.9174107142858
UBP1	1210.3111111111111
UHRF1	1156.64
CELF1	1048.8725341426405
CLEC4E	1263.982062780269
CTAG2	1205.456375838926
CYP19A1	1130.4848812095033
ENPP2	1074.4762757385854
FABP3	1164.5948051948053
FADS1	1343.0041493775934
FGL1	1141.3503937007874
FOXF1	1103.3459335624284
GSDMB	1145.5401785714287
HAMP	1087.995633187773
HIST1H1T	1262.096930533118
HOXA4	1242.830409356725
HOXD1	1084.9797724399493
LCN2	1275.581954887218
LIN37	1222.151832460733
MGST2	1110.1592356687897
MHC2TA	997.3951310861423
MIA	1096.0826709062003
MLLT11	1001.5018281535649
PRG2	1121.6413255360624
SAA2	1324.0295857988165
SAA4	1129.5032258064516
SBNO1	1145.5401785714287
SFRP1	1107.5
SMYD3	1336.7340764331211
SP5	1229.5350427350427
TLR10	1289.2493074792244
WBP2	1262.1922290388547
ZBED9	1314.6460843373493
ZNF280A	1323.0644295302013
ZNF69	1145.5401785714287
HOXB4	1163.8700696055685
LDOC1	1022.1192052980133
TBX2	1239.2765685019206
CECR2	1443.837837837838
CELF2	1349.5348837209303
SWAP70	1095.5283018867924
CEMIP	1480.145038167939
H2BFWT	694.090625
H2BW2	694.090625
HIST1H2BC	980.6159420289855
HIST1H2BM	980.6159420289855
LOC114483833	980.6159420289855
CENPB	1204.5049504950496
DCLRE1A	1190.3638968481375
FAN1	1010.8581818181818
IVNS1ABP	968.253164556962
CEP126	803.271186440678
ZNF423	1374.6198979591836
CEP85	1018.2374517374517
CERS3	1319.5405405405406
CERS6	1569.2954545454545
TOX3	1189.5969387755101
CHD1L	967.9525691699605
RFX3	856.6028985507246
TBC1D32	1122.7185185185185
HSPH1	1178.5941644562333
HUNK	1112.6262626262626
KRT8	871.2941176470588
RNF5	957.6105919003115
HSD3B1	1177.609693877551
HSD3B2	1176.1133757961784
TPO	1136.8114478114478
CGAS	1233.4505494505495
CGGBP1	1238.874213836478
CGREF1	1272.8198614318708
LHX4	1516.685534591195
CHD1	1224.4691629955946
MBD2	1014.0429594272076
MBD3L2	1192.94140625
NY-CO-41	1313.622807017544
SAFB	1164.3857868020305
ZBED1	1141.978417266187
CHD5	1213.3410138248848
SALL3	986.7872928176796
IKZF5	1266.6530612244899
NFATC2IP	1587.6666666666667
DTX3	952.2211055276382
CHI3L2	2609.875
SNF8	1020.4708171206225
CHORDC1	1270.3028391167193
CHP2	2236.8571428571427
CHRAC1	1020.4555555555555
EPX	1461.988326848249
CHTF18	956.3389261744967
CHTF8	1157.4957983193278
DDX11	854.3408360128617
DSCC1	932.9328537170264
DHX58	1063.285016286645
IFIT5	1154.765601217656
NKIRAS1	1199.3666210670315
NKIRAS2	1290.1859375
NLRC5	1136.1494464944649
PAX8	1235.6888246628132
RASSF2	1465.2903225806451
TRAF3IP2	1192.1098039215685
TRAIP	1063.018315018315
CIAO2A	1064.861607142857
ELP2	1203.381864623244
IFI6	1224.118918918919
UBR5	1524.5316804407714
CIB2	1121.165596919127
TLE2	1128.4393063583816
ZXDA	1734.2153846153847
ZXDC	1563.5886524822695
SYCE1	775.2780269058296
CIPC	1350.3522727272727
CIR1	1223.7062146892656
CISD2	1217.5925925925926
LHX2	1075.0044843049327
SFTPA2	1569.9246031746031
CNTFR	1073.6142322097378
CRLF1	1434.5240963855422
LIFR	1146.6931216931216
CLCN6	1230.1044776119404
CLEC1B	1145.915458937198
KLRB1	1248.8212290502793
DAD1	905.0913461538462
KCNIP3	1463.5514950166114
PPT1	1438.5710900473935
TMEM14A	931.2217573221757
FCRL2	1157.3598615916956
FBXO3	1091.8837970540098
USP28	1262.9172297297298
EPPIN	1487.7727272727273
HYAL1	1151.993769470405
HYAL3	1445.888888888889
MTMR9	887.4968152866242
SEMG1	841.7848837209302
TOR1A	936.1362467866323
CMPK2	1249.3552631578948
CMTM5	1159.2849162011173
JMJD1C	1197.640625
ZNF184	1271.808367071525
ZNF689	1207.8230184581976
ZSCAN25	1083.0333333333333
CNEP1R1	1327.6666666666667
GPBP1L1	1016.3673851921275
FOXC2	1069.4894736842105
HOXD4	1396.869639794168
TOB2	1380.5285714285715
ZFP36L2	1265.5731225296443
CRLF2	1304.9151291512915
CSF2RA	1014.9411337209302
IFNAR2	1040.8219484882418
IFNLR1	1008.6695059625213
IL10RB	997.105
IL11RA	1217.1483050847457
IL13RA1	1038.7100494233937
IL13RA2	1165.976109215017
IL15RA	1179.9717514124293
IL20RA	1041.5716753022452
IL20RB	1036.2799227799228
IL21R	1079.683745583039
IL22RA1	1235.1909090909091
IL22RA2	1312.9329608938547
IL23R	1117.61629434954
IL27RA	1075.898161244696
IL3RA	1100.643690349947
IL5RA	1105.3927893738141
IL9R	1045.0844370860927
MPL	1061.207890743551
OSMR	1340.6098484848485
IFNA1	1027.3472668810289
IFNA10	1017.7168742921857
IFNA13	1243.4539249146758
IFNA14	1025.9192477876106
IFNA17	1019.7352272727272
IFNA2	1016.6795131845842
IFNA21	1016.6572398190045
IFNA4	1018.2285067873303
IFNA5	1019.2325056433409
IFNA6	1036.8042744656918
IFNA7	1025.5374301675977
IFNA8	1019.2325056433409
IFNE	1245.3994565217392
IFNK	1256.3367088607595
IFNL1	1028.597423510467
IFNW1	1255.5365853658536
IL11	1082.4159779614324
IL13	1054.4355971896955
IL15	1227.4579439252336
IL17D	1035.3031301482702
IL19	1230.4172932330828
IL9	1084.9468085106382
LIF	1266.920634920635
THPO	1099.9730722154222
MCAM	992.9902912621359
TAFA4	1253.3819444444443
COCH	1177.2393162393162
RNF151	1039.8396501457726
P4HA1	1011.4457142857143
P4HA2	972.439024390244
P4HA3	994.5303867403314
GP6	986.2352941176471
POSTN	1349.4181222707423
SERPINF1	1220.8233082706768
TGFBI	908.7583892617449
DPT	865.3769633507853
PLOD1	1331.8181818181818
MIA2	1386.7121951219513
MATN1	928.8775510204082
MATN3	591.5503355704698
MATN4	954.4901960784314
COMT	1363.3173076923076
EIF5A	1171.8349056603774
GSTP1	1228.5716981132075
HAND2	1085.4795180722892
NKRF	1410.2201834862385
NUPR1	1417.7245508982037
COPS9	924.6655844155844
CORIN	1295.2142857142858
FHL3	851.3575757575758
EPPK1	1257.722972972973
CORO2A	1343.8466076696166
COX7A1	1198.935331230284
MDH1	1123.1649484536083
IPO5	1571.2713178294573
NEURL1	1076.6915887850466
CPNE5	1318.2477876106195
CPS1	1107.6656282450674
DKFZP434M052	1021.926267281106
CROT	897.46
FCER2	1241.487525987526
CYP26A1	1503.509090909091
CYP26B1	1503.509090909091
CYP26C1	1503.509090909091
CRABP2	1263.6091030789826
CRAMP1	1171.1954022988505
POGLUT1	1214.260663507109
NFIA	1110.3568818514007
NFIB	1162.2324324324325
CREBL2	1259.6
DBH	1094.5356811862837
F3	1268.478386167147
FHL5	1145.545045045045
IGFBP1	1343.3300733496333
KCNN3	1479.5028355387524
MOG	1257.4757033248081
MSMB	1311.1532033426183
PASK	1137.8375959079283
PTH	1254.6205607476636
RFX2	835.1927710843373
SLC25A21	1297.6081424936388
SLC5A5	1307.513888888889
SRM	1098.0674157303372
TAFA5	1311.1532033426183
VGF	1035.991987179487
DCSTAMP	1575.632075471698
PTOV1	1332.0
FAM3C	1358.7074468085107
RIPPLY2	1219.9571428571428
DKFZP762E1511	1541.858044164038
ITPK1	967.648
NFE4	1068.7215469613259
POU4F1	1149.5887016848365
SOX4	1384.01547116737
ZFHX3	1185.9825327510916
PKNOX2	1318.0522243713733
CREG1	1199.3343558282209
CRHBP	1374.0883002207506
UCN3	1219.009523809524
CRIP2	1271.4057971014493
CRIPT	865.8170731707318
DKFZP686D10173	1006.8186046511628
INMAP	1006.8186046511628
POLR2J2	985.9072847682119
POLR2J3	1261.3186813186812
SNRP116	1029.7938144329896
U5-116KD	1029.7938144329896
WDR25	1065.2116040955632
WDR87	1055.897810218978
PPP4R3B	1216.5555555555557
SMEK1	1140.9602094240838
GCM2	1015.5882352941177
M1AP	890.5277777777778
NRL	1333.5857142857142
RAX2	935.0588235294117
SOX14	880.4552529182879
TBX6	704.1066666666667
ZBTB42	1609.175572519084
CRYBA1	1307.8235294117646
CRYGD	1405.9787234042553
CRYGS	1458.2
EIF4EBP2	1319.406392694064
LBH	1385.4137931034484
TMEM109	1458.2
CRYBA4	864.5
CRYM	1233.8655256723716
CRYZ	1363.9797752808988
PPP1R13B	1408.7590618336887
IL34	1059.3933823529412
PDGFC	1307.6902286902287
CYTIP	1258.810924369748
LAIR1	1174.0
CSN2	1262.8615023474179
RCC1	1044.6861313868612
RNF43	1086.0611854684512
HLX	1300.7119113573408
KRI1	959.9285714285714
MAST3	1682.4957983193278
NAP1L4	1058.1810631229237
ERH	876.3280943025541
TSPYL2	1207.7797752808988
HHEX	1299.601226993865
OGA	1468.8432601880877
VRK3	1474.1270417422868
CSRNP1	1159.3171052631578
NHLH1	1171.2037037037037
CSTB	1191.19477124183
FOXP1	1275.2848837209303
FOXP2	1182.112676056338
HDAC8	929.7884972170687
HIC2	1250.8705035971223
MXD4	1114.5064935064936
SKOR1	1246.7089201877934
THAP11	1192.0426287744228
TLE3	1079.526525198939
WIZ	1061.209595959596
ZNF219	1265.643216080402
ZNF366	1325.8608058608058
DLX6	875.8575851393189
EN1	1204.7512520868113
EN2	868.6308943089431
EOMES	1272.7846607669617
EVX1	749.3372093023256
FEZF2	962.0210280373832
GBX2	749.3372093023256
HMX1	840.5076923076923
HOXB5	933.2900432900433
HOXC11	952.5176470588235
HOXC9	737.5333333333333
HOXD8	994.0996441281138
IKZF4	1395.4879032258063
LBX1	875.8575851393189
LHX1	968.7464788732394
LHX5	875.8575851393189
MEIS2	943.7414965986394
MSX1	940.1288981288981
NKX2-2	1079.235576923077
NKX2-6	934.3070362473347
NKX6-1	919.775
ONECUT2	749.3372093023256
ONECUT3	749.3372093023256
OSR2	932.4980940279543
OTX1	802.6021505376344
PAX1	1061.0837438423646
PAX9	1000.4602272727273
PITX2	1189.3552631578948
POU4F3	949.8101983002833
PROX1	1364.8861985472156
RFX4	1383.448028673835
SIX3	936.2824074074074
SIX6	966.8164556962025
SOX1	1288.488679245283
SOX17	1103.0210325047801
TBX20	1241.5126262626263
TBX3	1121.6383399209485
TBX4	1157.2678774120318
TBX5	1169.8132295719845
DHRS2	1315.5660036166366
DKK1	847.0183486238532
EDAR	1146.7933333333333
FAM220A	1095.5465616045844
GBX1	1081.2853107344633
HOMEZ	1287.340425531915
KDM5B	1178.5071770334928
LPIN3	1088.2895238095239
LRRC32	1338.8175895765473
MYRF	1255.2333333333333
NPPC	1132.874251497006
P3H3	1066.8698060941829
PCBD2	1514.5833333333333
PMP22	1001.4941373534339
PRDM7	1081.2853107344633
PTHLH	1247.6512667660209
PTPRU	1465.9730538922156
RBM15B	1319.9086021505377
RCOR2	1106.5271828665568
RERG	1081.2853107344633
RHOXF2B	1198.2479740680712
SOX18	1258.030444964871
SULT2B1	1109.774028629857
TCEA2	1207.4786324786326
TFAM	1477.0940594059407
TFEC	1020.2424242424242
TNFRSF8	1246.3306878306878
ZBTB20	1081.2853107344633
ZBTB45	986.0106007067138
ZNF217	1180.2789820923656
ZNF398	1208.076923076923
ZNF425	1156.9769094138544
ZNF593	1349.2626262626263
ZNF639	1008.9538461538461
ZNF746	1207.9760563380282
CXXC1	1419.7078464106844
PRMT7	993.1023890784983
CTDSPL	1416.1418181818183
ZC3H3	1240.764705882353
ZMYM6	1292.6500920810313
CTGF	1278.580931263858
ROR1	1145.279569892473
DSC3	1153.7357512953367
FBXO45	1274.5854341736695
MLLT10	1579.8552631578948
NDRG1	1124.0910652920961
SOX6	1412.8858267716535
ZIC3	1454.1977011494253
DCTPP1	957.6069868995634
KLF16	1412.611214953271
SLPI	866.2046783625731
FBH1	1006.3537906137184
FBXL17	1101.3333333333333
FBXO33	1080.109375
USP11	1078.2708333333333
LIMD1	890.8670788253478
VHLL	1121.0172910662825
KLHL18	1048.7415094339622
OLIG2	1347.6314847942756
RNF187	1173.58202247191
SOCS4	1220.0811518324608
SOCS7	1174.266517357223
GLMN	1170.5166666666667
CUX2	1077.9400921658987
CWF19L1	936.4941860465116
ZNF768	1187.1625615763546
RFK	1383.8898305084747
SPATA2L	1041.0666666666666
CYP4A11	1254.1760299625469
CYP21A2	1198.935331230284
CYP24A1	1131.082264957265
CYP27A1	1238.7158273381294
CYP27B1	1249.4901960784314
CYP3A7	1139.7797356828194
CYP4A22	1235.7488687782804
CYP51A1	1899.7777777777778
CYP7A1	1230.2012711864406
CYP7B1	1168.388349514563
CYP8B1	1240.7477272727272
CYREN	1138.9389671361503
DACH1	1164.1330472103004
EAB1	1179.041095890411
EYA4	1038.1279069767443
DACT2	1216.8947368421052
YARS2	1338.8095238095239
HIPK1	1358.230985915493
DBI	1242.7615384615385
GTF2H2C	1190.4484536082475
DBX1	1394.6666666666667
DBX2	1394.6666666666667
DCAF12	1100.7726269315674
DCAF15	1298.3
TYMS	1318.534090909091
DNTT	1203.15
NHEJ1	1264.9588235294118
POLL	945.0
DCT	2012.82
DCUN1D2	1031.0276497695852
DCX	925.9243697478992
RECQL	1114.4017094017095
TRPC4AP	1233.7171428571428
TOPORS	1093.5193452380952
DDI1	1141.3971631205675
DDI2	1161.5862068965516
DNMT3L	1246.4728171334432
SSX3	1352.5959595959596
TXNDC2	1434.1011235955057
ZBTB25	977.0237659963437
ZSCAN31	1434.1011235955057
ZMPSTE24	687.1103448275862
DDX11L8	933.536
DDX12P	933.536
DROSHA	1478.6379310344828
PDCD7	856.6438569206842
RNPC3	920.5238095238095
SNRNP25	932.8259109311741
SNRNP35	925.4011976047905
SNRNP48	927.933734939759
ZCRB1	928.6124497991968
ZMAT5	927.933734939759
RRP8	1073.023880597015
DDX3Y	1377.1030927835052
NLRC3	1324.7
TREX1	1202.2540983606557
DGCR8	1186.0869565217392
EPOP	1014.5430463576159
NR1F3	1159.2537688442212
NUPR2	1606.5560165975103
RAVER2	1094.6522988505747
TIAL1	956.4885057471264
YTHDC1	861.8546511627907
DDX60	1016.1623672230653
OTUD5	1073.4108527131782
RNF216	1136.8489208633093
SIKE1	1244.0616113744077
USP25	1144.0699029126213
WRNIP1	1240.128048780488
ZC3HAV1	1204.2819672131147
DECR	1529.3956639566395
DEFB104A	1165.8327272727272
MCTS1	1200.0837004405287
ZNF224	1184.4384748700174
DNAJB9	999.4194756554307
HERPUD2	1067.3010752688172
KRT20	549.9633027522935
S100A1	1364.7687747035573
H1FX	1218.553846153846
DGAT2	1107.0
SOX21	1055.9415584415585
ESS2	865.0206611570248
IGF2BP1	1112.706051873199
MVP	1108.508515815085
ZIC2	1296.4195804195804
DIDO1	785.1244239631336
SYCE2	785.1244239631336
SYCE3	793.8708333333333
SYCP1	785.1244239631336
TEX12	785.1244239631336
NHP2	966.4187192118227
DKFZP434G1621	1253.346715328467
UBXN2B	1273.6830357142858
P/CL.18	892.7679083094556
DTX2	720.3577235772358
HES2	1359.090909090909
HES3	1134.8846153846155
HES4	1235.8936170212767
HES6	1199.475442043222
HES7	1456.1814946619218
MFNG	1389.0592592592593
RFNG	1352.3642857142856
WBP1	1280.55
DKFZP586A1021	1419.3798319327732
DKFZP586L2318	1232.8244514106584
DKFZP666E157	1253.346715328467
DKFZP666M044	1253.346715328467
SEMA3C	1450.9785407725321
DKFZP686C21148	859.5879629629629
RRN3P1	1089.4795321637428
RRN3P2	1089.4795321637428
